"name","code","year","forecast","B","b","C","c","d","σ","α_B","α_b","α_C","α_c","α_d","α_σ","LE","H","h","Lstar_99p9","Lstar_99","Lstar_95","Lstar_90","Lmed"
"Chile","CHL",2018,1,2.25896290175423,2.73829789032412,87.7922362186621,0.104655951329767,0.000142542950913099,0.0256604683607996,-0.031417169034738,0.046188308950056,0.0020945350137545,0.0184992332978193,-0.0298255376563033,0.0325880504299028,81.6237242146291,0.123411804446018,2.09222851206972,106.240231433564,102.355126114808,98.2296245956179,95.6996916706992,84.0948840399768
"Chile","CHL",2023,1,2.1900424998317,2.86804430814836,87.9814093644925,0.106593471730487,0.00013824781260073,0.0267156641579892,-0.0304159392210688,0.0452971350374622,0.00240397812886928,0.0181728602290935,-0.0295952414895943,0.0318193801793567,81.9168254069752,0.120777526554572,2.11380504924444,106.083211133008,102.271468272092,98.2201781422779,95.7401991361747,84.3570203054493
"Chile","CHL",2028,1,2.1255195692759,3.0017685314593,88.1825540804929,0.108571910288501,0.000134003508864248,0.0276408389872423,-0.0298993187663896,0.0445849866335152,0.00251888371752538,0.0179750159891902,-0.0293534623056686,0.0304598043102786,82.2034408485844,0.118337974775811,2.13421055548672,105.977542528576,102.221410284334,98.2458802119034,95.80767021132,84.6172329332918
"Chile","CHL",2033,1,2.0643570956493,3.1406757773783,88.3942701250649,0.110531562769505,0.000130000204997034,0.0285171765678404,-0.0294732854644402,0.0443560110186684,0.00258472911602739,0.0177706592379727,-0.0292590305880184,0.0299789688692203,82.4628527746345,0.116251828399739,2.15199650646882,105.900397377826,102.207667013448,98.295620005028,95.8873955372152,84.881223189049
"Chile","CHL",2038,1,2.00356383889926,3.28237190632986,88.6320225921516,0.112542368055122,0.000126122525375272,0.029375530952983,-0.0291826802300608,0.0441853551145367,0.00250827703532469,0.0176488446883827,-0.0292676920291132,0.0295517305646197,82.701599793176,0.114304867007435,2.16888612810395,105.842252229412,102.217611724169,98.3580495460646,95.9996194478624,85.1484597953759
"Chile","CHL",2043,1,1.94515753789873,3.42685205169385,88.8434097027522,0.114559988955126,0.000122429942880731,0.0302314219021952,-0.0291399807772869,0.0437053120822374,0.00257916259197604,0.017742382505142,-0.0293385692249242,0.0292472150146663,82.9062146126698,0.112634137498587,2.18361043428492,105.792264254152,102.22325434913,98.4284079789698,96.0960687573354,85.4103905876012
"Chile","CHL",2048,1,1.88902591402756,3.58373332034916,89.0821997232187,0.116667959888822,0.000118830267313711,0.0311235993652405,-0.0290495630568491,0.0436031120551071,0.00254133681023963,0.0177143617774409,-0.0291499842102068,0.0287668526081413,83.0861261061582,0.111160937921102,2.19677623657423,105.780259336912,102.261020437374,98.5519804576705,96.2530951352245,85.6577551799642
"Czechia","CZE",1948,0,2.36416672644067,1.64199094844475,79.168462723427,0.0906125664779653,0.000614564549459414,0.0476266453887976,NA,NA,NA,NA,NA,NA,69.7476772631311,0.191000079095001,1.6554814368267,100.371283407409,95.8395280223211,90.9994553219764,88.0172515228354,74.0272054595201
"Czechia","CZE",1953,0,2.41791639414787,1.70608987990082,79.7935989595709,0.0941407943417893,0.00040355758771555,0.0473522210483594,0.012357371905264,0.0296837525741372,0.00804760832555529,0.0227675054218315,-0.0195072441090163,-0.0055204631796077,71.4288621595889,0.172824381944574,1.75547933335658,100.238232374291,95.8867508404872,91.2575751272553,88.4101606354554,75.1698755943162
"Czechia","CZE",1958,0,2.49032543328082,1.81298585378171,80.8897419111246,0.097318528151935,0.000290115389322854,0.0471175548664051,0.0133819951472684,0.036034158734671,0.00867495281563864,0.0218925538035167,-0.0292936340775316,-0.00736417915367971,73.3546265290651,0.157225554648356,1.85007385082248,100.686121468532,96.4945402478573,92.0358516219455,89.2943385456752,76.6258589515406
"Czechia","CZE",1963,0,2.52045676690479,1.90952728044507,81.571212874275,0.0992610658552569,0.000260772207677919,0.0470754496595536,0.0113252418241975,0.0370956027248389,0.00681896693104057,0.0173728053290853,-0.0339878140544101,-0.00830159333553999,74.4138592259904,0.149511960935661,1.90037888309314,100.987939105292,96.8794723621787,92.5144186301254,89.8350357151559,77.4627352640966
"Czechia","CZE",1968,0,2.52922083743704,1.9891413261513,81.6745273598988,0.0997493202807784,0.000253250719543623,0.0469263146573038,0.00868955108100438,0.0357040226920175,0.0043315215520655,0.0125890802908713,-0.0377470261707963,-0.0101414249373751,74.675714836482,0.146900359989199,1.91800074523746,101.001439623539,96.9170338539149,92.5755565979267,89.9094314118067,77.6153527503503
"Czechia","CZE",1973,0,2.53045574428173,2.06562592639377,81.824697632864,0.100451614957592,0.000223317203465163,0.0465916158937973,0.00723840820385842,0.033805492267092,0.00359533136845755,0.0105443780418489,-0.0424916300213186,-0.0128782187277803,75.035014461617,0.143521681386869,1.94126916539197,101.023963826097,96.9680132541934,92.6610870367425,90.0179815637322,77.8451625268498
"Czechia","CZE",1978,0,2.53117260560551,2.12999264550405,81.9594359776643,0.101466335993545,0.000201920030263289,0.0455539064386067,0.00692602253078139,0.0313895278484084,0.0033655769359263,0.00933726152977244,-0.0452595094498958,-0.0166114551391197,75.3448002719325,0.140377700419993,1.96341862892327,100.975434029616,96.9624281249566,92.6967505151472,90.0803689210299,78.0572464573728
