"code","name","years","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"HKG","Hong Kong","(2010,2015]",2013,108,0.582358,0.57709,0.626018,0.001484,0.002486,0.000374,1.646,1.658,1.546,7.708,0.326,7.382,1,1
"HKG","Hong Kong","(2010,2015]",2013,109,0.615096,0.610712,0.654278,0.000816,0.001376,0.000196,1.582,1.592,1.498,3.648,0,3.648,1,1
"HKG","Hong Kong","(2015,2020]",2018,86,0.0681225,0.0535875,0.0892775,0.5455675,0.6536225,0.445045,8.0925,8.87,6.78,25474.8675,10225.975,15248.8925,1,1
"HKG","Hong Kong","(2015,2020]",2018,87,0.07255,0.0578925,0.0959025,0.509645,0.6195325,0.407035,7.6275,8.3275,6.365,23228.62,8837.6775,14390.9425,1,1
"HKG","Hong Kong","(2015,2020]",2018,88,0.078465,0.062815,0.1057125,0.473945,0.58465,0.3697775,7.165,7.7975,5.9575,20880.86,7503.1075,13377.7525,1,1
"HKG","Hong Kong","(2015,2020]",2018,89,0.08515,0.0693375,0.1156725,0.4381575,0.5490525,0.332665,6.71,7.27,5.565,18388.7525,6177.945,12210.8075,1,1
"HKG","Hong Kong","(2015,2020]",2018,90,0.0930025,0.0778425,0.1247975,0.402385,0.5122675,0.296315,6.26,6.7575,5.19,15305.5575,4919.495,10386.0625,1,1
"HKG","Hong Kong","(2015,2020]",2018,91,0.1056725,0.0894,0.14202,0.3666825,0.47393,0.2616025,5.82,6.26,4.81,12554.1825,3871.1175,8683.065,1,1
"HKG","Hong Kong","(2015,2020]",2018,92,0.120455,0.1034925,0.1611275,0.32994,0.43342,0.22701,5.4175,5.7975,4.465,10059.3425,2942.6375,7116.705,1,1
"HKG","Hong Kong","(2015,2020]",2018,93,0.1347925,0.114065,0.189025,0.2925325,0.390845,0.1932625,5.0425,5.375,4.16,7904.88,2179.2025,5725.6775,1,1
"HKG","Hong Kong","(2015,2020]",2018,94,0.1530275,0.1379225,0.1958425,0.2556875,0.34876,0.1600325,4.6975,4.9625,3.9175,6105.1925,1578.185,4527.0075,1,1
"HKG","Hong Kong","(2015,2020]",2018,95,0.1663175,0.1502375,0.215405,0.2194575,0.303925,0.131535,4.3875,4.6225,3.66,4603.5775,1125.6275,3477.95,1,1
"HKG","Hong Kong","(2015,2020]",2018,96,0.1834325,0.1678075,0.2359,0.1858825,0.2616,0.106065,4.095,4.29,3.4175,3402.4925,792.8275,2609.665,1,1
"HKG","Hong Kong","(2015,2020]",2018,97,0.202005,0.1869775,0.2577025,0.1547825,0.2212675,0.083795,3.815,3.9775,3.2,2450.0975,538.9625,1911.135,1,1
"HKG","Hong Kong","(2015,2020]",2018,98,0.222075,0.2077875,0.280775,0.12653,0.1836225,0.0647725,3.5575,3.69,2.995,1726.54,356.81,1369.73,1,1
"HKG","Hong Kong","(2015,2020]",2018,99,0.2436825,0.23025,0.30506,0.1013925,0.149265,0.048925,3.32,3.4275,2.8075,1201.9225,227.965,973.9575,1,1
"HKG","Hong Kong","(2015,2020]",2018,100,0.2668225,0.2543525,0.33047,0.0795275,0.118665,0.03607,3.1,3.1825,2.635,823.065,139.91,683.155,1,1
"HKG","Hong Kong","(2015,2020]",2018,101,0.29149,0.2800475,0.3569025,0.0609575,0.092105,0.02592,2.895,2.965,2.4775,538.05,84.8325,453.2175,1,1
"HKG","Hong Kong","(2015,2020]",2018,102,0.3176175,0.3072575,0.3842275,0.045595,0.06969,0.018135,2.7075,2.7625,2.335,338.135,49.5325,288.6025,1,1
"HKG","Hong Kong","(2015,2020]",2018,103,0.345115,0.3358625,0.412295,0.03323,0.0513275,0.012345,2.535,2.5775,2.205,205.0125,27.9125,177.1,1,1
"HKG","Hong Kong","(2015,2020]",2018,104,0.3738625,0.3657075,0.4409325,0.0235675,0.0367425,0.0081675,2.3775,2.4125,2.0825,119.49,14.8125,104.6775,1,1
"HKG","Hong Kong","(2015,2020]",2018,105,0.403685,0.39661,0.469965,0.0162375,0.0255275,0.00525,2.24,2.265,1.975,68.0675,7.4275,60.64,1,1
"HKG","Hong Kong","(2015,2020]",2018,106,0.434395,0.428335,0.49919,0.0108625,0.0171975,0.0032725,2.11,2.1325,1.88,36.735,3.3,33.435,1,1
"HKG","Hong Kong","(2015,2020]",2018,107,0.4657525,0.46064,0.52841,0.007045,0.0112225,0.00198,2,2.015,1.795,18.6625,1.27,17.3925,1,1
"HKG","Hong Kong","(2015,2020]",2018,108,0.4975075,0.4932625,0.5574275,0.0044275,0.00709,0.0011625,1.905,1.92,1.7225,8.7375,0.36,8.3775,1,1
"HKG","Hong Kong","(2015,2020]",2018,109,0.5293925,0.52592,0.5860475,0.00269,0.0043325,0.00066,1.8325,1.8425,1.6675,3.67,0,3.67,1,1
"HRV","Croatia","(2000,2005]",2003,14,0.000254,0.000104,0.000394,0.991024,0.992024,0.990072,61.598,65.092,58.014,51301.2,26197.4,25103.8,0,1
"HRV","Croatia","(2015,2020]",2018,34,0.000644,0.000266,0.001008,0.986166,0.9909,0.9817,44.926,47.762,42.006,56042,28541.4,27500.6,0,1
"HUN","Hungary","(2000,2005]",2003,21,0.00052,0.000224,0.00081,0.987418,0.989482,0.98545,52.496,56.584,48.332,143174.252,73284.72,69889.532,0,1
"IRL","Ireland","(1945,1950]",1948,51,0.00647,0.00467,0.00819,0.82495,0.83067,0.81956,23.2,24.15,22.31,30922.62,15750.77,15171.85,0,1
"IRL","Ireland","(1945,1950]",1948,88,0.18294,0.16691,0.20791,0.06187,0.07571,0.04951,3.81,4.02,3.52,1407.77,555.02,852.75,0,1
"IRL","Ireland","(1960,1965]",1963,16,0.000406,0.000262,0.00054,0.9645,0.968444,0.960756,56.696,58.604,54.952,52742.804,27092.938,25649.866,0,1
"IRL","Ireland","(1965,1970]",1968,7,0.000304,0.000212,0.00039,0.974022,0.976596,0.97159,65.644,67.866,63.63,61084.602,31186.968,29897.634,0,1
"IRL","Ireland","(1970,1975]",1973,10,2e-04,0.00012,0.000278,0.977242,0.980456,0.974202,62.946,65.44,60.678,63671.156,32506.132,31165.024,0,1
"IRL","Ireland","(1985,1990]",1988,29,0.000626,0.000336,0.000918,0.979244,0.985192,0.973482,46.696,49.298,44.228,49788.292,24703.746,25084.546,0,1
"IRL","Ireland","(1990,1995]",1993,6,0.000174,9.6e-05,0.000246,0.992136,0.9931,0.991228,69.996,72.802,67.304,59118.6,30258.6,28860,0,1
"IRL","Ireland","(1990,1995]",1993,26,0.000688,0.00031,0.001068,0.983776,0.988812,0.979006,50.476,53.064,47.972,48795.6,24271.8,24523.8,0,1
"IRL","Ireland","(2005,2010]",2008,3,9e-05,7.6e-05,0.000106,0.995774,0.996324,0.995252,77.144,79.412,74.846,61807.096,31630.02,30177.076,0,1
"IRL","Ireland","(2005,2010]",2008,9,8.4e-05,1.2e-05,0.000154,0.995232,0.995814,0.994678,71.186,73.45,68.888,58837.998,30137.994,28700.004,0,1
"IRL","Ireland","(2015,2020]",2018,3,9e-05,3e-05,0.00015,0.99679,0.997025,0.996565,79,80.825,77.15,67882.12,34749.805,33132.315,0,1
"IRL","Ireland","(2015,2020]",2018,20,0.000385,0.000105,0.00065,0.994665,0.99531,0.99405,62.145,63.95,60.315,56439.455,28820.445,27619.01,0,1
"IRL","Ireland","(2015,2020]",2018,23,0.00024,4e-05,0.00044,0.993555,0.99486,0.99231,59.21,60.98,57.415,54174.46,27400.035,26774.425,0,1
"ISL","Iceland","(1835,1840]",1838,29,0.00914666666666667,0.00762,0.01085,0.473733333333333,0.48272,0.464693333333333,31.12,33.19,28.9366666666667,817.193333333333,390.966666666667,426.226666666667,0,1
"ISL","Iceland","(1835,1840]",1838,30,0.00888333333333333,0.00688333333333333,0.0110433333333333,0.46946,0.47905,0.459763333333333,30.4,32.44,28.24,821.466666666667,390,431.466666666667,0,1
"ISL","Iceland","(1835,1840]",1838,31,0.00914,0.00666333333333333,0.0119166666666667,0.465343333333333,0.475753333333333,0.4548,29.6633333333333,31.6633333333333,27.5466666666667,821.12,385.763333333333,435.356666666667,0,1
"ISL","Iceland","(1835,1840]",1838,32,0.0102866666666667,0.00732333333333333,0.0137333333333333,0.461126666666667,0.472566666666667,0.44949,28.9333333333333,30.8733333333333,26.8633333333333,751.48,351.9,399.58,0,1
"ISL","Iceland","(1835,1840]",1838,33,0.0125533333333333,0.00913,0.0163866666666667,0.45642,0.469076666666667,0.443456666666667,28.2266666666667,30.1,26.2233333333333,682.226666666667,321.416666666667,360.81,0,1
"ISL","Iceland","(1835,1840]",1838,79,0.13197,0.118703333333333,0.152523333333333,0.0529433333333333,0.0662,0.0402166666666667,5.51,5.85333333333333,5.35333333333333,110.913333333333,43.4366666666667,67.4766666666667,0,1
"ISL","Iceland","(1835,1840]",1838,80,0.145753333333333,0.131723333333333,0.166436666666667,0.0465433333333333,0.0588033333333333,0.0349266666666667,5.21,5.51666666666667,5.16333333333333,90.76,35.9266666666667,54.8333333333333,0,1
"ISL","Iceland","(1835,1840]",1838,81,0.15527,0.143573333333333,0.1731,0.0406433333333333,0.0517133333333333,0.03037,4.93333333333333,5.19666666666667,4.99,71.8233333333333,28.8733333333333,42.95,0,1
"ISL","Iceland","(1835,1840]",1838,82,0.16592,0.156286666666667,0.180843333333333,0.0351666666666667,0.0450066666666667,0.0261566666666667,4.67,4.89,4.83666666666667,55.15,22.3966666666667,32.7533333333333,0,1
"ISL","Iceland","(1835,1840]",1838,83,0.17776,0.16989,0.18976,0.0301,0.03874,0.0222433333333333,4.41333333333333,4.60333333333333,4.69333333333333,42.09,16.88,25.21,0,1
"ISL","Iceland","(1835,1840]",1838,84,0.19081,0.184406666666667,0.19993,0.0254366666666667,0.03296,0.01862,4.17,4.33333333333333,4.56666666666667,32.81,12.5833333333333,20.2266666666667,0,1
"ISL","Iceland","(1835,1840]",1838,85,0.205076666666667,0.199856666666667,0.211393333333333,0.0211966666666667,0.0277,0.0153,3.94333333333333,4.08,4.44666666666667,26.5333333333333,9.49333333333333,17.04,0,1
"ISL","Iceland","(1835,1840]",1838,86,0.220516666666667,0.216243333333333,0.22413,0.01738,0.0229766666666667,0.0123133333333333,3.72666666666667,3.84333333333333,4.34666666666667,22.3933333333333,7.59666666666667,14.7966666666667,0,1
"ISL","Iceland","(1835,1840]",1838,87,0.23708,0.23357,0.23808,0.014,0.0188033333333333,0.00969,3.52333333333333,3.62,4.25333333333333,19.7033333333333,6.46333333333333,13.24,0,1
"ISL","Iceland","(1840,1845]",1843,1,0.031786,0.030132,0.03349,0.737438,0.758574,0.717484,50.204,52.502,47.924,1355,668.2,686.8,0,1
"ISL","Iceland","(1840,1845]",1843,3,0.007404,0.008636,0.006204,0.697146,0.718992,0.676588,51.022,53.316,48.734,1235.6,619.2,616.4,0,1
"ISL","Iceland","(1840,1845]",1843,4,0.00123,0.00108,0.00138,0.692048,0.712934,0.672366,50.396,52.768,48.032,1220.8,611.8,609,0,1
"ISL","Iceland","(1840,1845]",1843,5,0.001178,0.000998,0.001344,0.691156,0.712142,0.671382,49.462,51.826,47.102,1223.8,608.4,615.4,0,1
"ISL","Iceland","(1840,1845]",1843,6,0.002542,0.002298,0.002784,0.690304,0.711418,0.670422,48.524,50.882,46.168,1276,628.8,647.2,0,1
"ISL","Iceland","(1840,1845]",1843,7,0.004254,0.003586,0.004964,0.688514,0.709782,0.668476,47.65,50,45.304,1346.4,653.6,692.8,0,1
"ISL","Iceland","(1840,1845]",1843,8,0.005046,0.004254,0.005874,0.68564,0.707282,0.66522,46.846,49.178,44.524,1421.4,698.2,723.2,0,1
"ISL","Iceland","(1840,1845]",1843,9,0.005052,0.004516,0.005624,0.682278,0.704334,0.66146,46.076,48.38,43.774,1478.2,729.2,749,0,1
"ISL","Iceland","(1840,1845]",1843,10,0.004612,0.004456,0.004784,0.678926,0.7012,0.657884,45.302,47.592,43.006,1539.8,761.8,778,0,1
"ISL","Iceland","(1840,1845]",1843,14,0.004046,0.004042,0.00406,0.667898,0.689374,0.647594,42.008,44.368,39.658,1249,630.4,618.6,0,1
"ISL","Iceland","(1840,1845]",1843,15,0.004616,0.004084,0.005134,0.665214,0.686596,0.644992,41.174,43.544,38.816,1112.4,560,552.4,0,1
"ISL","Iceland","(1840,1845]",1843,16,0.005344,0.004246,0.006432,0.662172,0.68381,0.641716,40.358,42.716,38.008,1037.8,524.2,513.6,0,1
"ISL","Iceland","(1840,1845]",1843,17,0.006052,0.004512,0.007618,0.658682,0.680936,0.637654,39.566,41.89,37.244,1003.4,494.6,508.8,0,1
"ISL","Iceland","(1840,1845]",1843,18,0.006676,0.004916,0.008492,0.654774,0.677916,0.632892,38.794,41.07,36.52,1001.8,492,509.8,0,1
"ISL","Iceland","(1845,1850]",1848,5,0.009866,0.009102,0.010626,0.579264,0.59802,0.561274,51.588,53.442,49.788,1341.2,658.6,682.6,0,1
"ISL","Iceland","(1845,1850]",1848,6,0.008372,0.008272,0.008484,0.573328,0.592382,0.55505,51.132,52.966,49.354,1303.6,642.8,660.8,0,1
"ISL","Iceland","(1845,1850]",1848,75,0.100784,0.089014,0.123662,0.153754,0.176912,0.130198,9.42,10.06,9.062,145.8,51.6,94.2,0,1
"ISL","Iceland","(1845,1850]",1848,76,0.105352,0.094576,0.1259,0.14367,0.16666,0.11981,9.15,9.736,8.918,138.8,50,88.8,0,1
"ISL","Iceland","(1845,1850]",1848,77,0.116534,0.107036,0.132948,0.134502,0.157412,0.110222,8.852,9.378,8.77,123.6,45.2,78.4,0,1
"ISL","Iceland","(1845,1850]",1848,84,0.166644,0.162454,0.17326,0.076858,0.091828,0.061146,7.542,8.066,8.054,44.256,16.9,27.356,0,1
"ISL","Iceland","(1845,1850]",1848,85,0.176344,0.170242,0.185784,0.070032,0.083652,0.055742,7.374,7.948,7.932,36.472,13.974,22.498,0,1
"ISL","Iceland","(1845,1850]",1848,86,0.186356,0.178408,0.19841,0.063562,0.075894,0.050598,7.214,7.838,7.82,29.058,11.09,17.968,0,1
"ISL","Iceland","(1845,1850]",1848,87,0.196614,0.186946,0.210962,0.057428,0.068544,0.045712,7.058,7.736,7.72,22.112,8.328,13.784,0,1
"ISL","Iceland","(1845,1850]",1848,88,0.207066,0.195862,0.22331,0.05164,0.061612,0.041096,6.91,7.64,7.624,16.106,5.922,10.184,0,1
"ISL","Iceland","(1845,1850]",1848,89,0.217652,0.205142,0.235348,0.046194,0.05512,0.036752,6.77,7.556,7.536,11.212,4.022,7.19,0,1
"ISL","Iceland","(1845,1850]",1848,90,0.228328,0.21478,0.247016,0.041098,0.049088,0.032708,6.638,7.474,7.456,7.368,2.632,4.736,0,1
"ISL","Iceland","(1845,1850]",1848,91,0.239044,0.22476,0.25828,0.03636,0.043538,0.02897,6.512,7.404,7.384,5.17,1.982,3.188,0,1
"ISL","Iceland","(1845,1850]",1848,92,0.249756,0.23506,0.269142,0.031986,0.038492,0.025558,6.396,7.334,7.316,4.138,1.758,2.38,0,1
"ISL","Iceland","(1845,1850]",1848,93,0.26043,0.245644,0.27962,0.027986,0.03396,0.022482,6.288,7.272,7.258,3.36,1.53,1.83,0,1
"ISL","Iceland","(1845,1850]",1848,94,0.271016,0.256468,0.289748,0.02436,0.029944,0.019736,6.19,7.214,7.204,2.954,1.472,1.482,0,1
"ISL","Iceland","(1845,1850]",1848,95,0.281472,0.267482,0.299562,0.021106,0.026424,0.01732,6.098,7.162,7.154,2.718,1.426,1.292,0,1
"ISL","Iceland","(1845,1850]",1848,96,0.29174,0.278624,0.3091,0.018214,0.023366,0.015218,6.018,7.12,7.106,2.144,1.146,0.998,0,1
"ISL","Iceland","(1845,1850]",1848,97,0.301772,0.289824,0.318386,0.015674,0.020736,0.013408,5.944,7.076,7.07,1.562,0.77,0.792,0,1
"ISL","Iceland","(1845,1850]",1848,98,0.311512,0.300998,0.32744,0.01346,0.018474,0.011856,5.88,7.04,7.032,1.148,0.486,0.662,0,1
"ISL","Iceland","(1845,1850]",1848,99,0.320898,0.312066,0.336268,0.011552,0.016536,0.010534,5.826,7.008,6.998,0.77,0.168,0.602,0,1
"ISL","Iceland","(1845,1850]",1848,100,0.329892,0.322944,0.344864,0.00992,0.01486,0.009404,5.782,6.976,6.97,0.316,0,0.316,0,1
"ISL","Iceland","(1845,1850]",1848,101,0.33845,0.333546,0.353218,0.008536,0.013404,0.008432,5.746,6.946,6.944,0,0,0,0,1
"ISL","Iceland","(1845,1850]",1848,102,0.34655,0.343796,0.361296,0.00737,0.012126,0.007594,5.722,6.924,6.918,0,0,0,0,1
"ISL","Iceland","(1845,1850]",1848,103,0.35418,0.353624,0.369086,0.006394,0.010994,0.00686,5.706,6.902,6.9,0,0,0,0,1
"ISL","Iceland","(1845,1850]",1848,104,0.361344,0.362976,0.376548,0.00558,0.009982,0.00621,5.696,6.884,6.88,0,0,0,0,1
"ISL","Iceland","(1845,1850]",1848,105,0.368062,0.371798,0.38366,0.0049,0.009074,0.005638,5.694,6.866,6.864,0,0,0,0,1
"ISL","Iceland","(1845,1850]",1848,106,0.374372,0.380062,0.390396,0.00433,0.008252,0.005122,5.696,6.852,6.85,0,0,0,0,1
"ISL","Iceland","(1845,1850]",1848,107,0.380312,0.387752,0.396734,0.003848,0.00751,0.004656,5.704,6.842,6.836,0,0,0,0,1
"ISL","Iceland","(1845,1850]",1848,108,0.385926,0.394856,0.402666,0.00344,0.00683,0.004236,5.706,6.83,6.826,0,0,0,0,1
"ISL","Iceland","(1845,1850]",1848,109,0.39126,0.40138,0.408178,0.003088,0.006216,0.003852,5.714,6.82,6.82,0,0,0,0,1
"ISL","Iceland","(1850,1855]",1853,13,0.00404,0.003968,0.004086,0.66699,0.67925,0.65595,46.732,50.054,43.446,1172.2,590,582.2,0,1
"ISL","Iceland","(1850,1855]",1853,14,0.003984,0.003688,0.004288,0.664388,0.67662,0.653392,45.922,49.252,42.624,1155,581.2,573.8,0,1
"ISL","Iceland","(1850,1855]",1853,15,0.00404,0.003418,0.004686,0.6618,0.674158,0.650684,45.106,48.434,41.81,1160.2,574.8,585.4,0,1
"ISL","Iceland","(1850,1855]",1853,16,0.00432,0.003296,0.005398,0.659186,0.671888,0.647718,44.288,47.596,41.006,1211.8,592.8,619,0,1
"ISL","Iceland","(1850,1855]",1853,17,0.004764,0.003302,0.00633,0.6564,0.669718,0.644302,43.476,46.75,40.226,1280.4,615.6,664.8,0,1
"ISL","Iceland","(1850,1855]",1853,18,0.005328,0.003502,0.007294,0.653328,0.667554,0.640274,42.682,45.898,39.48,1357.8,663.4,694.4,0,1
"ISL","Iceland","(1850,1855]",1853,19,0.006104,0.003922,0.008404,0.64988,0.665268,0.635606,41.904,45.06,38.762,1421.2,700.2,721,0,1
"ISL","Iceland","(1850,1855]",1853,20,0.00698,0.004466,0.009654,0.64592,0.662698,0.630212,41.154,44.228,38.08,1479.2,729.4,749.8,0,1
"ISL","Iceland","(1850,1855]",1853,21,0.00764,0.004922,0.010412,0.641404,0.659772,0.624068,40.438,43.424,37.44,1476.6,732.2,744.4,0,1
"ISL","Iceland","(1850,1855]",1853,22,0.008182,0.00553,0.010806,0.63652,0.656572,0.617552,39.738,42.63,36.82,1427.2,718.6,708.6,0,1
"ISL","Iceland","(1850,1855]",1853,29,0.008248,0.007022,0.00955,0.597322,0.62626,0.569848,35.132,37.528,32.616,901.6,436.8,464.8,0,1
"ISL","Iceland","(1850,1855]",1853,30,0.007658,0.006606,0.008788,0.592498,0.621976,0.564502,34.414,36.784,31.922,888.4,430.2,458.2,0,1
"ISL","Iceland","(1850,1855]",1853,31,0.007392,0.006452,0.008432,0.588064,0.618006,0.559608,33.67,36.018,31.194,839.2,402,437.2,0,1
"ISL","Iceland","(1850,1855]",1853,32,0.007376,0.006528,0.008326,0.583806,0.614168,0.55492,32.914,35.244,30.456,794.6,380.2,414.4,0,1
"ISL","Iceland","(1850,1855]",1853,33,0.007536,0.00688,0.008258,0.57955,0.610294,0.550274,32.15,34.468,29.704,749.2,361.2,388,0,1
"ISL","Iceland","(1850,1855]",1853,34,0.007902,0.007522,0.008252,0.57521,0.606224,0.545668,31.388,33.698,28.94,718.4,346.6,371.8,0,1
"ISL","Iceland","(1850,1855]",1853,35,0.008404,0.008416,0.008342,0.570686,0.601798,0.54109,30.63,32.946,28.172,675.2,325.8,349.4,0,1
"ISL","Iceland","(1850,1855]",1853,43,0.014244,0.010458,0.018854,0.5173,0.55335,0.482828,25.328,27.506,22.974,681.4,308.8,372.6,0,1
"ISL","Iceland","(1850,1855]",1853,44,0.013968,0.01024,0.018526,0.51014,0.547782,0.473968,24.68,26.782,22.398,672.8,304.4,368.4,0,1
"ISL","Iceland","(1850,1855]",1853,45,0.013648,0.010252,0.017744,0.503226,0.542348,0.46547,24.01,26.044,21.802,644.6,294.6,350,0,1
"ISL","Iceland","(1850,1855]",1853,52,0.018162,0.013288,0.024218,0.448808,0.497882,0.400662,19.448,21,17.712,755.2,340.4,414.8,0,1
"ISL","Iceland","(1850,1855]",1853,53,0.018342,0.01386,0.02375,0.440892,0.491424,0.391316,18.784,20.266,17.12,725,329.6,395.4,0,1
"ISL","Iceland","(1850,1855]",1853,54,0.019704,0.015836,0.024282,0.433014,0.484756,0.382314,18.118,19.534,16.514,659.4,304.2,355.2,0,1
"ISL","Iceland","(1850,1855]",1853,72,0.067228,0.056022,0.085026,0.204148,0.2541,0.157282,9.362,10.108,8.322,153.8,58.2,95.6,0,1
"ISL","Iceland","(1850,1855]",1853,73,0.0703,0.060346,0.088754,0.191756,0.242018,0.144562,8.954,9.62,8.01,147,54,93,0,1
"ISL","Iceland","(1850,1855]",1853,74,0.078262,0.06862,0.095694,0.179616,0.229698,0.132252,8.542,9.144,7.704,142.2,51.8,90.4,0,1
"ISL","Iceland","(1850,1855]",1853,75,0.082152,0.07339,0.098558,0.167254,0.216344,0.120812,8.16,8.708,7.396,137.2,50.2,87,0,1
"ISL","Iceland","(1850,1855]",1853,76,0.087214,0.081736,0.097104,0.155304,0.202542,0.110674,7.766,8.284,7.056,130,48,82,0,1
"ISL","Iceland","(1850,1855]",1853,77,0.09508,0.091292,0.101978,0.143444,0.187932,0.101554,7.382,7.9,6.676,119,43,76,0,1
"ISL","Iceland","(1850,1855]",1853,78,0.106372,0.103524,0.11206,0.131496,0.172632,0.0929,7.018,7.562,6.29,108.4,38.8,69.6,0,1
"ISL","Iceland","(1850,1855]",1853,79,0.11947,0.118446,0.122772,0.119566,0.157008,0.084506,6.69,7.274,5.922,101,34.8,66.2,0,1
"ISL","Iceland","(1850,1855]",1853,84,0.154616,0.14134,0.180396,0.068046,0.093706,0.043484,5.468,6.1,4.704,54.868,19.688,35.18,0,1
"ISL","Iceland","(1850,1855]",1853,85,0.163148,0.148118,0.192408,0.059534,0.083294,0.03683,5.266,5.892,4.52,46.508,16.89,29.618,0,1
"ISL","Iceland","(1850,1855]",1853,86,0.172414,0.155416,0.205534,0.051604,0.073506,0.030804,5.076,5.698,4.354,39.064,14.098,24.966,0,1
"ISL","Iceland","(1850,1855]",1853,87,0.182414,0.163262,0.219742,0.044292,0.064352,0.025426,4.894,5.514,4.196,32.21,11.34,20.87,0,1
"ISL","Iceland","(1850,1855]",1853,88,0.193148,0.17167,0.234958,0.037622,0.055858,0.02072,4.73,5.34,4.052,25.914,8.762,17.152,0,1
"ISL","Iceland","(1850,1855]",1853,89,0.204596,0.180658,0.25106,0.031614,0.048056,0.01668,4.576,5.178,3.922,20.478,6.672,13.806,0,1
"ISL","Iceland","(1850,1855]",1853,90,0.21671,0.190232,0.267886,0.02628,0.040952,0.013278,4.428,5.024,3.804,15.884,5.022,10.862,0,1
"ISL","Iceland","(1850,1855]",1853,91,0.229448,0.200404,0.285254,0.021618,0.034568,0.010474,4.296,4.882,3.694,11.916,3.702,8.214,0,1
"ISL","Iceland","(1850,1855]",1853,92,0.242742,0.211172,0.302956,0.017604,0.028892,0.0082,4.168,4.748,3.594,8.492,2.646,5.846,0,1
"ISL","Iceland","(1850,1855]",1853,93,0.256518,0.222528,0.320774,0.014206,0.023924,0.006382,4.052,4.622,3.504,5.834,1.888,3.946,0,1
"ISL","Iceland","(1850,1855]",1853,94,0.270714,0.23446,0.338516,0.011368,0.019622,0.004946,3.946,4.508,3.422,3.826,1.358,2.468,0,1
"ISL","Iceland","(1850,1855]",1853,95,0.28525,0.246952,0.356002,0.009032,0.015962,0.00382,3.848,4.402,3.348,2.306,1,1.306,0,1
"ISL","Iceland","(1850,1855]",1853,96,0.300054,0.25997,0.3731,0.007144,0.012886,0.002946,3.756,4.3,3.278,1.668,0.898,0.77,0,1
"ISL","Iceland","(1850,1855]",1853,97,0.315072,0.273476,0.389698,0.005628,0.010348,0.002274,3.672,4.208,3.216,1.59,0.878,0.712,0,1
"ISL","Iceland","(1850,1855]",1853,98,0.330234,0.287432,0.405736,0.00443,0.00828,0.001756,3.594,4.124,3.162,1.39,0.726,0.664,0,1
"ISL","Iceland","(1850,1855]",1853,99,0.345488,0.30178,0.421168,0.00349,0.006616,0.001362,3.522,4.042,3.114,1.23,0.624,0.606,0,1
"ISL","Iceland","(1850,1855]",1853,100,0.360782,0.316466,0.435984,0.002764,0.005298,0.001064,3.458,3.97,3.062,0.53,0.252,0.278,0,1
"ISL","Iceland","(1850,1855]",1853,101,0.376058,0.331422,0.450184,0.0022,0.004264,0.000838,3.396,3.906,3.024,0,0,0,0,1
"ISL","Iceland","(1850,1855]",1853,102,0.391266,0.346576,0.46379,0.001768,0.003464,0.000662,3.34,3.842,2.984,0,0,0,0,1
"ISL","Iceland","(1850,1855]",1853,103,0.406352,0.361856,0.476818,0.001436,0.00284,0.000532,3.288,3.788,2.948,0,0,0,0,1
"ISL","Iceland","(1850,1855]",1853,104,0.421256,0.377178,0.489284,0.001178,0.002362,0.00043,3.24,3.736,2.916,0,0,0,0,1
"ISL","Iceland","(1850,1855]",1853,105,0.435936,0.392474,0.501214,0.000976,0.001988,0.000352,3.198,3.69,2.888,0,0,0,0,1
"ISL","Iceland","(1850,1855]",1853,106,0.450334,0.407654,0.512628,0.000816,0.001694,0.00029,3.16,3.646,2.862,0,0,0,0,1
"ISL","Iceland","(1850,1855]",1853,107,0.464398,0.42265,0.523534,0.000688,0.001464,0.000242,3.124,3.608,2.84,0,0,0,0,1
"ISL","Iceland","(1850,1855]",1853,108,0.478084,0.437388,0.533948,0.000586,0.001274,0.000198,3.096,3.578,2.82,0,0,0,0,1
"ISL","Iceland","(1850,1855]",1853,109,0.491346,0.451802,0.54388,5e-04,0.001118,0.000168,3.07,3.552,2.804,0,0,0,0,1
"ISL","Iceland","(1855,1860]",1858,79,0.117444,0.11145,0.128216,0.084302,0.112058,0.058924,5.966,6.582,5.268,95.2,32.8,62.4,0,1
"ISL","Iceland","(1855,1860]",1858,87,0.218086,0.193142,0.277024,0.02925,0.04263,0.01677,4.176,4.958,3.62,32.63,9.494,23.136,0,1
"ISL","Iceland","(1855,1860]",1858,88,0.22924,0.202334,0.293948,0.024662,0.036884,0.013348,4.004,4.804,3.496,27.078,7.858,19.22,0,1
"ISL","Iceland","(1855,1860]",1858,89,0.240986,0.211936,0.311674,0.02059,0.03173,0.010462,3.84,4.66,3.384,22.194,6.39,15.804,0,1
"ISL","Iceland","(1855,1860]",1858,90,0.25329,0.221936,0.330026,0.017016,0.02715,0.008094,3.682,4.524,3.284,17.912,5.132,12.78,0,1
"ISL","Iceland","(1855,1860]",1858,91,0.2661,0.232314,0.348788,0.013914,0.0231,0.006208,3.534,4.392,3.192,14.42,4.158,10.262,0,1
"ISL","Iceland","(1855,1860]",1858,92,0.279362,0.243054,0.36773,0.011268,0.019552,0.004732,3.394,4.272,3.11,11.316,3.308,8.008,0,1
