"code","name","years","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"SWE","Sweden","(1790,1795]",1793,56,0.024684,0.022496,0.027258,0.398744,0.419144,0.378376,15.188,15.57,14.726,17349.64,7973.984,9375.656,1,1
"SWE","Sweden","(1790,1795]",1793,57,0.02576,0.02363,0.028282,0.389086,0.40989,0.368266,14.554,14.914,14.118,17427.902,7969.252,9458.65,1,1
"SWE","Sweden","(1790,1795]",1793,58,0.027636,0.025512,0.030182,0.379268,0.400402,0.358068,13.914,14.256,13.506,17436.256,7939.816,9496.44,1,1
"SWE","Sweden","(1790,1795]",1793,59,0.030446,0.02825,0.033088,0.369012,0.390406,0.3475,13.29,13.608,12.904,17282.154,7846.922,9435.232,1,1
"SWE","Sweden","(1790,1795]",1793,60,0.034122,0.031808,0.036926,0.358034,0.379624,0.336268,12.684,12.98,12.318,16927.32,7671.986,9255.334,1,1
"SWE","Sweden","(1790,1795]",1793,61,0.03887,0.0364,0.041864,0.346108,0.367832,0.324156,12.102,12.38,11.76,15931.71,7213.898,8717.812,1,1
"SWE","Sweden","(1790,1795]",1793,62,0.043372,0.04077,0.046532,0.333006,0.35478,0.310956,11.562,11.818,11.24,14903.066,6735.948,8167.118,1,1
"SWE","Sweden","(1790,1795]",1793,63,0.047392,0.04469,0.050686,0.318974,0.340714,0.296924,11.048,11.288,10.748,13900.426,6266.046,7634.38,1,1
"SWE","Sweden","(1790,1795]",1793,64,0.050622,0.047888,0.053974,0.304324,0.325934,0.282364,10.558,10.778,10.28,12964.584,5827.33,7137.254,1,1
"SWE","Sweden","(1790,1795]",1793,65,0.053054,0.050404,0.056314,0.28943,0.310816,0.267656,10.078,10.28,9.816,12128.29,5438.062,6690.228,1,1
"SWE","Sweden","(1790,1795]",1793,66,0.054722,0.05227,0.057756,0.274618,0.295674,0.25315,9.594,9.782,9.35,11616.26,5192.832,6423.428,1,1
"SWE","Sweden","(1790,1795]",1793,67,0.057628,0.05543,0.060366,0.260156,0.280768,0.239112,9.102,9.274,8.874,11069.176,4934.76,6134.416,1,1
"SWE","Sweden","(1790,1795]",1793,68,0.062134,0.060258,0.064478,0.24576,0.265796,0.225292,8.612,8.772,8.394,10476.404,4660.748,5815.656,1,1
"SWE","Sweden","(1790,1795]",1793,69,0.068744,0.067192,0.070702,0.231144,0.250436,0.21142,8.126,8.28,7.916,9789.972,4332.398,5457.574,1,1
"SWE","Sweden","(1790,1795]",1793,70,0.07782,0.076422,0.079602,0.21598,0.23436,0.197176,7.666,7.818,7.452,8993.276,3946.592,5046.684,1,1
"SWE","Sweden","(1790,1795]",1793,71,0.088634,0.087052,0.090682,0.199996,0.217322,0.182254,7.24,7.396,7.03,8073.198,3502.418,4570.78,1,1
"SWE","Sweden","(1790,1795]",1793,72,0.09946,0.09748,0.102086,0.183218,0.19942,0.166598,6.862,7.022,6.646,7164.768,3070.334,4094.434,1,1
"SWE","Sweden","(1790,1795]",1793,73,0.109806,0.1072,0.113344,0.16606,0.181136,0.150568,6.524,6.68,6.306,6295.216,2659.176,3636.04,1,1
"SWE","Sweden","(1790,1795]",1793,74,0.118522,0.115226,0.123112,0.14899,0.162978,0.13457,6.22,6.376,5.998,5504.036,2296.776,3207.26,1,1
"SWE","Sweden","(1790,1795]",1793,75,0.124506,0.120782,0.129798,0.132554,0.145502,0.119146,5.934,6.09,5.716,4815.524,1987.22,2828.304,1,1
"SWE","Sweden","(1790,1795]",1793,76,0.129914,0.125958,0.135644,0.117268,0.129226,0.10483,5.65,5.798,5.434,4214.83,1721.276,2493.554,1,1
"SWE","Sweden","(1790,1795]",1793,77,0.137268,0.133112,0.143394,0.103218,0.114198,0.091732,5.362,5.5,5.148,3666.862,1481.254,2185.608,1,1
"SWE","Sweden","(1790,1795]",1793,78,0.14747,0.143068,0.154078,0.090236,0.100254,0.079696,5.068,5.21,4.858,3168.806,1268.054,1900.752,1,1
"SWE","Sweden","(1790,1795]",1793,79,0.161798,0.157048,0.169038,0.078134,0.087188,0.068554,4.788,4.926,4.58,2706.382,1072.396,1633.986,1,1
"SWE","Sweden","(1790,1795]",1793,80,0.16251,0.157142,0.170892,0.066714,0.074804,0.058104,4.536,4.672,4.328,2537.328,991.308,1546.02,1,1
"SWE","Sweden","(1790,1795]",1793,81,0.181902,0.176134,0.191006,0.056886,0.064138,0.049122,4.246,4.376,4.04,2116.034,820.494,1295.54,1,1
"SWE","Sweden","(1790,1795]",1793,82,0.202256,0.195842,0.212538,0.047592,0.053978,0.040706,3.988,4.118,3.782,1729.542,664.838,1064.704,1,1
"SWE","Sweden","(1790,1795]",1793,83,0.222742,0.215384,0.234726,0.039026,0.044568,0.033026,3.768,3.896,3.558,1378.912,524.178,854.734,1,1
"SWE","Sweden","(1790,1795]",1793,84,0.233902,0.22507,0.24868,0.031362,0.0361,0.026204,3.58,3.712,3.364,1070.436,400.736,669.7,1,1
"SWE","Sweden","(1790,1795]",1793,85,0.247666,0.237416,0.265288,0.02494,0.028976,0.02052,3.392,3.518,3.176,813.596,298.698,514.898,1,1
"SWE","Sweden","(1790,1795]",1793,86,0.266444,0.255114,0.286552,0.019568,0.022984,0.015792,3.202,3.326,2.988,613.004,219.886,393.118,1,1
"SWE","Sweden","(1790,1795]",1793,87,0.286034,0.273658,0.308812,0.01507,0.01792,0.011896,3.028,3.148,2.818,461.876,161.106,300.77,1,1
"SWE","Sweden","(1790,1795]",1793,88,0.30639,0.293022,0.332012,0.011382,0.013724,0.008764,2.864,2.978,2.658,351.718,119.52,232.198,1,1
"SWE","Sweden","(1790,1795]",1793,89,0.327432,0.31316,0.356052,0.008428,0.010316,0.00631,2.716,2.824,2.512,271.142,89.924,181.218,1,1
"SWE","Sweden","(1790,1795]",1793,90,0.349086,0.334026,0.380834,0.006116,0.007604,0.004434,2.576,2.68,2.378,199.158,64.372,134.786,1,1
"SWE","Sweden","(1790,1795]",1793,91,0.371272,0.355546,0.406244,0.004344,0.005496,0.003042,2.448,2.542,2.254,141.442,44.582,96.86,1,1
"SWE","Sweden","(1790,1795]",1793,92,0.39388,0.37766,0.432142,0.003014,0.00389,0.002032,2.33,2.418,2.142,98.696,30.226,68.47,1,1
"SWE","Sweden","(1790,1795]",1793,93,0.41682,0.400282,0.458384,0.00205,0.002696,0.001326,2.222,2.302,2.036,67.44,19.964,47.476,1,1
"SWE","Sweden","(1790,1795]",1793,94,0.439986,0.423316,0.484822,0.001362,0.001826,0.000844,2.122,2.198,1.942,45.096,12.852,32.244,1,1
"SWE","Sweden","(1790,1795]",1793,95,0.463276,0.446664,0.511296,0.000884,0.001208,0.000522,2.032,2.096,1.854,29.378,7.954,21.424,1,1
"SWE","Sweden","(1790,1795]",1793,96,0.486584,0.470222,0.53765,0.000562,0.000786,0.000318,1.946,2.006,1.776,18.634,4.766,13.868,1,1
"SWE","Sweden","(1790,1795]",1793,97,0.509814,0.493888,0.563738,0.00035,0.000496,0.000188,1.868,1.922,1.704,11.488,2.746,8.742,1,1
"SWE","Sweden","(1790,1795]",1793,98,0.532874,0.517546,0.589404,0.000212,0.000308,0.000108,1.798,1.848,1.638,6.674,1.422,5.252,1,1
"SWE","Sweden","(1790,1795]",1793,99,0.555672,0.54109,0.614526,0.000128,0.00019,6.2e-05,1.734,1.774,1.578,3.582,0.548,3.034,1,1
"SWE","Sweden","(1790,1795]",1793,100,0.578128,0.56442,0.638976,7.4e-05,0.000112,3.4e-05,1.672,1.71,1.526,1.696,0.06,1.636,1,1
"SWE","Sweden","(1790,1795]",1793,101,0.600174,0.587424,0.662644,4.2e-05,6.4e-05,1.6e-05,1.616,1.65,1.476,0.71,0,0.71,1,1
"SWE","Sweden","(1790,1795]",1793,102,0.621742,0.610016,0.685446,2.2e-05,3.8e-05,1.2e-05,1.566,1.594,1.432,0.222,0,0.222,1,1
"SWE","Sweden","(1790,1795]",1793,103,0.642768,0.632108,0.707308,1.2e-05,2e-05,4e-06,1.52,1.542,1.392,0.06,0,0.06,1,1
"SWE","Sweden","(1790,1795]",1793,104,0.66321,0.653618,0.728174,6e-06,1e-05,2e-06,1.476,1.498,1.354,0,0,0,1,1
"SWE","Sweden","(1790,1795]",1793,105,0.683018,0.674482,0.748012,4e-06,4e-06,0,1.44,1.452,1.32,0,0,0,1,1
"SWE","Sweden","(1790,1795]",1793,106,0.702156,0.694636,0.766788,0,4e-06,0,1.4,1.416,1.292,0,0,0,1,1
"SWE","Sweden","(1790,1795]",1793,107,0.720596,0.71404,0.784502,0,0,0,1.368,1.38,1.264,0,0,0,1,1
"SWE","Sweden","(1790,1795]",1793,108,0.738308,0.732648,0.801152,0,0,0,1.342,1.352,1.24,0,0,0,1,1
"SWE","Sweden","(1790,1795]",1793,109,0.755276,0.750438,0.81676,0,0,0,1.318,1.326,1.224,0,0,0,1,1
"SWE","Sweden","(1795,1800]",1798,0,0.23666,0.220464,0.25246,1,1,1,38.424,39.89,36.966,64310.3,32524.8,31785.5,1,1
"SWE","Sweden","(1795,1800]",1798,1,0.059414,0.05798,0.060856,0.796866,0.808658,0.785612,47.09,48.2,45.924,60038.158,29892.18,30145.978,1,1
"SWE","Sweden","(1795,1800]",1798,2,0.038392,0.037364,0.03943,0.751192,0.763436,0.73948,48.89,49.988,47.728,60707.442,30165.02,30542.422,1,1
"SWE","Sweden","(1795,1800]",1798,3,0.026234,0.025526,0.026954,0.723158,0.73573,0.711112,49.756,50.846,48.606,61528.876,30503.576,31025.3,1,1
"SWE","Sweden","(1795,1800]",1798,4,0.021454,0.020958,0.021954,0.704656,0.717436,0.692402,50.05,51.128,48.904,53742.024,26766.824,26975.2,1,1
"SWE","Sweden","(1795,1800]",1798,5,0.01791,0.017458,0.018358,0.689936,0.70281,0.67759,50.114,51.186,48.968,46963.486,23539.578,23423.908,1,1
"SWE","Sweden","(1795,1800]",1798,6,0.012926,0.01249,0.013358,0.677908,0.690882,0.665468,50.002,51.07,48.858,46698.916,23467.676,23231.24,1,1
"SWE","Sweden","(1795,1800]",1798,7,0.009058,0.008652,0.00946,0.669352,0.682472,0.656774,49.64,50.702,48.504,46620.016,23472.59,23147.426,1,1
"SWE","Sweden","(1795,1800]",1798,8,0.006454,0.006088,0.006812,0.663404,0.676694,0.650666,49.084,50.134,47.958,46585.606,23488.314,23097.292,1,1
"SWE","Sweden","(1795,1800]",1798,9,0.005098,0.0048,0.005388,0.659182,0.672644,0.646284,48.396,49.434,47.28,46648.372,23537.038,23111.334,1,1
"SWE","Sweden","(1795,1800]",1798,10,0.00474,0.004538,0.004936,0.65586,0.66946,0.642836,47.642,48.67,46.532,47139.688,23803.634,23336.054,1,1
"SWE","Sweden","(1795,1800]",1798,11,0.004776,0.004656,0.00489,0.652788,0.666462,0.639692,46.864,47.888,45.756,45783.548,23135.926,22647.622,1,1
"SWE","Sweden","(1795,1800]",1798,12,0.004828,0.00479,0.004864,0.649704,0.663388,0.636598,46.084,47.106,44.98,44420.966,22446.454,21974.512,1,1
"SWE","Sweden","(1795,1800]",1798,13,0.004924,0.004962,0.004884,0.646598,0.66024,0.633538,45.304,46.332,44.196,42900.458,21671.18,21229.278,1,1
"SWE","Sweden","(1795,1800]",1798,14,0.005058,0.005164,0.004952,0.643444,0.656986,0.630478,44.526,45.558,43.408,41506.94,20947.406,20559.534,1,1
"SWE","Sweden","(1795,1800]",1798,15,0.00522,0.005376,0.005068,0.64022,0.65362,0.627384,43.748,44.79,42.622,40201.042,20265.588,19935.454,1,1
"SWE","Sweden","(1795,1800]",1798,16,0.005284,0.005382,0.005184,0.636904,0.65013,0.624228,42.974,44.028,41.834,40339.026,20117.752,20221.274,1,1
"SWE","Sweden","(1795,1800]",1798,17,0.005418,0.005406,0.005424,0.633558,0.646656,0.621008,42.2,43.262,41.05,40533.252,20025.906,20507.346,1,1
"SWE","Sweden","(1795,1800]",1798,18,0.005624,0.005456,0.005802,0.630144,0.643184,0.617652,41.424,42.494,40.27,40734.034,19948.972,20785.062,1,1
"SWE","Sweden","(1795,1800]",1798,19,0.005906,0.005518,0.006322,0.626618,0.639702,0.614082,40.654,41.722,39.5,40977.548,19885.582,21091.966,1,1
"SWE","Sweden","(1795,1800]",1798,20,0.00625,0.005604,0.00695,0.622946,0.636204,0.610224,39.892,40.95,38.748,40909.032,19650.982,21258.05,1,1
"SWE","Sweden","(1795,1800]",1798,21,0.006732,0.005898,0.00764,0.619082,0.632676,0.606006,39.14,40.178,38.012,39512.968,18909.912,20603.056,1,1
"SWE","Sweden","(1795,1800]",1798,22,0.007164,0.006202,0.008218,0.614948,0.628982,0.601402,38.398,39.412,37.3,38123.098,18152.574,19970.524,1,1
"SWE","Sweden","(1795,1800]",1798,23,0.007534,0.006514,0.00867,0.610576,0.62512,0.596494,37.67,38.652,36.602,36512.494,17273.122,19239.372,1,1
"SWE","Sweden","(1795,1800]",1798,24,0.007804,0.006806,0.008926,0.606012,0.621088,0.591354,36.952,37.9,35.914,35196.002,16540.808,18655.194,1,1
"SWE","Sweden","(1795,1800]",1798,25,0.00793,0.00705,0.008932,0.60132,0.616898,0.586114,36.234,37.154,35.23,34326.036,16032.27,18293.766,1,1
"SWE","Sweden","(1795,1800]",1798,26,0.007872,0.007204,0.008624,0.596592,0.612586,0.58092,35.52,36.414,34.544,34636.466,16240.314,18396.152,1,1
"SWE","Sweden","(1795,1800]",1798,27,0.007954,0.007496,0.00847,0.59193,0.608204,0.57595,34.794,35.672,33.836,34852.404,16411,18441.404,1,1
"SWE","Sweden","(1795,1800]",1798,28,0.008172,0.00791,0.00846,0.587258,0.603678,0.571116,34.064,34.936,33.118,35288.146,16704.088,18584.058,1,1
"SWE","Sweden","(1795,1800]",1798,29,0.008504,0.008442,0.008576,0.582508,0.598942,0.566334,33.342,34.21,32.396,35713.048,17013.126,18699.922,1,1
"SWE","Sweden","(1795,1800]",1798,30,0.008938,0.009058,0.008806,0.577596,0.593926,0.561522,32.618,33.494,31.668,36048.722,17296.946,18751.776,1,1
"SWE","Sweden","(1795,1800]",1798,31,0.00959,0.009764,0.009402,0.57248,0.588592,0.556624,31.908,32.792,30.944,34993.812,16752.38,18241.432,1,1
"SWE","Sweden","(1795,1800]",1798,32,0.0101,0.010254,0.009934,0.56704,0.582896,0.551442,31.208,32.108,30.228,33888.474,16185.556,17702.918,1,1
"SWE","Sweden","(1795,1800]",1798,33,0.010392,0.010442,0.010338,0.561376,0.576984,0.546024,30.52,31.436,29.524,32937.692,15685.684,17252.008,1,1
"SWE","Sweden","(1795,1800]",1798,34,0.010478,0.010332,0.01064,0.555602,0.571024,0.54044,29.832,30.758,28.824,31855.498,15118.134,16737.364,1,1
"SWE","Sweden","(1795,1800]",1798,35,0.010456,0.01004,0.010922,0.54984,0.565182,0.53475,29.14,30.074,28.124,30761.306,14541.704,16219.602,1,1
"SWE","Sweden","(1795,1800]",1798,36,0.010232,0.00967,0.010854,0.544146,0.559562,0.528964,28.44,29.366,27.43,30962.16,14702.276,16259.884,1,1
"SWE","Sweden","(1795,1800]",1798,37,0.010312,0.009696,0.01099,0.538634,0.5542,0.523284,27.724,28.646,26.72,31098.312,14852.562,16245.75,1,1
"SWE","Sweden","(1795,1800]",1798,38,0.010696,0.01011,0.01133,0.533136,0.54888,0.517594,27.006,27.918,26.006,31282.96,15035.596,16247.364,1,1
"SWE","Sweden","(1795,1800]",1798,39,0.011388,0.010928,0.01188,0.527496,0.543392,0.511798,26.29,27.198,25.296,31356.658,15180.562,16176.096,1,1
"SWE","Sweden","(1795,1800]",1798,40,0.01227,0.012,0.012554,0.521562,0.537522,0.505792,25.584,26.49,24.594,31624.764,15422.144,16202.62,1,1
"SWE","Sweden","(1795,1800]",1798,41,0.01349,0.013204,0.013786,0.515246,0.531156,0.499524,24.892,25.804,23.896,30567.848,14841.636,15726.212,1,1
"SWE","Sweden","(1795,1800]",1798,42,0.014496,0.014072,0.014952,0.5084,0.524246,0.492742,24.224,25.136,23.216,29534.69,14256.146,15278.544,1,1
"SWE","Sweden","(1795,1800]",1798,43,0.015276,0.01457,0.01604,0.50115,0.516988,0.485496,23.566,24.484,22.556,28447.888,13650.876,14797.012,1,1
"SWE","Sweden","(1795,1800]",1798,44,0.015832,0.01471,0.017062,0.493628,0.509586,0.47785,22.918,23.836,21.912,27224.908,12982.894,14242.014,1,1
"SWE","Sweden","(1795,1800]",1798,45,0.016274,0.01462,0.018118,0.485952,0.502212,0.469846,22.272,23.178,21.276,25868.252,12263.11,13605.142,1,1
"SWE","Sweden","(1795,1800]",1798,46,0.016208,0.014248,0.018384,0.478174,0.49498,0.46149,21.63,22.512,20.652,25591.848,12169.554,13422.294,1,1
"SWE","Sweden","(1795,1800]",1798,47,0.0164,0.014206,0.01882,0.470552,0.488032,0.45316,20.97,21.824,20.024,25282.476,12048.876,13233.6,1,1
"SWE","Sweden","(1795,1800]",1798,48,0.016818,0.014468,0.019398,0.462964,0.4812,0.444794,20.31,21.13,19.394,24986.714,11918.082,13068.632,1,1
"SWE","Sweden","(1795,1800]",1798,49,0.017424,0.01501,0.020082,0.455316,0.474352,0.436338,19.64,20.428,18.76,24750.514,11801.984,12948.53,1,1
"SWE","Sweden","(1795,1800]",1798,50,0.0182,0.01579,0.02085,0.447536,0.467356,0.427756,18.978,19.728,18.13,24413.29,11632.398,12780.892,1,1
"SWE","Sweden","(1795,1800]",1798,51,0.019748,0.017166,0.022618,0.439556,0.460126,0.419026,18.314,19.032,17.498,22991.094,10893,12098.094,1,1
"SWE","Sweden","(1795,1800]",1798,52,0.021176,0.018438,0.024258,0.431066,0.452394,0.409764,17.666,18.35,16.88,21616.868,10192.558,11424.31,1,1
"SWE","Sweden","(1795,1800]",1798,53,0.02247,0.019596,0.02573,0.42215,0.444246,0.400066,17.03,17.678,16.282,20278.832,9524.568,10754.264,1,1
"SWE","Sweden","(1795,1800]",1798,54,0.02355,0.020564,0.026966,0.412896,0.435746,0.390038,16.404,17.016,15.69,19048.922,8905.878,10143.044,1,1
"SWE","Sweden","(1795,1800]",1798,55,0.024496,0.021412,0.02806,0.403424,0.427006,0.379814,15.78,16.358,15.1,17892.296,8317.332,9574.964,1,1
"SWE","Sweden","(1795,1800]",1798,56,0.024978,0.021936,0.02852,0.393814,0.418098,0.369478,15.154,15.696,14.514,17536.24,8105.608,9430.632,1,1
"SWE","Sweden","(1795,1800]",1798,57,0.02613,0.02309,0.02971,0.38426,0.40917,0.359266,14.52,15.03,13.916,17218.122,7904.696,9313.426,1,1
"SWE","Sweden","(1795,1800]",1798,58,0.028022,0.024924,0.031714,0.37451,0.399976,0.348926,13.888,14.366,13.314,16939.078,7714.406,9224.672,1,1
"SWE","Sweden","(1795,1800]",1798,59,0.030646,0.027436,0.034526,0.36432,0.39028,0.33821,13.268,13.714,12.724,16748.156,7569.852,9178.304,1,1
"SWE","Sweden","(1795,1800]",1798,60,0.033718,0.030384,0.03781,0.353494,0.379874,0.326908,12.66,13.078,12.148,16661.654,7479.766,9181.888,1,1
"SWE","Sweden","(1795,1800]",1798,61,0.037728,0.0343,0.041968,0.341952,0.36868,0.314962,12.072,12.462,11.592,15971.914,7153.386,8818.528,1,1
"SWE","Sweden","(1795,1800]",1798,62,0.04147,0.038062,0.04569,0.329482,0.356442,0.302218,11.516,11.878,11.064,15244.74,6819.402,8425.338,1,1
"SWE","Sweden","(1795,1800]",1798,63,0.044968,0.04171,0.04902,0.316318,0.343342,0.288948,10.976,11.314,10.554,14460.592,6461.786,7998.806,1,1
"SWE","Sweden","(1795,1800]",1798,64,0.048318,0.045314,0.052048,0.302638,0.329548,0.275358,10.454,10.77,10.054,13595.9,6070.86,7525.04,1,1
"SWE","Sweden","(1795,1800]",1798,65,0.051846,0.04921,0.055134,0.288594,0.315176,0.261636,9.942,10.246,9.56,12649.108,5646.496,7002.612,1,1
"SWE","Sweden","(1795,1800]",1798,66,0.054872,0.052286,0.058142,0.27425,0.300268,0.24785,9.44,9.732,9.07,12038.658,5331.252,6707.406,1,1
"SWE","Sweden","(1795,1800]",1798,67,0.059008,0.056346,0.062422,0.259852,0.2852,0.234118,8.94,9.224,8.578,11407.488,5012.896,6394.592,1,1
"SWE","Sweden","(1795,1800]",1798,68,0.064364,0.061476,0.06812,0.245224,0.269812,0.220244,8.448,8.724,8.094,10770.99,4702.468,6068.522,1,1
"SWE","Sweden","(1795,1800]",1798,69,0.071132,0.06789,0.075396,0.230218,0.253974,0.206058,7.972,8.242,7.62,10139.152,4405.584,5733.568,1,1
"SWE","Sweden","(1795,1800]",1798,70,0.079118,0.07542,0.084016,0.214714,0.237572,0.191438,7.516,7.78,7.172,9528.124,4126.908,5401.216,1,1
"SWE","Sweden","(1795,1800]",1798,71,0.08906,0.084978,0.094466,0.19872,0.220616,0.176396,7.09,7.342,6.748,8681.646,3751.288,4930.358,1,1
"SWE","Sweden","(1795,1800]",1798,72,0.099464,0.094924,0.105526,0.182152,0.202976,0.160904,6.698,6.948,6.362,7802.416,3355.546,4446.87,1,1
"SWE","Sweden","(1795,1800]",1798,73,0.110542,0.10542,0.117454,0.165292,0.184956,0.145212,6.338,6.584,6.004,6913.596,2953.296,3960.3,1,1
"SWE","Sweden","(1795,1800]",1798,74,0.122244,0.116342,0.130322,0.148394,0.166828,0.129552,6.012,6.254,5.684,6032.216,2547.558,3484.658,1,1
"SWE","Sweden","(1795,1800]",1798,75,0.134956,0.127856,0.144924,0.13171,0.148888,0.114132,5.72,5.954,5.398,5170.272,2147.27,3023.002,1,1
"SWE","Sweden","(1795,1800]",1798,76,0.143806,0.136208,0.154646,0.115458,0.1314,0.099112,5.468,5.69,5.154,4553.084,1872.126,2680.958,1,1
"SWE","Sweden","(1795,1800]",1798,77,0.154486,0.14642,0.166196,0.100352,0.115034,0.085268,5.23,5.442,4.924,3951.31,1609.052,2342.258,1,1
"SWE","Sweden","(1795,1800]",1798,78,0.167288,0.158714,0.180016,0.086342,0.099734,0.072556,5.014,5.212,4.712,3376.27,1356.308,2019.962,1,1
"SWE","Sweden","(1795,1800]",1798,79,0.18232,0.173284,0.196064,0.073402,0.085474,0.060942,4.822,5.016,4.536,2844.66,1128.944,1715.716,1,1
"SWE","Sweden","(1795,1800]",1798,80,0.160986,0.152576,0.174282,0.061538,0.072268,0.050446,4.676,4.86,4.4,2903.598,1127.614,1775.984,1,1
"SWE","Sweden","(1795,1800]",1798,81,0.176474,0.168226,0.189702,0.052686,0.062356,0.042668,4.398,4.572,4.132,2370.904,912.012,1458.892,1,1
"SWE","Sweden","(1795,1800]",1798,82,0.19395,0.185678,0.20743,0.04446,0.053026,0.03557,4.14,4.306,3.882,1905.026,724.928,1180.098,1,1
"SWE","Sweden","(1795,1800]",1798,83,0.21253,0.203788,0.227046,0.03692,0.044378,0.029166,3.91,4.068,3.654,1508.588,567.348,941.24,1,1
"SWE","Sweden","(1795,1800]",1798,84,0.227744,0.217382,0.245258,0.030144,0.03653,0.023494,3.706,3.864,3.444,1180.314,438.66,741.654,1,1
"SWE","Sweden","(1795,1800]",1798,85,0.242394,0.23087,0.26235,0.024294,0.029728,0.018628,3.514,3.67,3.25,914.592,334.994,579.598,1,1
"SWE","Sweden","(1795,1800]",1798,86,0.258226,0.244196,0.283434,0.019306,0.023872,0.014534,3.328,3.48,3.064,704.764,253.258,451.506,1,1
"SWE","Sweden","(1795,1800]",1798,87,0.27679,0.2617,0.304926,0.015118,0.01892,0.011138,3.152,3.294,2.894,537.938,189.302,348.636,1,1
"SWE","Sweden","(1795,1800]",1798,88,0.296042,0.279982,0.327254,0.011642,0.014756,0.008376,2.986,3.122,2.732,403.75,138.512,265.238,1,1
"SWE","Sweden","(1795,1800]",1798,89,0.315914,0.29901,0.350338,0.00881,0.011316,0.006174,2.834,2.96,2.586,294.538,97.326,197.212,1,1
"SWE","Sweden","(1795,1800]",1798,90,0.336342,0.31874,0.374078,0.006548,0.008528,0.004458,2.692,2.808,2.45,204.656,64.854,139.802,1,1
"SWE","Sweden","(1795,1800]",1798,91,0.357252,0.339128,0.398364,0.004776,0.006312,0.003154,2.564,2.668,2.326,141.472,43.534,97.938,1,1
"SWE","Sweden","(1795,1800]",1798,92,0.378564,0.360106,0.423082,0.00342,0.004584,0.002184,2.44,2.54,2.21,95.616,28.494,67.122,1,1
"SWE","Sweden","(1795,1800]",1798,93,0.400202,0.381612,0.448104,0.002402,0.00327,0.00148,2.328,2.418,2.104,63.142,18.158,44.984,1,1
"SWE","Sweden","(1795,1800]",1798,94,0.422086,0.403568,0.473312,0.001654,0.002286,0.00098,2.222,2.306,2.006,40.718,11.236,29.482,1,1
"SWE","Sweden","(1795,1800]",1798,95,0.444128,0.42589,0.498562,0.001114,0.001566,0.000632,2.13,2.2,1.918,25.434,6.72,18.714,1,1
"SWE","Sweden","(1795,1800]",1798,96,0.466254,0.448484,0.523734,0.000736,0.001052,0.000398,2.04,2.106,1.836,15.33,3.808,11.522,1,1
"SWE","Sweden","(1795,1800]",1798,97,0.488388,0.47127,0.548702,0.000476,0.000692,0.000244,1.958,2.016,1.764,8.852,1.962,6.89,1,1
"SWE","Sweden","(1795,1800]",1798,98,0.510452,0.494144,0.573348,0.000304,0.000446,0.000148,1.882,1.93,1.694,4.622,0.754,3.868,1,1
"SWE","Sweden","(1795,1800]",1798,99,0.532382,0.517006,0.597556,0.000188,0.00028,8.6e-05,1.814,1.86,1.632,2.136,0.184,1.952,1,1
"SWE","Sweden","(1795,1800]",1798,100,0.554106,0.539766,0.621232,0.000114,0.000174,4.8e-05,1.746,1.786,1.572,0.774,0,0.774,1,1
"SWE","Sweden","(1795,1800]",1798,101,0.575558,0.562334,0.644282,6.8e-05,0.000106,3e-05,1.688,1.722,1.522,0.108,0,0.108,1,1
"SWE","Sweden","(1795,1800]",1798,102,0.596686,0.58461,0.666626,4e-05,6e-05,1.6e-05,1.634,1.662,1.472,0,0,0,1,1
"SWE","Sweden","(1795,1800]",1798,103,0.61743,0.606518,0.688194,2e-05,3.6e-05,6e-06,1.586,1.608,1.432,0,0,0,1,1
"SWE","Sweden","(1795,1800]",1798,104,0.637738,0.627972,0.708938,1.2e-05,2e-05,6e-06,1.536,1.558,1.392,0,0,0,1,1
"SWE","Sweden","(1795,1800]",1798,105,0.657558,0.648904,0.728806,6e-06,1e-05,0,1.492,1.512,1.358,0,0,0,1,1
"SWE","Sweden","(1795,1800]",1798,106,0.676852,0.669254,0.747774,4e-06,4e-06,0,1.454,1.47,1.324,0,0,0,1,1
"SWE","Sweden","(1795,1800]",1798,107,0.695566,0.688962,0.765812,0,4e-06,0,1.418,1.432,1.296,0,0,0,1,1
"SWE","Sweden","(1795,1800]",1798,108,0.713682,0.707988,0.78292,0,0,0,1.388,1.398,1.27,0,0,0,1,1
"SWE","Sweden","(1795,1800]",1798,109,0.73115,0.726286,0.799086,0,0,0,1.362,1.372,1.246,0,0,0,1,1
"SWE","Sweden","(1800,1805]",1803,0,0.222408,0.204712,0.23969,1,1,1,39.616,41.144,38.106,61175.4,30939,30236.4,1,1
"SWE","Sweden","(1800,1805]",1803,1,0.051928,0.049682,0.054178,0.80741,0.820568,0.794858,47.98,49.056,46.854,58014.192,28937.208,29076.984,1,1
"SWE","Sweden","(1800,1805]",1803,2,0.033858,0.032066,0.03567,0.766644,0.780922,0.753006,49.504,50.518,48.428,60064.708,29844.392,30220.316,1,1
"SWE","Sweden","(1800,1805]",1803,3,0.02068,0.019984,0.021394,0.741184,0.756368,0.726656,50.19,51.144,49.166,63704.576,31565.354,32139.222,1,1
"SWE","Sweden","(1800,1805]",1803,4,0.015554,0.015538,0.015566,0.726078,0.741492,0.711326,50.226,51.166,49.216,55744.924,27851.646,27893.278,1,1
