"code","name","years","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Hx","Hx_f","Hx_m","Total","Male","Female","best_practice","best_practice_alt"
"JPN","Japan","(2000,2005]",2003,45,0.001742,0.001146,0.00233,0.974894,0.982162,0.967898,38.272,41.306,34.992,0.244428519268838,0.203962350270248,0.269410899728906,1551710.858,780141.494,771569.364,1,0
"JPN","Japan","(2000,2005]",2003,46,0.00191,0.00125,0.002562,0.9732,0.981038,0.965644,37.336,40.35,34.072,0.249229920579608,0.207874683230031,0.274965564762656,1566287.582,786881.776,779405.806,1,0
"JPN","Japan","(2000,2005]",2003,47,0.002058,0.001358,0.002756,0.971346,0.979812,0.963172,36.406,39.402,33.158,0.254151294234303,0.211876116995521,0.280668224463357,1602031.826,804027.388,798004.438,1,0
"JPN","Japan","(2000,2005]",2003,48,0.002256,0.001524,0.002984,0.969346,0.978482,0.960524,35.484,38.458,32.248,0.259203045890938,0.215996087038055,0.286588169633288,1665958.598,835019.044,830939.554,1,0
"JPN","Japan","(2000,2005]",2003,49,0.00247,0.001634,0.003306,0.967158,0.976992,0.957658,34.56,37.512,31.342,0.264442741901312,0.220236675316958,0.292718948752839,1742255.036,872277.074,869977.962,1,0
"JPN","Japan","(2000,2005]",2003,50,0.002782,0.001816,0.003744,0.964772,0.975398,0.954496,33.646,36.574,30.446,0.269791473288501,0.224599009426666,0.298970109614038,1835006.822,917339.004,917667.818,1,0
"JPN","Japan","(2000,2005]",2003,51,0.00303,0.001978,0.004084,0.962092,0.973626,0.95093,32.738,35.638,29.558,0.275222494779046,0.22907352847619,0.305300464941521,1963089.488,979969.992,983119.496,1,0
"JPN","Japan","(2000,2005]",2003,52,0.003338,0.002134,0.00455,0.95918,0.971702,0.94705,31.834,34.708,28.676,0.280818344830898,0.233670706494212,0.311819986257172,2082944.392,1038750.542,1044193.85,1,0
"JPN","Japan","(2000,2005]",2003,53,0.003662,0.002336,0.005,0.955982,0.969628,0.942752,30.94,33.784,27.804,0.286505446396909,0.238407013996606,0.318434898641241,2164549.088,1078723.75,1085825.338,1,0
"JPN","Japan","(2000,2005]",2003,54,0.004004,0.002562,0.005462,0.952486,0.967364,0.938052,30.05,32.858,26.944,0.292348903662741,0.243326166214606,0.325154817974331,2093667.542,1042140.836,1051526.706,1,0
"JPN","Japan","(2000,2005]",2003,55,0.004328,0.002704,0.005974,0.94868,0.964894,0.932944,29.168,31.942,26.088,0.298324713177559,0.248348165426122,0.332097818842508,1968526.608,977635.528,990891.08,1,0
"JPN","Japan","(2000,2005]",2003,56,0.004672,0.002882,0.006494,0.944582,0.962286,0.927382,28.296,31.03,25.242,0.304447083005558,0.253590298995223,0.339189068060799,1860048.858,920893.032,939155.826,1,0
"JPN","Japan","(2000,2005]",2003,57,0.005036,0.003086,0.007036,0.94018,0.959516,0.921382,27.424,30.116,24.404,0.310841961433086,0.259110394411728,0.346497774960363,1752478.51,864558.686,887919.824,1,0
"JPN","Japan","(2000,2005]",2003,58,0.005444,0.00326,0.0077,0.935458,0.95656,0.914924,26.558,29.21,23.57,0.317467761718966,0.264834767248352,0.354107500383108,1668328.498,819909.776,848418.722,1,0
"JPN","Japan","(2000,2005]",2003,59,0.005798,0.003424,0.008264,0.930378,0.953446,0.907906,25.702,28.3,22.748,0.324280764730915,0.270925040170981,0.361869664331133,1707490.474,836545.92,870944.554,1,1
"JPN","Japan","(2000,2005]",2003,60,0.006278,0.003694,0.008976,0.925002,0.950186,0.900432,24.848,27.396,21.93,0.331463500600881,0.277337556334974,0.370027363258464,1745736.098,853322.46,892413.638,1,1
"JPN","Japan","(2000,2005]",2003,61,0.006732,0.003978,0.009626,0.919212,0.946684,0.892384,24.002,26.496,21.128,0.338898016877241,0.284056780710331,0.378347026183988,1690363.58,824549.348,865814.232,1,1
"JPN","Japan","(2000,2005]",2003,62,0.007252,0.004292,0.010378,0.913044,0.942924,0.883836,23.16,25.6,20.324,0.346713143143117,0.291113874250904,0.387255211692337,1630607.624,792871.982,837735.642,1,0
"JPN","Japan","(2000,2005]",2003,63,0.007896,0.004712,0.011284,0.906444,0.938884,0.874714,22.328,24.706,19.532,0.354834447472477,0.298565149273021,0.396519607777004,1578090.544,764624.494,813466.05,1,1
"JPN","Japan","(2000,2005]",2003,64,0.00857,0.00517,0.01221,0.899318,0.934474,0.864896,21.502,23.822,18.75,0.363310025750826,0.306298950541693,0.406157897231731,1531992.736,739376.7,792616.036,1,1
"JPN","Japan","(2000,2005]",2003,65,0.009324,0.00562,0.01332,0.891642,0.929654,0.8544,20.68,22.94,17.972,0.372223855101832,0.314440170924014,0.416395508942214,1500958.888,721083.828,779875.06,1,1
"JPN","Japan","(2000,2005]",2003,66,0.010254,0.006154,0.014722,0.883368,0.924446,0.843092,19.87,22.068,17.206,0.381469149958152,0.322961199887319,0.427054985121988,1492116.816,712878.8,779238.016,1,1
"JPN","Japan","(2000,2005]",2003,67,0.01131,0.006804,0.016284,0.87436,0.918774,0.830776,19.07,21.202,16.456,0.391049354230901,0.331928300366569,0.437975671134944,1474949.55,700540.466,774409.084,1,1
"JPN","Japan","(2000,2005]",2003,68,0.01258,0.007582,0.018164,0.864524,0.912546,0.817356,18.28,20.342,15.714,0.400968166921343,0.341353181879966,0.44938010765277,1440699.474,679671.832,761027.642,1,1
"JPN","Japan","(2000,2005]",2003,69,0.013932,0.008342,0.020274,0.853724,0.905654,0.802646,17.504,19.496,14.996,0.411110800973933,0.351101276952053,0.460759660032489,1394785.674,652924.722,741860.952,1,1
"JPN","Japan","(2000,2005]",2003,70,0.015448,0.00939,0.022428,0.841908,0.898132,0.786544,16.744,18.656,14.294,0.421449777621183,0.361420269574484,0.472311807088606,1345224.774,624752.916,720471.858,1,1
"JPN","Japan","(2000,2005]",2003,71,0.016924,0.010344,0.024618,0.829004,0.88974,0.7691,15.996,17.822,13.606,0.432095668329412,0.372249377555473,0.484197625817013,1300295.876,598609.032,701686.844,1,1
"JPN","Japan","(2000,2005]",2003,72,0.018812,0.011588,0.027412,0.815094,0.880582,0.750404,15.26,17.008,12.932,0.443188858703183,0.383473551356954,0.496564629274354,1249961.64,569925.74,680035.9,1,1
"JPN","Japan","(2000,2005]",2003,73,0.020616,0.01291,0.029974,0.799906,0.870438,0.730114,14.54,16.196,12.276,0.45450939373498,0.395447505309483,0.509105665567589,1194976.388,538744.522,656231.866,1,1
"JPN","Japan","(2000,2005]",2003,74,0.022712,0.014214,0.033282,0.783586,0.859274,0.708558,13.836,15.4,11.636,0.466229188583463,0.407962410646493,0.522190950053362,1140611.314,507116.6,633494.714,1,1
"JPN","Japan","(2000,2005]",2003,75,0.025096,0.016142,0.036562,0.76599,0.84715,0.685366,13.14,14.612,11.01,0.478626511949595,0.421418229433162,0.53575770095558,1085416.274,474207.486,611208.788,1,1
"JPN","Japan","(2000,2005]",2003,76,0.0277,0.018142,0.040388,0.747008,0.833582,0.660762,12.462,13.844,10.404,0.491392751382508,0.435307794775105,0.549758060044895,1018902.3,435461.238,583441.062,1,1
"JPN","Japan","(2000,2005]",2003,77,0.030756,0.020668,0.044816,0.726602,0.818598,0.634606,11.796,13.088,9.812,0.50484357133054,0.450048777244134,0.564503829272486,944596.96,390932.616,553664.344,1,1
"JPN","Japan","(2000,2005]",2003,78,0.033914,0.023276,0.049694,0.70459,0.801856,0.606796,11.148,12.35,9.238,0.518730160340026,0.465398365831339,0.579815072134428,867406.61,344949.124,522457.486,1,1
"JPN","Japan","(2000,2005]",2003,79,0.037758,0.026748,0.055288,0.681098,0.78341,0.57737,10.516,11.632,8.686,0.533347099196275,0.481491215622121,0.595527976403587,786263.654,299400.69,486862.964,1,1
"JPN","Japan","(2000,2005]",2003,80,0.042354,0.030682,0.062758,0.655858,0.76274,0.54631,9.9,10.93,8.15,0.548657285158663,0.498336331516833,0.612089764264692,710241.394,255435.758,454805.636,1,1
"JPN","Japan","(2000,2005]",2003,81,0.047288,0.035166,0.069864,0.628654,0.739698,0.513068,9.306,10.258,7.644,0.564281312048936,0.515356851334059,0.627992161379668,637170.562,220491.998,416678.564,1,1
"JPN","Japan","(2000,2005]",2003,82,0.053016,0.040232,0.078,0.59962,0.714144,0.47844,8.732,9.604,7.162,0.5804801470231,0.533154044373698,0.644002730523378,569147.526,192168.348,376979.178,1,1
"JPN","Japan","(2000,2005]",2003,83,0.05959,0.04603,0.086988,0.568662,0.685988,0.442534,8.184,8.978,6.7,0.596816629193602,0.551267050122892,0.660390301306225,513321.116,170321.71,342999.406,1,1
"JPN","Japan","(2000,2005]",2003,84,0.067326,0.052932,0.097182,0.535768,0.655136,0.405654,7.654,8.38,6.266,0.613829682254617,0.569663408217171,0.676348420836431,459623.88,150253.176,309370.704,1,1
"JPN","Japan","(2000,2005]",2003,85,0.075964,0.06056,0.108784,0.500884,0.621364,0.368072,7.154,7.806,5.856,0.630433164777486,0.58846978909835,0.692067438043155,405821.978,130358.438,275463.54,1,1
"JPN","Japan","(2000,2005]",2003,86,0.084938,0.06896,0.12014,0.464244,0.584854,0.330108,6.68,7.26,5.472,0.646809356085337,0.607475063738129,0.706998189809169,365887.504,114654.186,251233.318,1,1
"JPN","Japan","(2000,2005]",2003,87,0.09582,0.079224,0.133856,0.42643,0.545886,0.292704,6.228,6.746,5.106,0.663494283918095,0.626369156756568,0.722423341227541,326315.006,99453.35,226861.656,1,1
"JPN","Japan","(2000,2005]",2003,88,0.107038,0.090064,0.147742,0.387456,0.50431,0.25599,5.804,6.262,4.768,0.6794836460775,0.644884876454614,0.736496527020185,283535.482,83592.224,199943.258,1,1
"JPN","Japan","(2000,2005]",2003,89,0.119424,0.102368,0.1625,0.348104,0.460866,0.220786,5.402,5.804,4.448,0.695540136944955,0.663521803925494,0.750749983216269,242408.618,68844.39,173564.228,1,1
"JPN","Japan","(2000,2005]",2003,90,0.133784,0.116012,0.181208,0.308896,0.416012,0.187616,5.024,5.376,4.148,0.711372059915671,0.681675317999241,0.764982240483414,201910.3,55113.192,146797.108,1,1
"JPN","Japan","(2000,2005]",2003,91,0.149544,0.131928,0.199436,0.270178,0.37042,0.15645,4.674,4.976,3.872,0.725965182204783,0.699387600958481,0.777553121683407,163822.476,42733.046,121089.43,1,1
"JPN","Japan","(2000,2005]",2003,92,0.164732,0.147558,0.216394,0.232608,0.3246,0.128094,4.348,4.61,3.622,0.739487947998449,0.715185911063724,0.787715502878185,130115.402,32526.6,97588.802,1,1
"JPN","Japan","(2000,2005]",2003,93,0.183376,0.166496,0.23722,0.197222,0.28002,0.103088,4.04,4.262,3.378,0.753262156476278,0.731699326704489,0.800173057505557,100922.212,24117.606,76804.606,1,0
"JPN","Japan","(2000,2005]",2003,94,0.202356,0.184954,0.261032,0.164112,0.237002,0.08124,3.754,3.948,3.152,0.76600361548864,0.745520222638907,0.812225486633852,74167.41,17065.664,57101.746,1,0
"JPN","Japan","(2000,2005]",2003,95,0.224036,0.206834,0.285076,0.13397,0.196902,0.062488,3.486,3.648,2.946,0.778529926371492,0.760508543731885,0.822690676126339,53840.784,11780.318,42060.466,1,0
"JPN","Japan","(2000,2005]",2003,96,0.247308,0.230716,0.309942,0.106992,0.160014,0.046904,3.24,3.372,2.762,0.789488446940324,0.774314885155135,0.830370566139912,37858.374,7905.306,29953.068,1,0
"JPN","Japan","(2000,2005]",2003,97,0.272292,0.256468,0.335962,0.083458,0.126934,0.034326,3.012,3.122,2.59,0.799331532707108,0.785841731181382,0.837618000379914,25984.222,5170.466,20813.756,1,0
"JPN","Japan","(2000,2005]",2003,98,0.298942,0.284032,0.363018,0.063468,0.098094,0.024458,2.804,2.894,2.434,0.806899179098141,0.795221191588425,0.842601568531387,17338.11,3289.186,14048.924,1,0
"JPN","Japan","(2000,2005]",2003,99,0.327182,0.313308,0.390962,0.046974,0.073714,0.016948,2.612,2.686,2.29,0.812451536166396,0.802068050536418,0.845815180876438,11721.312,2092.586,9628.726,1,0
"JPN","Japan","(2000,2005]",2003,100,0.356886,0.344154,0.419644,0.033774,0.053758,0.01141,2.442,2.498,2.162,0.812850251897612,0.805080431896159,0.844610723956091,7415.78,1257.154,6158.626,1,0
"JPN","Japan","(2000,2005]",2003,101,0.38789,0.37637,0.448878,0.023552,0.037982,0.007456,2.282,2.328,2.044,0.810224354728815,0.803032026142718,0.839541059837529,4598.988,732.004,3866.984,1,0
"JPN","Japan","(2000,2005]",2003,102,0.419988,0.409718,0.478468,0.015904,0.02596,0.004726,2.14,2.176,1.938,0.799269763386013,0.79324983985383,0.827361621454035,2706.096,402.684,2303.412,1,0
"JPN","Japan","(2000,2005]",2003,103,0.452928,0.443918,0.50821,0.01039,0.017136,0.002902,2.01,2.04,1.84,0.778259820714128,0.772374171586543,0.805767917804246,1521.858,211.86,1309.998,1,0
"JPN","Japan","(2000,2005]",2003,104,0.486428,0.478656,0.53789,0.006556,0.010916,0.001728,1.896,1.918,1.754,0.739667746359563,0.735196251480538,0.767171695865585,827.086,116.652,710.434,1,0
"JPN","Japan","(2000,2005]",2003,105,0.520186,0.513602,0.567302,0.003994,0.0067,0.000996,1.792,1.808,1.674,0.677064172434959,0.673358862269296,0.705270822841856,450.964,57.924,393.04,1,0
"JPN","Japan","(2000,2005]",2003,106,0.553886,0.548416,0.596248,0.002344,0.003964,0.000554,1.702,1.714,1.606,0.576136571299082,0.57296396119932,0.603025052482394,231.786,30.666,201.12,1,0
"JPN","Japan","(2000,2005]",2003,107,0.587208,0.58276,0.624538,0.001328,0.00226,3e-04,1.622,1.634,1.544,0.424505534977361,0.421201386595991,0.448516830988828,108.28,14.828,93.452,1,0
"JPN","Japan","(2000,2005]",2003,108,0.61985,0.616316,0.652,0.000726,0.001242,0.000156,1.556,1.56,1.492,0.217139937445878,0.215744793296902,0.229541957989845,48.63,6.81,41.82,1,0
"JPN","Japan","(2000,2005]",2003,109,0.651532,0.648804,0.678488,0.000382,0.000658,8e-05,1.498,1.506,1.448,0,0,0,21.804,3.2,18.604,1,0
"JPN","Japan","(2005,2010]",2008,0,0.002522,0.002346,0.00269,1,1,1,82.72,86.024,79.25,0.124120568724585,0.105983830134093,0.13227134273089,1072448.764,549668.986,522779.778,1,0
"JPN","Japan","(2005,2010]",2008,1,0.00039,0.00035,0.000424,0.997484,0.99766,0.997314,81.926,85.226,78.462,0.123105021369739,0.104870633872713,0.13125270429392,1070160.32,548012.68,522147.64,1,0
"JPN","Japan","(2005,2010]",2008,2,0.000214,0.000198,0.000226,0.997094,0.997306,0.996892,80.96,84.256,77.5,0.12422914113299,0.105758616405099,0.132512235285453,1074113.768,549935.068,524178.7,1,0
"JPN","Japan","(2005,2010]",2008,3,0.000166,0.000156,0.000172,0.996882,0.997108,0.996668,79.976,83.272,76.514,0.12557039089983,0.106829835985399,0.134023827270309,1086165.002,556154.93,530010.072,1,0
"JPN","Japan","(2005,2010]",2008,4,0.000136,0.000112,0.000158,0.996718,0.99695,0.996496,78.99,82.288,75.528,0.126993187160053,0.107965012096089,0.135623177422509,1104985.216,565945.916,539039.3,1,0
"JPN","Japan","(2005,2010]",2008,5,0.000116,0.000114,0.00012,0.996584,0.996838,0.99634,78,81.298,74.542,0.128487003542788,0.109178990703834,0.137281033308216,1129081.774,578630.336,550451.438,1,0
"JPN","Japan","(2005,2010]",2008,6,0.000102,9.2e-05,0.00012,0.996468,0.996726,0.996222,77.01,80.304,73.55,0.130036755505049,0.110429763869465,0.139029836272852,1147382.012,588280.632,559101.38,1,0
"JPN","Japan","(2005,2010]",2008,7,9.4e-05,7.8e-05,0.000106,0.99636,0.996636,0.996102,76.018,79.31,72.56,0.13163885386596,0.111733018326961,0.140822431069002,1162485.66,595968.13,566517.53,1,0
"JPN","Japan","(2005,2010]",2008,8,8.6e-05,8e-05,9.2e-05,0.99627,0.996556,0.995996,75.026,78.32,71.564,0.133300510001731,0.113073674121234,0.142690372326301,1172077.01,600715.694,571361.316,1,0
"JPN","Japan","(2005,2010]",2008,9,7.6e-05,7e-05,8.4e-05,0.996182,0.99648,0.995906,74.03,77.322,70.572,0.135016938581855,0.114465098844717,0.144618178932529,1176923.338,603067.124,573856.214,1,0
"JPN","Japan","(2005,2010]",2008,10,7.6e-05,7e-05,8.2e-05,0.996106,0.99641,0.995822,73.038,76.33,69.58,0.136784361166319,0.115890147766308,0.146607416253225,1182298.082,605492.014,576806.068,1,0
"JPN","Japan","(2005,2010]",2008,11,7.4e-05,5.4e-05,9.4e-05,0.996032,0.99634,0.99574,72.04,75.336,68.584,0.138614785221445,0.117356758980145,0.14866579980772,1188824.872,608829.68,579995.192,1,0
"JPN","Japan","(2005,2010]",2008,12,8.6e-05,6.6e-05,0.000102,0.995958,0.996286,0.995646,71.048,74.34,67.59,0.140485802498709,0.118880976654635,0.150771263202924,1190615.64,610014.112,580601.528,1,0
"JPN","Japan","(2005,2010]",2008,13,9.8e-05,7.6e-05,0.000118,0.995872,0.99622,0.995544,70.052,73.342,66.6,0.142408564666433,0.120439930124937,0.152924918940341,1195156.87,612880.47,582276.4,1,0
"JPN","Japan","(2005,2010]",2008,14,0.000116,8.6e-05,0.000146,0.99578,0.996142,0.99543,69.06,72.35,65.602,0.14437445900988,0.122022018890255,0.155153743998514,1202077.258,616816.174,585261.084,1,0
"JPN","Japan","(2005,2010]",2008,15,0.000152,0.000122,0.000178,0.995662,0.99606,0.995284,68.068,71.354,64.614,0.146376506024443,0.123652559596438,0.157401460883304,1207282.526,619696.15,587586.376,1,0
"JPN","Japan","(2005,2010]",2008,16,0.000206,0.000144,0.000268,0.99551,0.99594,0.995104,67.078,70.362,63.626,0.148405734910923,0.125289646954841,0.159692253004822,1215113.49,623799.892,591313.598,1,0
"JPN","Japan","(2005,2010]",2008,17,0.000248,0.000172,0.00032,0.995302,0.995796,0.994838,66.092,69.372,62.644,0.150440676315468,0.126950376278641,0.16196946558615,1231819.034,632468.828,599350.206,1,0
"JPN","Japan","(2005,2010]",2008,18,0.000308,0.000182,0.000424,0.99506,0.995626,0.994518,65.11,68.384,61.662,0.152501755415697,0.128634540263762,0.164277537055301,1253183.61,643350.338,609833.272,1,0
"JPN","Japan","(2005,2010]",2008,19,0.000366,0.000248,0.000476,0.994752,0.995444,0.994094,64.13,67.398,60.69,0.154568163728691,0.130356093788516,0.166549833892189,1280386.106,657688.406,622697.7,1,0
"JPN","Japan","(2005,2010]",2008,20,0.000402,0.000258,0.000542,0.994388,0.9952,0.993622,63.152,66.414,59.718,0.156650450849339,0.132072913002784,0.168862198542714,1313834.808,675100.896,638733.912,1,0
"JPN","Japan","(2005,2010]",2008,21,0.000422,0.000276,0.000562,0.99399,0.994942,0.993086,62.176,65.43,58.75,0.158769612171821,0.133832655478744,0.171192943388342,1348677.956,692778.278,655899.678,1,0
"JPN","Japan","(2005,2010]",2008,22,0.000452,0.000272,0.000618,0.993568,0.994664,0.992532,61.202,64.45,57.782,0.160936746008145,0.135624018496203,0.173595190470859,1379283.524,707662.076,671621.448,1,0
"JPN","Japan","(2005,2010]",2008,23,0.000464,0.000296,0.000624,0.993122,0.994394,0.991914,60.23,63.468,56.818,0.163154692501103,0.137486221525083,0.176022157999341,1402441.798,718118.04,684323.758,1,0
"JPN","Japan","(2005,2010]",2008,24,0.000456,0.000282,0.000628,0.992662,0.994102,0.991294,59.258,62.486,55.852,0.165440541918497,0.139391875192053,0.178547728150768,1424015.976,727632.944,696383.032,1,0
"JPN","Japan","(2005,2010]",2008,25,0.000456,0.00031,0.000598,0.992204,0.993822,0.990672,58.284,61.502,54.89,0.167817451623094,0.141377982080378,0.181157668267218,1448055.626,738836.596,709219.03,1,0
"JPN","Japan","(2005,2010]",2008,26,0.00046,0.000304,0.00061,0.991752,0.993516,0.99008,57.31,60.522,53.92,0.170287703530574,0.143401000549948,0.18392359832623,1474223.962,751374.494,722849.468,1,0
"JPN","Japan","(2005,2010]",2008,27,0.000486,0.000314,0.000656,0.991296,0.993214,0.989476,56.338,59.538,52.952,0.1728413908427,0.145508773983942,0.186784169243419,1509653.472,768593.296,741060.176,1,0
"JPN","Japan","(2005,2010]",2008,28,0.000498,0.00032,0.000666,0.990812,0.992902,0.988826,55.366,58.558,51.988,0.175468925353144,0.147673569278239,0.189709281164295,1555931.872,791702.3,764229.572,1,0
"JPN","Japan","(2005,2010]",2008,29,0.00052,0.000352,0.000686,0.99032,0.992584,0.988166,54.392,57.576,51.022,0.178198542695505,0.149917258319614,0.192755938904955,1614771.136,821349.41,793421.726,1,0
"JPN","Japan","(2005,2010]",2008,30,0.00054,0.000354,0.000718,0.989804,0.992232,0.98749,53.42,56.596,50.056,0.181009475176226,0.152209457832656,0.19591915236457,1679755.852,854189.844,825566.008,1,0
"JPN","Japan","(2005,2010]",2008,31,0.000542,0.000382,0.000698,0.98927,0.99188,0.986778,52.448,55.616,49.09,0.183918783214918,0.154588471695385,0.199189970348806,1754896.05,892115.842,862780.208,1,0
"JPN","Japan","(2005,2010]",2008,32,0.000588,0.00039,0.000774,0.988732,0.991502,0.98609,51.478,54.636,48.126,0.186937074945936,0.157036635589806,0.202616952013067,1827675.988,928529.35,899146.638,1,0
"JPN","Japan","(2005,2010]",2008,33,0.000592,0.000418,0.000754,0.988152,0.991112,0.985326,50.508,53.658,47.162,0.190046436235621,0.159564699675445,0.206135491726301,1886264.434,958169.144,928095.29,1,0
"JPN","Japan","(2005,2010]",2008,34,0.000658,0.000454,0.000854,0.98757,0.990698,0.984582,49.536,52.682,46.198,0.19329464402384,0.162166994256215,0.209832338796123,1920862.918,975464.998,945397.92,1,0
"JPN","Japan","(2005,2010]",2008,35,0.000694,0.000484,0.000894,0.986918,0.990248,0.983742,48.57,51.706,45.236,0.196602084243287,0.164844425852996,0.213614699412675,1927726.434,978708.89,949017.544,1,0
"JPN","Japan","(2005,2010]",2008,36,0.000734,0.000518,0.000944,0.986238,0.98977,0.982862,47.6,50.73,44.276,0.200050275732922,0.16760945084715,0.217536667611278,1907532.782,967962.214,939570.568,1,0
"JPN","Japan","(2005,2010]",2008,37,0.000814,0.000588,0.001034,0.985514,0.989252,0.981936,46.636,49.756,43.318,0.203593216225,0.170451229572518,0.221603810327956,1870126.624,948608.666,921517.958,1,0
"JPN","Japan","(2005,2010]",2008,38,0.000886,0.000628,0.001136,0.98471,0.988674,0.980922,45.674,48.786,42.362,0.207226010486734,0.173351478017085,0.225793683890209,1834748.236,929985.812,904762.424,1,0
"JPN","Japan","(2005,2010]",2008,39,0.000956,0.000676,0.00123,0.983838,0.988052,0.979808,44.712,47.816,41.41,0.210976323141312,0.17634355611643,0.230097180141109,1750250.43,886387.79,863862.64,1,0
"JPN","Japan","(2005,2010]",2008,40,0.001036,0.00071,0.001356,0.982898,0.987386,0.978604,43.758,46.848,40.46,0.214815359414128,0.179427210202223,0.234544823940286,1707730.37,863919.5,843810.87,1,0
"JPN","Japan","(2005,2010]",2008,41,0.001126,0.000786,0.001458,0.981878,0.986684,0.977278,42.802,45.88,39.514,0.218791095767419,0.182624241714396,0.239112801571139,1672017.782,845282.322,826735.46,1,0
"JPN","Japan","(2005,2010]",2008,42,0.001216,0.000836,0.001588,0.980776,0.98591,0.975852,41.848,44.914,38.572,0.222893866599538,0.185905023263404,0.243831192030063,1631245.676,824218.236,807027.44,1,0
"JPN","Japan","(2005,2010]",2008,43,0.00134,0.000938,0.001738,0.979584,0.985088,0.974306,40.9,43.952,37.634,0.227106785604765,0.189288952428372,0.248698559099499,1582733.3,798925.656,783807.644,1,0
"JPN","Japan","(2005,2010]",2008,44,0.001458,0.001008,0.001902,0.978274,0.984168,0.972612,39.952,42.994,36.696,0.231452039231638,0.192742404158613,0.253735934478668,1588118.53,801155.314,786963.216,1,0
"JPN","Japan","(2005,2010]",2008,45,0.001584,0.001088,0.002074,0.976846,0.983176,0.970764,39.012,42.038,35.764,0.235895959630677,0.196304106280829,0.258915316147131,1563637.182,788195.9,775441.282,1,0
"JPN","Japan","(2005,2010]",2008,46,0.001768,0.00123,0.0023,0.975296,0.982108,0.968752,38.072,41.082,34.84,0.240495553606497,0.199990577253166,0.264229621469556,1544743.312,777697.096,767046.216,1,0
"JPN","Japan","(2005,2010]",2008,47,0.001908,0.001272,0.002536,0.973576,0.980902,0.966526,37.138,40.134,33.918,0.245190548631821,0.203722280347227,0.269702964005452,1532273.874,770264.64,762009.234,1,0
"JPN","Japan","(2005,2010]",2008,48,0.002094,0.001424,0.00276,0.971722,0.979656,0.96408,36.208,39.182,33.002,0.250035615036272,0.20765023200895,0.275319708822283,1520964.768,763623.112,757341.656,1,0
"JPN","Japan","(2005,2010]",2008,49,0.002288,0.00154,0.003034,0.969684,0.978262,0.96142,35.284,38.238,32.094,0.254993477410071,0.211637269224477,0.281086464903736,1525228.562,764790.046,760438.516,1,0
"JPN","Japan","(2005,2010]",2008,50,0.002506,0.001716,0.003296,0.96747,0.976758,0.958508,34.364,37.296,31.188,0.260100369394926,0.215757610371974,0.287048544376339,1540632.77,771735.884,768896.886,1,0
"JPN","Japan","(2005,2010]",2008,51,0.002732,0.001846,0.003616,0.965048,0.975086,0.955356,33.446,36.358,30.29,0.26536592026429,0.219966650174747,0.293185512259311,1553943.15,777664.344,776278.806,1,0
"JPN","Japan","(2005,2010]",2008,52,0.00295,0.001938,0.00396,0.962414,0.973284,0.951906,32.536,35.424,29.398,0.270759235881833,0.224308490529156,0.299496973580725,1587621.546,793468.498,794153.048,1,0
"JPN","Japan","(2005,2010]",2008,53,0.00324,0.002104,0.004378,0.959578,0.971402,0.948146,31.634,34.492,28.512,0.276304977198941,0.228852219431448,0.306001075369792,1649314.04,822934.256,826379.784,1,0
"JPN","Japan","(2005,2010]",2008,54,0.003514,0.002274,0.004768,0.956476,0.969356,0.944,30.734,33.564,27.634,0.282027962890792,0.233536234404587,0.312648262052403,1723523.134,858624.85,864898.284,1,0
"JPN","Japan","(2005,2010]",2008,55,0.003858,0.002416,0.005318,0.953118,0.967156,0.939512,29.84,32.636,26.764,0.287924938048904,0.238416010020746,0.319498568265439,1813851.468,901830.236,912021.232,1,0
"JPN","Japan","(2005,2010]",2008,56,0.004174,0.002606,0.005768,0.94945,0.964822,0.934532,28.954,31.716,25.906,0.293959532909368,0.243471026577734,0.326422124651235,1938719.398,962070.37,976649.028,1,0
"JPN","Japan","(2005,2010]",2008,57,0.00457,0.002802,0.006366,0.945492,0.962312,0.929158,28.074,30.8,25.05,0.300191419727509,0.248718835973686,0.333646318862647,2054936.644,1018284.328,1036652.316,1,0
"JPN","Japan","(2005,2010]",2008,58,0.004986,0.003038,0.006974,0.94118,0.95962,0.92326,27.202,29.884,24.208,0.30657938882971,0.254213526286401,0.340957050344426,2132873.272,1055526.428,1077346.844,1,0
"JPN","Japan","(2005,2010]",2008,59,0.005402,0.003258,0.007602,0.9365,0.95671,0.916842,26.332,28.97,23.374,0.313211762837763,0.259941851591366,0.348469334602898,2060748.534,1017963.486,1042785.048,1,0
"JPN","Japan","(2005,2010]",2008,60,0.005856,0.003476,0.008302,0.93145,0.953596,0.909896,25.472,28.068,22.548,0.320028829555289,0.265853564455248,0.356218436015827,1935416.044,953117.22,982298.824,1,0
"JPN","Japan","(2005,2010]",2008,61,0.006362,0.003796,0.009024,0.926016,0.950286,0.902372,24.618,27.16,21.732,0.327103724206811,0.272157140877093,0.364180532357037,1826827.232,896049.852,930777.38,1,0
"JPN","Japan","(2005,2010]",2008,62,0.006874,0.003996,0.009888,0.920144,0.946688,0.89427,23.772,26.262,20.924,0.33441110344336,0.278667267681783,0.372435215055161,1719051.624,839544.714,879506.91,1,1
"JPN","Japan","(2005,2010]",2008,63,0.007422,0.004292,0.010726,0.913836,0.942914,0.88547,22.936,25.366,20.128,0.341964379614764,0.285592170671533,0.380876452331264,1632486.43,793187.544,839298.886,1,1
