"code","name","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"ISL","Iceland",1949,44,0.00436,0.00389,0.00482,0.90991,0.93054,0.89033,32.42,33.17,31.59,1658,856,802,1,0
"ISL","Iceland",1949,45,0.00451,0.00408,0.00491,0.90595,0.92693,0.88605,31.55,32.3,30.74,1549,810,739,1,0
"ISL","Iceland",1949,46,0.00494,0.00444,0.00542,0.90188,0.92315,0.88172,30.7,31.43,29.89,1474,747,727,1,0
"ISL","Iceland",1949,47,0.00502,0.00445,0.00559,0.89743,0.91906,0.87695,29.84,30.57,29.05,1406,701,705,1,0
"ISL","Iceland",1949,48,0.00498,0.00438,0.00561,0.89293,0.91498,0.87206,28.99,29.7,28.21,1500,728,772,1,0
"ISL","Iceland",1949,49,0.0048,0.00431,0.00529,0.88849,0.91097,0.86719,28.13,28.83,27.37,1367,679,688,1,1
"ISL","Iceland",1949,50,0.00471,0.00446,0.00497,0.88424,0.90705,0.86261,27.27,27.95,26.51,1368,684,684,1,1
"ISL","Iceland",1949,51,0.00432,0.00431,0.00434,0.88009,0.90302,0.85833,26.39,27.08,25.64,1398,702,696,1,1
"ISL","Iceland",1949,52,0.00429,0.00454,0.00404,0.87629,0.89914,0.85462,25.51,26.19,24.75,1408,709,699,1,1
"ISL","Iceland",1949,53,0.00455,0.00496,0.00413,0.87254,0.89506,0.85117,24.61,25.31,23.85,1378,655,723,1,1
"ISL","Iceland",1949,54,0.00547,0.00618,0.0047,0.86857,0.89064,0.84766,23.72,24.43,22.94,1314,643,671,1,0
"ISL","Iceland",1949,55,0.00618,0.00741,0.00492,0.86383,0.88514,0.84369,22.85,23.58,22.05,1288,647,641,1,0
"ISL","Iceland",1949,56,0.00691,0.00814,0.00565,0.85851,0.87861,0.83954,21.99,22.75,21.16,1307,637,670,1,0
"ISL","Iceland",1949,57,0.00764,0.00846,0.0068,0.8526,0.87149,0.83481,21.14,21.93,20.27,1265,622,643,1,0
"ISL","Iceland",1949,58,0.00998,0.01001,0.00995,0.84611,0.86415,0.82916,20.3,21.11,19.41,1005,481,524,1,0
"ISL","Iceland",1949,59,0.01192,0.01041,0.01358,0.8377,0.85554,0.82095,19.5,20.32,18.6,1015,484,531,1,0
"ISL","Iceland",1949,60,0.01329,0.01025,0.01648,0.82777,0.84668,0.80987,18.72,19.53,17.84,989,495,494,1,1
"ISL","Iceland",1949,61,0.01529,0.01053,0.02026,0.81685,0.83805,0.79664,17.97,18.73,17.13,917,438,479,1,1
"ISL","Iceland",1949,62,0.01651,0.01036,0.02327,0.80445,0.82927,0.78066,17.24,17.92,16.47,899,428,471,1,1
"ISL","Iceland",1949,63,0.01675,0.01006,0.02433,0.79128,0.82073,0.76271,16.52,17.1,15.85,928,433,495,1,1
"ISL","Iceland",1949,64,0.01664,0.0103,0.02364,0.77814,0.81251,0.74437,15.79,16.27,15.23,912,447,465,1,1
"ISL","Iceland",1949,65,0.01894,0.01271,0.02549,0.76529,0.80418,0.72698,15.04,15.43,14.58,714,348,366,1,1
"ISL","Iceland",1949,66,0.02581,0.01812,0.03468,0.75093,0.79402,0.70868,14.32,14.62,13.94,617,274,343,1,1
"ISL","Iceland",1949,67,0.02712,0.02013,0.03618,0.7318,0.77976,0.68452,13.68,13.88,13.42,637,275,362,1,1
"ISL","Iceland",1949,68,0.02849,0.02422,0.0337,0.71222,0.76423,0.66019,13.04,13.15,12.89,636,299,337,1,1
"ISL","Iceland",1949,69,0.03102,0.02952,0.03282,0.69221,0.74594,0.63831,12.41,12.46,12.32,640,285,355,1,0
"ISL","Iceland",1949,70,0.03465,0.03514,0.03404,0.67107,0.72424,0.6177,11.78,11.82,11.71,635,282,353,1,0
"ISL","Iceland",1949,71,0.03855,0.04091,0.03562,0.64821,0.69923,0.59702,11.18,11.23,11.1,642,286,356,1,0
"ISL","Iceland",1949,72,0.04011,0.04197,0.03764,0.62369,0.6712,0.57613,10.6,10.67,10.49,622,256,366,1,0
"ISL","Iceland",1949,73,0.04344,0.04384,0.04288,0.59917,0.64361,0.55485,10.01,10.11,9.87,590,247,343,1,1
"ISL","Iceland",1949,74,0.04774,0.04774,0.04774,0.57369,0.616,0.53155,9.44,9.54,9.28,538,239,299,1,1
"ISL","Iceland",1949,75,0.05223,0.05152,0.0531,0.54694,0.58727,0.50677,8.87,8.98,8.71,496,222,274,1,1
"ISL","Iceland",1949,76,0.06093,0.05714,0.06576,0.5191,0.55778,0.48055,8.32,8.43,8.16,416,175,241,1,0
"ISL","Iceland",1949,77,0.07131,0.06477,0.08027,0.48841,0.52679,0.44996,7.81,7.9,7.68,358,155,203,1,1
"ISL","Iceland",1949,78,0.07634,0.07141,0.08307,0.45478,0.49374,0.41524,7.35,7.39,7.28,380,161,219,1,1
"ISL","Iceland",1949,79,0.08776,0.08545,0.09103,0.42134,0.45969,0.38212,6.9,6.9,6.86,287,121,166,1,0
"ISL","Iceland",1949,80,0.08767,0.09385,0.07811,0.38591,0.42203,0.34885,6.48,6.48,6.47,302.84,118.07,184.77,1,0
"ISL","Iceland",1949,81,0.09881,0.10408,0.09054,0.3535,0.38419,0.32262,6.03,6.06,5.96,287.77,111.32,176.45,1,0
"ISL","Iceland",1949,82,0.11121,0.11527,0.10473,0.32021,0.34618,0.29468,5.61,5.68,5.47,258.35,94.71,163.64,1,0
"ISL","Iceland",1949,83,0.12497,0.12749,0.12084,0.28648,0.30845,0.26535,5.21,5.31,5.02,236.3,88.95,147.35,1,0
"ISL","Iceland",1949,84,0.14015,0.14081,0.13905,0.25278,0.27149,0.23511,4.84,4.96,4.61,214.36,76.44,137.92,1,0
"ISL","Iceland",1949,85,0.15682,0.15527,0.1595,0.21968,0.23577,0.20455,4.49,4.64,4.22,179.51,65.13,114.38,1,0
"ISL","Iceland",1949,86,0.17499,0.17092,0.18233,0.18773,0.2018,0.17433,4.17,4.34,3.87,153.37,54.66,98.71,1,0
"ISL","Iceland",1949,87,0.19468,0.1878,0.20761,0.15752,0.17002,0.1452,3.88,4.05,3.54,122.29,43.32,78.97,1,0
"ISL","Iceland",1949,88,0.21586,0.20592,0.23539,0.12958,0.14084,0.11789,3.6,3.79,3.24,95.03,33.26,61.77,1,0
"ISL","Iceland",1949,89,0.23845,0.22532,0.26564,0.10433,0.11454,0.09306,3.35,3.54,2.98,74.8,25.4,49.4,1,0
"ISL","Iceland",1949,90,0.26237,0.24597,0.29827,0.0821,0.09135,0.07124,3.13,3.32,2.74,58.85,19.13,39.72,1,0
"ISL","Iceland",1949,91,0.28747,0.26786,0.33308,0.06306,0.07134,0.05275,2.92,3.11,2.52,43.53,12.98,30.55,1,0
"ISL","Iceland",1949,92,0.31359,0.29095,0.36981,0.04721,0.05449,0.03769,2.73,2.91,2.33,29.99,7.94,22.05,1,0
"ISL","Iceland",1949,93,0.34054,0.31517,0.40812,0.03441,0.04065,0.02593,2.56,2.74,2.15,21.01,4.99,16.02,1,0
"ISL","Iceland",1949,94,0.36811,0.34044,0.44758,0.0244,0.02958,0.01714,2.41,2.57,2,14.76,3.35,11.41,1,0
"ISL","Iceland",1949,95,0.3961,0.36665,0.48771,0.01681,0.02098,0.01087,2.27,2.42,1.87,10.01,2.47,7.54,1,0
"ISL","Iceland",1949,96,0.42431,0.39367,0.52799,0.01125,0.01448,0.00661,2.15,2.28,1.75,7.73,2.01,5.72,1,0
"ISL","Iceland",1949,97,0.45255,0.42137,0.56792,0.00731,0.00971,0.00385,2.04,2.16,1.65,5.78,1.38,4.4,1,0
"ISL","Iceland",1949,98,0.48064,0.44956,0.60698,0.00462,0.00633,0.00215,1.94,2.05,1.56,4.37,1.14,3.23,1,0
"ISL","Iceland",1949,99,0.50846,0.47808,0.64472,0.00283,0.00401,0.00115,1.85,1.94,1.48,3.51,0.68,2.83,1,0
"ISL","Iceland",1949,100,0.53587,0.50675,0.68074,0.00168,0.00246,0.00059,1.77,1.85,1.41,1.31,0,1.31,1,0
"ISL","Iceland",1949,101,0.56278,0.53537,0.71473,0.00097,0.00147,0.00029,1.69,1.76,1.35,0,0,0,1,0
"ISL","Iceland",1949,102,0.58911,0.56376,0.74645,0.00054,0.00085,0.00014,1.63,1.68,1.3,0,0,0,1,0
"ISL","Iceland",1949,103,0.6148,0.59174,0.77574,3e-04,0.00047,6e-05,1.57,1.61,1.26,0,0,0,1,0
"ISL","Iceland",1949,104,0.63977,0.61914,0.80255,0.00016,0.00026,3e-05,1.51,1.55,1.22,0,0,0,1,0
"ISL","Iceland",1949,105,0.66398,0.6458,0.82686,8e-05,0.00014,1e-05,1.46,1.5,1.19,0,0,0,1,0
"ISL","Iceland",1949,106,0.68736,0.67158,0.84875,4e-05,7e-05,0,1.42,1.44,1.16,0,0,0,1,0
"ISL","Iceland",1949,107,0.70988,0.69637,0.86831,2e-05,3e-05,0,1.38,1.4,1.14,0,0,0,1,0
"ISL","Iceland",1949,108,0.73149,0.72006,0.88568,1e-05,2e-05,0,1.34,1.36,1.12,0,0,0,1,0
"ISL","Iceland",1949,109,0.75213,0.7426,0.90103,0,1e-05,0,1.31,1.33,1.1,0,0,0,1,0
"ISL","Iceland",1950,0,0.02271,0.0241,0.02144,1,1,1,71.03,73.52,68.58,3762,1954,1808,1,0
"ISL","Iceland",1950,1,0.00271,0.00221,0.0032,0.97774,0.97639,0.97896,71.65,74.29,69.05,3716,1856,1860,1,0
"ISL","Iceland",1950,2,0.00108,0.00111,0.00106,0.97509,0.97424,0.97584,70.84,73.46,68.27,3592,1868,1724,1,0
"ISL","Iceland",1950,3,0.00087,0.00061,0.00112,0.97403,0.97316,0.9748,69.92,72.54,67.34,3314,1728,1586,1,1
"ISL","Iceland",1950,4,0.00061,0.00064,0.00059,0.97318,0.97257,0.97371,68.98,71.58,66.42,3329,1725,1604,1,0
"ISL","Iceland",1950,5,0.00067,0.00055,0.00078,0.97259,0.97195,0.97314,68.02,70.63,65.46,3048,1583,1465,1,0
"ISL","Iceland",1950,6,0.00089,0.00049,0.00129,0.97194,0.97141,0.97238,67.06,69.67,64.51,2991,1484,1507,1,0
"ISL","Iceland",1950,7,0.00097,0.00039,0.00156,0.97107,0.97094,0.97113,66.12,68.7,63.59,2869,1443,1426,1,1
"ISL","Iceland",1950,8,0.00105,0.00035,0.00174,0.97012,0.97057,0.96962,65.19,67.73,62.69,2440,1228,1212,1,0
"ISL","Iceland",1950,9,0.00106,0.00033,0.0018,0.96911,0.97023,0.96793,64.26,66.75,61.8,2352,1154,1198,1,1
"ISL","Iceland",1950,10,0.00088,3e-04,0.00146,0.96808,0.96991,0.96619,63.32,65.77,60.91,2229,1138,1091,1,0
"ISL","Iceland",1950,11,0.00074,0.00032,0.00113,0.96723,0.96961,0.96478,62.38,64.79,59.99,2212,1153,1059,1,1
"ISL","Iceland",1950,12,0.00065,0.00036,0.00092,0.96651,0.9693,0.96369,61.42,63.81,59.06,2291,1207,1084,1,0
"ISL","Iceland",1950,13,0.00059,0.00036,0.00081,0.96588,0.96895,0.9628,60.46,62.83,58.12,2378,1165,1213,1,0
"ISL","Iceland",1950,14,0.00064,0.00042,0.00085,0.96531,0.9686,0.96202,59.5,61.86,57.16,2336,1171,1165,1,0
"ISL","Iceland",1950,15,0.00074,0.00051,0.00097,0.9647,0.96819,0.9612,58.54,60.88,56.21,2352,1180,1172,1,0
"ISL","Iceland",1950,16,0.00085,0.00057,0.00113,0.96398,0.9677,0.96027,57.58,59.91,55.26,2298,1167,1131,1,0
"ISL","Iceland",1950,17,0.00095,0.00057,0.00131,0.96316,0.96715,0.95918,56.63,58.95,54.33,2452,1260,1192,1,0
"ISL","Iceland",1950,18,0.00097,5e-04,0.00141,0.96225,0.9666,0.95792,55.68,57.98,53.4,2582,1347,1235,1,1
"ISL","Iceland",1950,19,0.00099,0.00038,0.00158,0.96132,0.96612,0.95658,54.74,57.01,52.47,2639,1308,1331,1,0.5
"ISL","Iceland",1950,20,0.0011,0.00028,0.00192,0.96037,0.96576,0.95507,53.79,56.03,51.55,2440,1239,1201,1,1
"ISL","Iceland",1950,21,0.00123,0.00023,0.00219,0.95931,0.96549,0.95324,52.85,55.05,50.65,2398,1231,1167,1,1
"ISL","Iceland",1950,22,0.00138,0.00026,0.00246,0.95814,0.96527,0.95116,51.91,54.06,49.76,2397,1224,1173,1,1
"ISL","Iceland",1950,23,0.00154,0.00035,0.0027,0.95681,0.96502,0.94883,50.98,53.07,48.88,2335,1168,1167,1,1
"ISL","Iceland",1950,24,0.00183,0.00058,0.00306,0.95534,0.96468,0.94627,50.06,52.09,48.01,2245,1151,1094,1,1
"ISL","Iceland",1950,25,0.00215,0.00088,0.00335,0.95359,0.96413,0.94338,49.15,51.12,47.16,2267,1159,1108,1,0
"ISL","Iceland",1950,26,0.00215,0.00101,0.00324,0.95154,0.96328,0.94023,48.26,50.16,46.32,2294,1169,1125,1,0
"ISL","Iceland",1950,27,0.00231,0.00116,0.00346,0.9495,0.9623,0.93718,47.36,49.21,45.46,2193,1080,1113,1,0
"ISL","Iceland",1950,28,0.00235,0.00123,0.00345,0.9473,0.96119,0.93394,46.47,48.27,44.62,2234,1151,1083,1,0
"ISL","Iceland",1950,29,0.00222,0.0012,0.00318,0.94508,0.96001,0.93073,45.58,47.33,43.77,2233,1154,1079,1,0
"ISL","Iceland",1950,30,0.00215,0.00113,0.00312,0.94298,0.95886,0.92777,44.68,46.39,42.91,1892,954,938,1,0
"ISL","Iceland",1950,31,0.00219,0.0012,0.00316,0.94096,0.95777,0.92488,43.77,45.44,42.04,2028,1022,1006,1,0
"ISL","Iceland",1950,32,0.00209,0.00126,0.00292,0.9389,0.95663,0.92196,42.87,44.49,41.17,1987,986,1001,1,0
"ISL","Iceland",1950,33,0.00219,0.00155,0.00281,0.93694,0.95542,0.91927,41.96,43.55,40.29,1908,984,924,1,0
"ISL","Iceland",1950,34,0.00249,0.00206,0.0029,0.93489,0.95394,0.91669,41.05,42.61,39.41,1843,932,911,1,0
"ISL","Iceland",1950,35,0.00276,0.00255,0.00298,0.93257,0.95198,0.91404,40.15,41.7,38.52,1900,944,956,1,0
"ISL","Iceland",1950,36,0.00296,0.0029,0.00301,0.93,0.94956,0.91132,39.26,40.81,37.63,1812,911,901,1,0
"ISL","Iceland",1950,37,0.00321,0.00322,0.00319,0.92725,0.9468,0.90857,38.37,39.92,36.74,1842,921,921,1,0
"ISL","Iceland",1950,38,0.00337,0.00329,0.00346,0.92428,0.94376,0.90568,37.49,39.05,35.86,1801,881,920,1,0
"ISL","Iceland",1950,39,0.00365,0.00346,0.00384,0.92117,0.94066,0.90255,36.62,38.18,34.98,1699,875,824,1,0
"ISL","Iceland",1950,40,0.00383,0.00346,0.00418,0.91781,0.93742,0.89909,35.75,37.31,34.12,1729,889,840,1,0
"ISL","Iceland",1950,41,0.00394,0.00331,0.00453,0.9143,0.93418,0.89534,34.89,36.44,33.26,1629,825,804,1,0
"ISL","Iceland",1950,42,0.00436,0.00343,0.00529,0.91071,0.93109,0.89129,34.02,35.55,32.4,1605,790,815,1,0
"ISL","Iceland",1950,43,0.00433,0.00337,0.00526,0.90675,0.92791,0.88659,33.17,34.67,31.57,1711,895,816,1,0
"ISL","Iceland",1950,44,0.00459,0.00356,0.00556,0.90284,0.92479,0.88194,32.31,33.79,30.74,1598,802,796,1,0
"ISL","Iceland",1950,45,0.00493,0.00383,0.006,0.8987,0.9215,0.87705,31.46,32.91,29.91,1659,851,808,1,0
"ISL","Iceland",1950,46,0.00512,0.00411,0.00608,0.89428,0.91798,0.8718,30.61,32.03,29.08,1551,805,746,1,0
"ISL","Iceland",1950,47,0.00568,0.00465,0.00665,0.88971,0.91421,0.86652,29.76,31.16,28.26,1471,743,728,1,0
"ISL","Iceland",1950,48,0.00589,0.0049,0.00689,0.88468,0.90997,0.86078,28.93,30.31,27.44,1408,697,711,1,0
"ISL","Iceland",1950,49,0.00609,0.00519,0.00702,0.87948,0.90552,0.85487,28.1,29.45,26.63,1481,719,762,1,0
"ISL","Iceland",1950,50,0.00613,0.0055,0.00679,0.87414,0.90083,0.84889,27.27,28.6,25.81,1363,676,687,1,0
"ISL","Iceland",1950,51,0.00645,0.00608,0.00682,0.8688,0.89589,0.84314,26.43,27.76,24.99,1369,682,687,1,0
"ISL","Iceland",1950,52,0.00624,0.00602,0.00647,0.86321,0.89046,0.83741,25.6,26.92,24.15,1393,692,701,1,0
"ISL","Iceland",1950,53,0.00629,0.00612,0.00646,0.85784,0.88512,0.83201,24.76,26.08,23.31,1398,700,698,1,0
"ISL","Iceland",1950,54,0.00651,0.0061,0.00695,0.85246,0.87972,0.82665,23.91,25.24,22.45,1360,639,721,1,0
"ISL","Iceland",1950,55,0.00739,0.0067,0.00815,0.84693,0.87437,0.82092,23.06,24.39,21.61,1303,635,668,1,0
"ISL","Iceland",1950,56,0.00791,0.00711,0.00872,0.84069,0.86853,0.81426,22.23,23.55,20.78,1274,638,636,1,0
"ISL","Iceland",1950,57,0.00854,0.00732,0.00979,0.83407,0.86238,0.80719,21.4,22.72,19.96,1294,630,664,1,1
"ISL","Iceland",1950,58,0.00936,0.00754,0.01126,0.82697,0.85609,0.79932,20.58,21.88,19.15,1252,615,637,1,1
"ISL","Iceland",1950,59,0.0123,0.00927,0.01553,0.81927,0.84966,0.79037,19.77,21.04,18.36,991,473,518,1,0
"ISL","Iceland",1950,60,0.01482,0.01038,0.01974,0.80926,0.84182,0.7782,19.01,20.23,17.64,1006,477,529,1,0
"ISL","Iceland",1950,61,0.01635,0.01137,0.02161,0.79735,0.83313,0.76298,18.29,19.44,16.98,969,486,483,1,1
"ISL","Iceland",1950,62,0.01827,0.01267,0.02411,0.78442,0.82371,0.74667,17.58,18.66,16.34,896,428,468,1,1
"ISL","Iceland",1950,63,0.01868,0.01278,0.02525,0.77022,0.81334,0.72888,16.89,17.89,15.73,889,418,471,1,1
"ISL","Iceland",1950,64,0.0178,0.01236,0.02412,0.75597,0.80301,0.7107,16.2,17.11,15.12,917,421,496,1,1
"ISL","Iceland",1950,65,0.01653,0.01238,0.02116,0.74263,0.79314,0.69377,15.48,16.32,14.48,899,439,460,1,1
"ISL","Iceland",1950,66,0.01841,0.01497,0.02206,0.73046,0.78338,0.67924,14.73,15.52,13.77,696,338,358,1,1
"ISL","Iceland",1950,67,0.02551,0.02074,0.03105,0.71713,0.77175,0.66442,14,14.74,13.07,600,264,336,1,1
"ISL","Iceland",1950,68,0.02782,0.02194,0.03557,0.69906,0.75591,0.64411,13.35,14.04,12.47,619,265,354,1,1
"ISL","Iceland",1950,69,0.03104,0.02555,0.03784,0.67988,0.7395,0.6216,12.71,13.34,11.9,616,288,328,1,0
"ISL","Iceland",1950,70,0.03522,0.02947,0.04211,0.6591,0.72085,0.59852,12.09,12.67,11.34,621,277,344,1,0
"ISL","Iceland",1950,71,0.0394,0.03266,0.04785,0.63629,0.69991,0.57383,11.51,12.04,10.81,613,273,340,1,0
"ISL","Iceland",1950,72,0.04385,0.037,0.05238,0.6117,0.67742,0.54702,10.95,11.42,10.31,615,276,339,1,0
"ISL","Iceland",1950,73,0.04535,0.03801,0.05511,0.58545,0.65281,0.5191,10.42,10.83,9.84,595,245,350,1,1
"ISL","Iceland",1950,74,0.04808,0.04006,0.05965,0.55949,0.62846,0.49126,9.88,10.23,9.37,563,234,329,1,1
"ISL","Iceland",1950,75,0.05028,0.04509,0.0571,0.53322,0.60377,0.46281,9.34,9.63,8.91,519,235,284,1,1
"ISL","Iceland",1950,76,0.05597,0.05426,0.058,0.50707,0.57715,0.43711,8.8,9.05,8.41,460,210,250,1,1
"ISL","Iceland",1950,77,0.06398,0.06165,0.06698,0.47946,0.54666,0.41248,8.28,8.53,7.88,398,164,234,1,1
"ISL","Iceland",1950,78,0.07708,0.07264,0.08349,0.44973,0.51397,0.38575,7.79,8.04,7.39,334,141,193,1,1
"ISL","Iceland",1950,79,0.08753,0.08482,0.09137,0.41635,0.47794,0.35483,7.38,7.61,6.99,342,140,202,1,0
"ISL","Iceland",1950,80,0.09972,0.10222,0.09607,0.38144,0.43905,0.32383,7.01,7.24,6.61,288.12,118.91,169.21,1,0
"ISL","Iceland",1950,81,0.10668,0.10768,0.1052,0.34521,0.39635,0.29414,6.69,6.96,6.23,274.68,107.62,167.06,1,0
"ISL","Iceland",1950,82,0.11406,0.11339,0.1151,0.31024,0.35585,0.26475,6.39,6.7,5.87,258.87,101.02,157.85,1,0
"ISL","Iceland",1950,83,0.12185,0.11936,0.12579,0.27677,0.31767,0.23593,6.1,6.44,5.52,230.45,85.31,145.14,1,0
"ISL","Iceland",1950,84,0.13005,0.12559,0.13732,0.24498,0.28189,0.20801,5.83,6.2,5.2,208.58,79.14,129.44,1,1
"ISL","Iceland",1950,85,0.13864,0.13211,0.14973,0.21507,0.24858,0.18128,5.57,5.96,4.89,186.55,66.68,119.87,1,1
"ISL","Iceland",1950,86,0.14762,0.13891,0.16305,0.18718,0.21777,0.15603,5.32,5.73,4.6,153.48,55.31,98.17,1,1
"ISL","Iceland",1950,87,0.15696,0.146,0.17731,0.16145,0.18949,0.13251,5.09,5.51,4.33,128.01,44.89,83.12,1,0
"ISL","Iceland",1950,88,0.16664,0.15339,0.19252,0.13795,0.1637,0.11093,4.87,5.3,4.07,99.42,34.42,65,1,0
"ISL","Iceland",1950,89,0.17662,0.16109,0.20871,0.11673,0.14038,0.09145,4.67,5.1,3.83,74.88,25.45,49.43,1,0
"ISL","Iceland",1950,90,0.18688,0.16909,0.22588,0.09779,0.11945,0.07416,4.47,4.91,3.61,57.02,18.89,38.13,1,1
"ISL","Iceland",1950,91,0.19737,0.17741,0.24403,0.08108,0.10083,0.05911,4.29,4.72,3.4,43.86,14.02,29.84,1,0
"ISL","Iceland",1950,92,0.20806,0.18604,0.26314,0.06651,0.0844,0.04625,4.12,4.54,3.2,31.75,9.29,22.46,1,1
"ISL","Iceland",1950,93,0.2189,0.19499,0.28319,0.05398,0.07003,0.0355,3.96,4.37,3.02,20.86,5.32,15.54,1,1
"ISL","Iceland",1950,94,0.22986,0.20427,0.30413,0.04333,0.05759,0.02669,3.82,4.21,2.85,13.82,3.03,10.79,1,1
"ISL","Iceland",1950,95,0.2409,0.21387,0.32592,0.03439,0.04692,0.01965,3.68,4.05,2.7,9.3,1.83,7.47,1,1
"ISL","Iceland",1950,96,0.25198,0.22379,0.34849,0.027,0.03785,0.01414,3.55,3.9,2.55,6.06,1.31,4.75,1,1
"ISL","Iceland",1950,97,0.26309,0.23404,0.37175,0.02096,0.03023,0.00994,3.42,3.76,2.42,5.06,1.12,3.94,1,1
"ISL","Iceland",1950,98,0.27418,0.24461,0.39563,0.01608,0.0239,0.00683,3.31,3.62,2.3,4.09,0.73,3.36,1,1
"ISL","Iceland",1950,99,0.28527,0.2555,0.42002,0.01221,0.01869,0.00457,3.2,3.49,2.19,3.37,0.7,2.67,1,1
"ISL","Iceland",1950,100,0.29633,0.2667,0.4448,0.00916,0.01446,0.00298,3.1,3.37,2.08,3.18,0.52,2.66,1,1
"ISL","Iceland",1950,101,0.30739,0.27821,0.46986,0.00679,0.01105,0.0019,3.01,3.25,1.99,1.31,0,1.31,1,1
"ISL","Iceland",1950,102,0.31844,0.29002,0.49508,0.00498,0.00835,0.00118,2.92,3.14,1.9,0,0,0,1,1
"ISL","Iceland",1950,103,0.32951,0.30212,0.52031,0.00362,0.00624,0.00071,2.84,3.03,1.82,0,0,0,1,1
"ISL","Iceland",1950,104,0.34062,0.3145,0.54545,0.00259,0.0046,0.00042,2.76,2.93,1.74,0,0,0,1,1
"ISL","Iceland",1950,105,0.35181,0.32715,0.57036,0.00184,0.00335,0.00024,2.68,2.84,1.68,0,0,0,1,1
"ISL","Iceland",1950,106,0.3631,0.34006,0.59491,0.00129,0.00241,0.00013,2.62,2.76,1.62,0,0,0,1,1
"ISL","Iceland",1950,107,0.37452,0.35321,0.619,0.00089,0.00171,7e-05,2.56,2.68,1.56,0,0,0,1,1
"ISL","Iceland",1950,108,0.38611,0.36658,0.64252,0.00061,0.0012,4e-05,2.5,2.62,1.52,0,0,0,1,1
"ISL","Iceland",1950,109,0.39789,0.38017,0.66537,0.00041,0.00083,2e-05,2.46,2.57,1.48,0,0,0,1,1
"ISL","Iceland",1952,0,0.02141,0.01936,0.02337,1,1,1,72.44,74.86,70.07,3916,1949,1967,1,0
"ISL","Iceland",1952,1,0.00251,0.00309,0.00196,0.97899,0.98097,0.97711,72.99,75.31,70.71,3988,2100,1888,1,0
"ISL","Iceland",1952,2,0.00104,0.00108,0.00099,0.97653,0.97794,0.9752,72.18,74.54,69.84,3720,1926,1794,1,0
"ISL","Iceland",1952,3,0.00054,0,0.00107,0.97552,0.97688,0.97423,71.25,73.62,68.91,3707,1853,1854,1,1
"ISL","Iceland",1952,4,0.00109,0.00222,0,0.97499,0.97688,0.97319,70.29,72.62,67.99,3582,1863,1719,1,0
"ISL","Iceland",1952,5,0.00094,0.00182,0.00013,0.97393,0.97472,0.97319,69.36,71.78,66.99,3309,1727,1582,1,0
"ISL","Iceland",1952,6,3e-04,0,0.00058,0.97301,0.97294,0.97306,68.43,70.91,66,3322,1721,1601,1,1
"ISL","Iceland",1952,7,0.00042,0,8e-04,0.97272,0.97294,0.97249,67.45,69.91,65.03,3044,1581,1463,1,1
"ISL","Iceland",1952,8,0.00047,0,0.00092,0.97231,0.97294,0.97171,66.48,68.91,64.09,2982,1478,1504,1,1
"ISL","Iceland",1952,9,0.00035,0,7e-04,0.97186,0.97294,0.97082,65.51,67.91,63.14,2864,1440,1424,1,1
"ISL","Iceland",1952,10,0.00016,0,0.00031,0.97152,0.97294,0.97014,64.53,66.91,62.19,2439,1227,1212,1,1
"ISL","Iceland",1952,11,0,0,0,0.97137,0.97294,0.96984,63.54,65.91,61.21,2348,1153,1195,1,1
"ISL","Iceland",1952,12,0,0,0,0.97137,0.97294,0.96984,62.54,64.91,60.21,2228,1137,1091,1,1
"ISL","Iceland",1952,13,0,0,0,0.97137,0.97294,0.96984,61.54,63.91,59.21,2210,1152,1058,1,1
"ISL","Iceland",1952,14,0.00026,0,5e-04,0.97137,0.97294,0.96984,60.54,62.91,58.21,2286,1205,1081,1,1
"ISL","Iceland",1952,15,0.00086,0.00062,0.0011,0.97111,0.97294,0.96935,59.56,61.91,57.24,2370,1162,1208,1,0
"ISL","Iceland",1952,16,0.00117,0.00071,0.00164,0.97028,0.97234,0.96829,58.61,60.95,56.3,2330,1168,1162,1,0
"ISL","Iceland",1952,17,0.00132,0.00074,0.00189,0.96914,0.97165,0.96671,57.68,59.99,55.39,2337,1175,1162,1,0
"ISL","Iceland",1952,18,0.00137,0.00074,0.00199,0.96787,0.97093,0.96488,56.75,59.04,54.49,2285,1165,1120,1,0
"ISL","Iceland",1952,19,0.00128,0.00067,0.00187,0.96654,0.97021,0.96297,55.83,58.08,53.6,2428,1254,1174,1,0
"ISL","Iceland",1952,20,0.00103,0.00052,0.00149,0.9653,0.96957,0.96117,54.9,57.12,52.7,2547,1331,1216,1,0
"ISL","Iceland",1952,21,0.00086,0.00042,0.00128,0.96431,0.96906,0.95973,53.96,56.15,51.78,2609,1294,1315,1,0
"ISL","Iceland",1952,22,0.00087,0.00042,0.00132,0.96348,0.96865,0.9585,53,55.17,50.84,2412,1226,1186,1,0
"ISL","Iceland",1952,23,0.00097,5e-04,0.00142,0.96264,0.96824,0.95723,52.05,54.19,49.91,2372,1220,1152,1,1
"ISL","Iceland",1952,24,0.00116,0.00064,0.00164,0.9617,0.96776,0.95588,51.1,53.22,48.98,2375,1215,1160,1,0
"ISL","Iceland",1952,25,0.00138,0.00079,0.00195,0.96059,0.96713,0.95431,50.16,52.26,48.06,2322,1163,1159,1,0
