name,code,year,year_num,forecast,pop.x,c,Lstar_95,B,H,σ,Lmed,h,LE,Lstar_90,Lstar_99p9,C,b,d,Lstar_99,α_c,α_d,α_σ,α_C,α_b,α_B,plot_name,region,years,WDI_population,pop_rural,pop_urban,pop_growth_annual,land_area,pop_density,agri_land,birth_rate,death_rate,female_prop,agedep_ratio,agedep_ratio_young,agedep_ratio_old,fertility_pwoman,dec_conversion,food_prod_ind,primary_educ_duration,primary_educ_start,second_educ_duration,second_educ_start,official_usd_exch,gdp_usd,gdp_pc_usd,mineral_depl,educ_expend,gdp_growth,gdp_pc_growth,inflation,women_busilaw,gni_usd,gni_pc_usd,gni_pc_ppp,cons_fixed_capital,foreign_invest,net_foreign_invest_prop,total_reserves,imports_prop,exports_prop,trade_prop,oil_rents,gas_rents,domestic_credit,consumption_usd,domestic_saving_prop,govt_consumption_prop,industry_prop,capital_formation,coal_rents,hh_consumption_prop,domestic_credit_banks,services_prop,fixed_capital_formation,manufacturing,military_prop,real_interest,interest_spread,deposit_rate,lending_rate,interest_payments_pc_rev,lf_particip_15plus_ilo,lf_particip_15plus_natest,lf_particip_1564,lf_total,govtdebt_gdp,gini_income,inc_share_top20,inc_share_bottom20,pv_rate215,health_exp_share,health_exp_pc_ppp,income_group,lm_exit_age_m,lm_exit_age_f,lm_exit_age,country,iso,ifs,pop.y,rgdpmad,rgdpbarro,rconsbarro,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,unemp,wage,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,bdebt,lev,ltd,noncore,crisisJST,crisisJST_old,peg,peg_strict,peg_type,peg_base,JSTtrilemmaIV,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr,med_lf_age_total,med_lf_age_male,med_lf_age_female,output_per_worker,output_per_hour,lab_share_gdp,lab_part_both_total,lab_part_male_total,lab_part_female_total,lab_force_both_total,lab_force_male_total,lab_force_female_total,C_lag,C_diff,c_lag,c_diff,gdp_pc_usd_lag,gdp_pc_usd_diff,log_gdp_pc_usd_diff,gini_income_lag,gini_income_diff,health_exp_share_lag,health_exp_share_diff
Australia,AUS,1923,5,0,5645122.826,0.079431520259083,91.4510576468409,3.14578224520855,0.242856777943907,0.0380782099944693,71.3515271016794,1.41528340058325,65.9714544020444,87.9776056080536,102.287330988521,78.2358567217065,1.096050703122,0.0011824978207445199,97.058568584559,NA,NA,NA,NA,NA,NA,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1928,6,0,6232257.454,0.0815879934550467,91.4646578351508,3.15867765906656,0.232979213405568,0.0375760694959592,71.9759384089621,1.45680604225098,66.7457188606774,88.0867954620756,102.001087205946,78.5643641766652,1.12483485879921,0.00113772957946234,96.9164170054895,0.0215203946571322,-0.0130274229387656,-0.00954698350440866,0.00510059273248319,0.0269351237203359,0.00295034621664787,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.2358567217065,0.3285074549586966,0.079431520259083,0.0021564731959637096,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1933,7,0,6604861.93,0.0836397643509026,91.7323872502807,3.18785301099396,0.219461101153656,0.0352728918013258,72.9253833240024,1.51658027787767,67.9860451945962,88.4599595817989,101.967998951937,79.0831251969328,1.16355931061575,9.94693820216472e-4,97.023176053312,0.0221211520410129,-0.113095341790625,-0.0282415347548249,0.00544780556317393,0.0320966059390778,0.003489151006071,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5643641766652,0.5187610202676041,0.0815879934550467,0.0020517708958558978,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1938,8,0,6878014.556,0.08534276416966,91.825803831916,3.20346388923459,0.208044562276739,0.0327963896993715,73.5740140086818,1.57000298052254,68.9386070682265,88.6377082312994,101.826389136945,79.3696341174045,1.20807014103135,8.59680756399434e-4,96.9908382131685,0.0217661203992254,-0.155012304321046,-0.0375472339616388,0.0054449069671449,0.036834592674417,0.00261360544394299,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.0831251969328,0.28650892047170373,0.0836397643509026,0.001702999818757392,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1943,9,0,7215914.078,0.087430975220257,91.8655205944943,3.21817470936796,0.194327940255482,0.030516447276153,74.2674621788145,1.63820813337193,70.0418851217185,88.7730370803585,101.581735273778,79.615000539336,1.2597349778217,6.72604040121764e-4,96.8821201978216,0.02213474667066,-0.240008394042432,-0.0383486089179463,0.00597663063154856,0.0414181415458189,0.00157879008056767,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3696341174045,0.24536642193149305,0.08534276416966,0.0020882110505970053,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1948,10,0,7694248.178,0.0899426927760208,92.4672308435158,3.2498037332617,0.177310834663886,0.0290032123068243,75.6202477695062,1.72985095855893,71.8898852395779,89.4875147365067,101.866461666845,80.4771752713335,1.3319720263576,4.58739519100894e-4,97.31785763248,0.0221771083914186,-0.331964289809358,-0.0278830047331188,0.0076577646270512,0.045494381306215,-2.36745796373096e-4,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.615000539336,0.8621747319974986,0.087430975220257,0.0025117175557637927,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1953,11,0,8715459.076,0.0924407370095836,93.0061865684493,3.22836367278679,0.166243686782217,0.0284015833959038,76.7286859349453,1.79430057440972,73.2651741394,90.1157569526888,102.126591803539,81.2927372468556,1.38823016048902,3.47741100092882e-4,97.709128126742,0.0201912390410884,-0.269482564967391,-0.00995654859311813,0.0082087335702266,0.0460077708501378,-0.00506805428679259,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4771752713335,0.8155619755221011,0.0899426927760208,0.002498044233562813,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1958,12,0,9747777.796,0.0939943324653421,93.6470338156073,3.19663764072969,0.158514804058018,0.0288777883342564,77.7115571557354,1.84190728904513,74.4552640880994,90.81306662448,102.604542373146,82.0985318790092,1.45864724965829,2.8390559155527e-4,98.2643939414236,0.015979210061017,-0.193262339849234,0.00898213761943427,0.00788129469567978,0.0490496922165764,-0.0088223702581185,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2927372468556,0.8057946321536065,0.0924407370095836,0.0015535954557584913,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1963,13,0,10817397.1,0.0941988451936466,93.9979857371806,3.1500211291167,0.155202557853768,0.0299532741547628,78.1450586003039,1.8630241903534701,75.0141795333207,91.1748113414783,102.927203454284,82.4676338464856,1.53787104913161,2.58735610946359e-4,98.5991742503375,0.011415178874588,-0.1063343088726,0.0234978834806181,0.00673127602709559,0.0511390405416136,-0.0124894266098918,Australia,Australia,"(1960,1965]",10946000,17.492,82.508,2.054053448109188,7682300,1.42483370865496,62.4450998997696,21.32,8.74,49.60761190056084,62.84934055122174,48.78994267817956,14.059397873042178,3.2874,0.8929,37.502,NA,NA,NA,NA,0.892856999892857,22184791130.025757,2022.3733507523016,NA,NA,4.590424121142599,2.467535045897287,2.2418226830080696,NA,22193078732.22085,2055,NA,NA,NA,NA,1598790380,14.07946561261921,13.478235703934844,27.557701316554052,NA,NA,8472174294.541354,15438010975.473177,30.348608701438792,2608130809.721133,NA,31.32080573497437,NA,57.898793516908455,19.088091896393195,NA,30.156027651250557,NA,2.565201124372714,3.010297162343421,NA,NA,5.302083333333334,NA,NA,57.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,11010.588,9416.12256760904,40.39942736323549,39.55842,19768.8,0.2289088460157363,13.943736,-427.8949076774743,2636.66,2425.3,3531.8,8711.4,4.413999999,4.9399999994,7.017139677719147,2.12,8.636937132912768,0.3042854,3785,4027.4,0.8948582436666824,3442.4,931.4192,1101.181,2341.218,7407.08916015625,3.851717710494995,44.39148635864258,5.242081069946289,0,0,1,1,NA,NA,0.127499998,0.07720000222325324,0.09070060402154922,0.058909913152456285,0.04413999989628791,NA,NA,0.04540284126996994,0.045297762006521226,0.04368260055780411,0.03299999965820462,0.042848069220781326,NA,NA,NA,0.049400000274181365,0.044199999421834946,0.08351241704076529,0.08807463869452477,0.0515249565243721,NA,NA,NA,NA,NA,NA,57.43,85.67,28.86,4209.989,3157.964,1052.025,82.0985318790092,0.36910196747639645,0.0939943324653421,2.0451272830450395e-4,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1968,14,0,11927823.02,0.0943473880771215,94.1143466599458,3.08524048455681,0.153234086973402,0.0312599559712072,78.3014941983684,1.87578854660192,75.2578067688362,91.2964209846911,103.021833289958,82.5860892641714,1.62135998431459,2.47358893132368e-4,98.7045206915502,0.0103094884806209,-0.0662434023101333,0.0335033925734663,0.00652751879583214,0.0532170063483586,-0.0158033632176034,Australia,Australia,"(1965,1970]",12045800,16.3292,83.6708,1.87456636301957,7682300,1.567993960142145,64.9414672194525,20.06,8.879999999999999,49.71958108533732,60.59323402958983,47.125059004818596,13.46817502477124,2.8724,0.8929,43.142,6,6,6,12,0.892856999892857,33698958449.9944,2789.074499480356,177720657.617308,4.9812274,5.600005461250052,3.641936126309588,3.938730655021814,54.375,33379549781.61048,2774,NA,7078627023.09096,893138535.5,2.1606160887237875,1479926046,13.987682625730939,12.586379012312095,26.574061638043034,0.0137214946470667,0,13306691461.89566,23231044909.844326,30.90829259543127,4453354238.996528,NA,33.02147249610366,0.134279472052375,55.893054645696914,22.732119054492603,NA,31.80399222489567,NA,3.48687518247469,1.8232437581062058,NA,NA,5.822916666666666,NA,NA,59.5299987792969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7,63.7,64.7,NA,NA,193,12133.708,11141.374899702756,49.604840882627194,46.58864,30039,0.245966020674687,15.98482,-838.6252262605216,3838.64,3422.32,4407.8,13094.868,4.890333332733334,5.614166666333334,9.322050728470721,1.52,11.400043506634761,0.37664139999999996,5757.8,6486.2,0.8963886002044305,5971.6,1912.364,2205.756,3765.844,11914.2865234375,3.5586299896240234,50.879216003417966,7.13782901763916,0,0,1,1,NA,NA,0.247000014,0.160800002515316,0.11385393440723418,0.04006493976339698,0.048903331905603406,NA,NA,0.06682305410504341,0.04703087881207466,0.044115950167179105,0.11980000324547291,0.03665562197566032,NA,NA,NA,0.05614166557788849,0.04099999964237213,0.11454702317714692,0.12767850011587142,0.04448413588106632,NA,NA,NA,NA,NA,NA,59.53,83.9,35.17,4856.455,3421.814,1434.641,82.4676338464856,0.11845541768580858,0.0941988451936466,1.4854288347489197e-4,2022.3733507523016,766.7011487280542,0.32143807234286736,NA,NA,NA,NA
