"code","name","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"AUS","Australia",1921,3,0.00355,0.00289,0.0042,0.91705,0.92583,0.90876,63.43,65.19,61.98,118490.11,60217.82,58272.29,0,1
"AUS","Australia",1921,13,0.00148,0.00142,0.00155,0.898,0.90818,0.88837,54.69,56.38,53.31,103174.89,51993.91,51180.98,0,1
"AUS","Australia",1921,16,0.00192,0.00181,0.00202,0.89385,0.90414,0.8841,51.94,53.62,50.56,94878.46,47973.97,46904.49,0,1
"AUS","Australia",1921,17,0.00234,0.00217,0.00252,0.89214,0.90251,0.88232,51.04,52.72,49.66,91674.44,46119.54,45554.9,0,1
"AUS","Australia",1921,22,0.00293,0.00254,0.00335,0.88078,0.89142,0.8707,46.66,48.34,45.28,88722.46,43293.79,45428.67,0,1
"AUS","Australia",1921,24,0.00339,0.00314,0.00366,0.87535,0.88627,0.86499,44.95,46.62,43.58,90298.07,43296.31,47001.76,0,1
"AUS","Australia",1921,88,0.21247,0.19573,0.2306,0.06769,0.0897,0.05094,4.11,4.27,3.94,1351.64,657.24,694.4,0,1
"AUS","Australia",1921,90,0.22232,0.21241,0.23395,0.04434,0.06039,0.03237,3.78,3.88,3.66,788.55,366.34,422.21,0,1
"AUS","Australia",1922,2,0.00428,0.00382,0.00471,0.93803,0.94722,0.92932,64.95,66.72,63.48,116970.96,59661.92,57309.04,0,1
"AUS","Australia",1922,5,0.00194,0.00165,0.00223,0.92902,0.93867,0.91989,62.57,64.31,61.12,119152.05,60600,58552.05,0,1
"AUS","Australia",1922,9,0.00134,0.00113,0.00154,0.92258,0.93272,0.91298,58.99,60.71,57.56,116362.74,58707.4,57655.34,0,1
"AUS","Australia",1922,10,0.00131,0.00118,0.00143,0.92135,0.93167,0.91157,58.07,59.78,56.65,113166.85,57057.81,56109.04,0,1
"AUS","Australia",1922,12,0.00115,0.00097,0.00132,0.91898,0.92946,0.90904,56.22,57.92,54.81,107218.08,54559.45,52658.63,0,1
"AUS","Australia",1922,13,0.0014,0.00113,0.00167,0.91793,0.92856,0.90784,55.28,56.97,53.88,104904.11,53004.93,51899.18,0,1
"AUS","Australia",1922,14,0.00165,0.00157,0.00173,0.91664,0.92752,0.90633,54.36,56.04,52.97,103014.8,51906.58,51108.22,0,1
"AUS","Australia",1922,16,0.00161,0.00119,0.00201,0.91372,0.92484,0.90318,52.53,54.2,51.15,98358.63,50207.4,48151.23,0,1
"AUS","Australia",1922,17,0.00187,0.00158,0.00216,0.91225,0.92374,0.90136,51.62,53.26,50.25,94675.06,47864.38,46810.68,0,1
"AUS","Australia",1922,18,0.00199,0.00204,0.00194,0.91054,0.92228,0.89942,50.71,52.35,49.36,91453.7,46003.29,45450.41,0,1
"AUS","Australia",1922,22,0.00293,0.00276,0.00311,0.90162,0.91398,0.8899,47.19,48.8,45.86,90875.07,44765.21,46109.86,0,1
"AUS","Australia",1922,25,0.00305,0.00297,0.00313,0.89358,0.90588,0.88192,44.6,46.22,43.27,89992.6,43145.48,46847.12,0,1
"AUS","Australia",1922,26,0.00361,0.00326,0.004,0.89087,0.90319,0.87916,43.74,45.36,42.4,91102.46,44001.64,47100.82,0,1
"AUS","Australia",1922,27,0.00325,0.00298,0.00354,0.88765,0.90026,0.87566,42.89,44.51,41.57,91892.6,44495.89,47396.71,0,1
"AUS","Australia",1922,34,0.00424,0.00418,0.00429,0.86535,0.87785,0.85343,36.91,38.55,35.56,87217.26,44359.45,42857.81,0,1
"AUS","Australia",1922,36,0.00433,0.00458,0.00408,0.85798,0.87065,0.8459,35.22,36.86,33.87,82758.63,42155.34,40603.29,0,1
"AUS","Australia",1922,54,0.01253,0.01029,0.01453,0.75166,0.77685,0.72858,20.74,22.09,19.65,47859.46,25352.88,22506.58,0,1
"AUS","Australia",1922,55,0.01352,0.01078,0.01592,0.74231,0.7689,0.71807,20,21.32,18.93,46102.46,24750.41,21352.05,0,1
"AUS","Australia",1922,59,0.01726,0.01346,0.02054,0.69865,0.73158,0.66954,17.12,18.3,16.15,41156.99,22053.7,19103.29,0,1
"AUS","Australia",1922,63,0.02523,0.01988,0.02988,0.64412,0.68544,0.60875,14.39,15.39,13.55,31955.34,17053.7,14901.64,0,1
"AUS","Australia",1922,74,0.06453,0.055,0.07401,0.40853,0.46669,0.36228,8.28,8.75,7.83,10900.82,5400.82,5500,0,1
"AUS","Australia",1922,77,0.08652,0.07775,0.0955,0.32517,0.38021,0.28156,7.01,7.38,6.64,8401.64,4152.05,4249.59,0,1
"AUS","Australia",1922,79,0.10418,0.08874,0.12086,0.26643,0.31728,0.22632,6.32,6.64,6.01,6300.82,3050.41,3250.41,0,1
"AUS","Australia",1923,3,0.00296,0.00258,0.00334,0.92529,0.93312,0.91784,63.61,65.18,62.3,116771.78,59612.33,57159.45,0,1
"AUS","Australia",1923,8,0.00134,0.00103,0.00165,0.91539,0.92412,0.90708,59.27,60.79,58.01,123307.4,62304.11,61003.29,0,1
"AUS","Australia",1923,13,0.00131,0.00104,0.00157,0.90933,0.91814,0.90096,54.65,56.17,53.39,107517.26,54709.04,52808.22,0,1
"AUS","Australia",1923,15,0.00161,0.00143,0.00179,0.90672,0.91597,0.89793,52.81,54.3,51.57,103364.38,52156.16,51208.22,0,1
"AUS","Australia",1923,19,0.00259,0.00249,0.00269,0.89951,0.90943,0.89009,49.21,50.68,48,91952.88,46352.88,45600,0,1
"AUS","Australia",1923,20,0.00247,0.00253,0.00241,0.89719,0.90717,0.88771,48.34,49.8,47.13,92148.77,46300,45848.77,0,1
"AUS","Australia",1923,41,0.00534,0.00432,0.0063,0.82517,0.83512,0.81572,30.53,32.09,29.25,72454.52,37052.88,35401.64,0,1
"AUS","Australia",1923,61,0.01813,0.01463,0.02116,0.65635,0.69144,0.62594,15.32,16.3,14.5,38755.35,20802.47,17952.88,0,1
"AUS","Australia",1924,4,0.00248,0.00203,0.00291,0.92594,0.93203,0.92011,63.43,65.16,61.99,116670.96,59561.92,57109.04,0,1
"AUS","Australia",1924,5,0.00169,0.00114,0.00221,0.92364,0.93014,0.91744,62.58,64.3,61.16,115340.55,58695.89,56644.66,0,1
"AUS","Australia",1924,13,0.00113,0.00099,0.00127,0.91353,0.92116,0.90624,55.24,56.89,53.88,110759.46,56152.88,54606.58,0,1
"AUS","Australia",1924,16,0.0018,0.00143,0.00216,0.90962,0.91776,0.90184,52.47,54.09,51.13,103814.79,52456.16,51358.63,0,1
"AUS","Australia",1924,17,0.00221,0.00165,0.00275,0.90798,0.91645,0.89989,51.56,53.17,50.24,101110.69,51702.47,49408.22,0,1
"AUS","Australia",1924,41,0.00489,0.00445,0.00531,0.83297,0.84233,0.8241,30.98,32.66,29.61,73554.52,37702.47,35852.05,0,1
"AUS","Australia",1924,43,0.00574,0.00466,0.00675,0.8237,0.83424,0.81374,29.32,30.97,27.97,71455.35,36752.88,34702.47,0,1
"AUS","Australia",1925,5,0.00178,0.00149,0.00206,0.92968,0.93621,0.92343,62.9,64.78,61.32,116922.19,59712.33,57209.86,0,1
"AUS","Australia",1925,7,0.0014,0.00099,0.00178,0.9265,0.93352,0.91978,61.11,62.97,59.56,118087.67,59994.25,58093.42,0,1
"AUS","Australia",1925,11,0.00103,0.00087,0.00119,0.92169,0.92955,0.91418,57.42,59.23,55.91,121170.96,61209.86,59961.1,0,1
"AUS","Australia",1925,12,0.00119,9e-04,0.00147,0.92074,0.92874,0.91309,56.48,58.28,54.98,117513.15,59357.81,58155.34,0,1
"AUS","Australia",1925,17,0.00189,0.0015,0.00226,0.91435,0.92316,0.90593,51.85,53.61,50.39,104567.67,53058.63,51509.04,0,1
"AUS","Australia",1925,18,0.00212,0.00178,0.00245,0.91263,0.92178,0.90388,50.95,52.69,49.51,101965.2,52356.16,49609.04,0,1
"AUS","Australia",1925,19,0.00251,0.0024,0.00261,0.9107,0.92015,0.90167,50.06,51.79,48.63,100062.73,51510.68,48552.05,0,1
"AUS","Australia",1925,23,0.00246,0.00239,0.00252,0.90113,0.91066,0.89204,46.57,48.3,45.13,94707.4,47906.58,46800.82,0,1
"AUS","Australia",1925,33,0.00358,0.00325,0.00391,0.87249,0.882,0.8634,37.92,39.7,36.46,94763.56,47454.52,47309.04,0,1
"AUS","Australia",1925,47,0.00725,0.00613,0.00829,0.80894,0.82498,0.79389,26.3,27.93,24.96,61510.68,31805.75,29704.93,0,1
"AUS","Australia",1925,61,0.01821,0.01388,0.02197,0.6781,0.71658,0.6444,15.83,16.95,14.9,41553.69,22252.05,19301.64,0,1
"AUS","Australia",1925,69,0.03935,0.03112,0.0467,0.53585,0.59024,0.49094,10.88,11.63,10.23,23307.4,12403.29,10904.11,0,1
"AUS","Australia",1926,6,0.00156,0.00142,0.0017,0.92734,0.93621,0.91889,61.74,63.45,60.3,117172.6,59812.33,57360.27,0,1
"AUS","Australia",1926,14,0.00149,0.00121,0.00175,0.91779,0.92806,0.908,54.34,55.97,52.98,114568.49,57758.63,56809.86,0,1
"AUS","Australia",1926,16,0.00186,0.00142,0.00227,0.91495,0.92571,0.90469,52.5,54.11,51.17,109268.49,55959.45,53309.04,0,1
"AUS","Australia",1927,15,0.00137,0.00098,0.00174,0.91438,0.92297,0.9062,53.53,55.09,52.21,115268.49,58258.63,57009.86,0,1
"AUS","Australia",1927,19,0.00241,0.00227,0.00254,0.90808,0.91736,0.89924,49.89,51.42,48.6,107418.08,55158.63,52259.45,0,1
"AUS","Australia",1927,46,0.00652,0.00509,0.00787,0.8134,0.82746,0.80019,26.88,28.37,25.63,70755.35,36452.88,34302.47,0,1
"AUS","Australia",1927,61,0.01783,0.01461,0.0207,0.67298,0.7082,0.64152,15.69,16.69,14.85,42899.18,22848.77,20050.41,0,1
"AUS","Australia",1927,79,0.10498,0.09268,0.11842,0.26646,0.3141,0.22847,6.13,6.5,5.73,7150.41,3400,3750.41,0,1
"AUS","Australia",1928,4,0.00193,0.00177,0.0021,0.92961,0.93559,0.92394,63.62,65.13,62.33,127437.26,64693.42,62743.84,0,1
"AUS","Australia",1928,16,0.00171,0.00124,0.00217,0.91331,0.92079,0.90621,52.66,54.09,51.44,116467.67,59108.22,57359.45,0,1
"AUS","Australia",1928,17,0.00164,0.00131,0.00196,0.91175,0.91965,0.90424,51.75,53.15,50.55,114160.28,58503.29,55656.99,0,1
"AUS","Australia",1928,20,0.00246,0.0021,0.00279,0.90599,0.91438,0.89805,49.06,50.45,47.89,109018.08,56308.22,52709.86,0,1
"AUS","Australia",1928,49,0.00877,0.00711,0.01033,0.79287,0.80513,0.78138,24.63,26.03,23.43,63409.86,32704.93,30704.93,0,1
"AUS","Australia",1929,14,0.00131,0.00105,0.00156,0.91965,0.92908,0.91079,54.42,56.22,52.89,126107.4,63553.7,62553.7,0,1
"AUS","Australia",1929,15,0.00154,0.00118,0.00189,0.91845,0.9281,0.90937,53.49,55.28,51.98,123370.96,62359.45,61011.51,0,1
"AUS","Australia",1929,17,0.00167,0.0014,0.00194,0.91533,0.92562,0.90564,51.67,53.42,50.19,117416.44,59756.99,57659.45,0,1
"AUS","Australia",1929,20,0.00236,0.00203,0.00268,0.90976,0.92064,0.89952,48.97,50.7,47.52,111502.47,57703.29,53799.18,0,1
"AUS","Australia",1929,31,0.00335,0.0029,0.0038,0.87963,0.89138,0.86861,39.45,41.17,38,94604.93,47056.16,47548.77,0,1
"AUS","Australia",1929,41,0.00454,0.00385,0.0052,0.84259,0.85625,0.82972,30.95,32.64,29.53,88214.8,45156.99,43057.81,0,1
"AUS","Australia",1929,46,0.00655,0.00562,0.00743,0.81771,0.83383,0.80261,26.81,28.45,25.44,72852.87,37551.23,35301.64,0,1
"AUS","Australia",1929,47,0.00727,0.00583,0.00862,0.81237,0.82916,0.79667,25.98,27.61,24.63,71503.28,36901.64,34601.64,0,1
"AUS","Australia",1929,53,0.01148,0.00923,0.01364,0.76756,0.79001,0.7468,21.31,22.82,20.06,55753.69,28501.64,27252.05,0,1
"AUS","Australia",1929,54,0.01246,0.00988,0.01492,0.7588,0.78276,0.73669,20.55,22.02,19.33,54301.64,27750.41,26551.23,0,1
"AUS","Australia",1929,64,0.02755,0.02077,0.03367,0.63408,0.67795,0.59527,13.51,14.57,12.62,39554.52,20852.05,18702.47,0,1
"AUS","Australia",1929,77,0.08756,0.07381,0.1013,0.32135,0.3806,0.27414,6.74,7.22,6.27,10150.41,5100,5050.41,0,1
"AUS","Australia",1930,8,0.00117,0.00092,0.00141,0.93123,0.93759,0.92522,61.61,63.27,60.16,130595.07,66547.95,64047.12,0,1
"AUS","Australia",1930,9,0.00105,0.00083,0.00127,0.93015,0.93673,0.92392,60.68,62.33,59.24,126291.51,64419.73,61871.78,0,1
"AUS","Australia",1930,12,0.00096,0.00082,0.0011,0.92734,0.93442,0.92065,57.86,59.48,56.45,120133.97,60892.6,59241.37,0,1
"AUS","Australia",1930,19,0.00212,0.00177,0.00246,0.91878,0.92717,0.91083,51.36,52.91,50.02,115806.57,59550.41,56256.16,0,1
"AUS","Australia",1930,22,0.00229,0.00233,0.00225,0.91264,0.92144,0.9043,48.7,50.23,47.37,110512.33,57153.7,53358.63,0,1
"AUS","Australia",1930,33,0.0029,0.00279,0.00302,0.88383,0.89239,0.8757,39.1,40.68,37.72,94741.37,46745.48,47995.89,0,1
"AUS","Australia",1930,36,0.00377,0.00335,0.0042,0.87519,0.88433,0.86649,36.47,38.04,35.11,95596.71,47446.3,48150.41,0,1
"AUS","Australia",1930,43,0.0048,0.004,0.00556,0.84887,0.85941,0.83881,30.48,32.04,29.14,84606.58,43352.88,41253.7,0,1
"AUS","Australia",1930,47,0.0062,0.00533,0.00703,0.82929,0.84194,0.81727,27.15,28.66,25.86,72202.46,37200.82,35001.64,0,1
"AUS","Australia",1930,50,0.00901,0.00664,0.01126,0.81201,0.82623,0.79858,24.7,26.17,23.43,65815.62,33857.81,31957.81,0,1
"AUS","Australia",1930,52,0.00973,0.00775,0.01161,0.79843,0.815,0.78287,23.1,24.52,21.88,58910.68,30255.34,28655.34,0,1
"AUS","Australia",1930,61,0.01607,0.01253,0.01946,0.70651,0.73964,0.67622,16.47,17.52,15.55,45201.64,23100.82,22100.82,0,1
"AUS","Australia",1930,66,0.02955,0.02388,0.03477,0.62863,0.67107,0.59075,13.17,14.02,12.41,36002.46,18800.82,17201.64,0,1
"AUS","Australia",1930,67,0.03122,0.02567,0.0363,0.61033,0.65523,0.57056,12.55,13.35,11.83,33854.52,17752.05,16102.47,0,1
"AUS","Australia",1930,80,0.10649,0.09539,0.11851,0.27426,0.32035,0.23635,6.34,6.74,5.91,7389.53,3544.24,3845.29,0,1
"AUS","Australia",1930,82,0.12628,0.11127,0.14387,0.22484,0.26771,0.18972,5.53,5.88,5.14,5236.12,2387.96,2848.16,0,1
"AUS","Australia",1930,88,0.19297,0.177,0.21433,0.08693,0.11306,0.06564,3.83,3.98,3.65,1521.47,644.72,876.75,0,1
"AUS","Australia",1931,4,0.00179,0.00159,0.00198,0.94652,0.95275,0.94063,64.98,66.64,63.52,124584.38,63342.19,61242.19,0,1
"AUS","Australia",1931,5,0.00154,0.00128,0.00179,0.94483,0.95123,0.93877,64.09,65.75,62.65,127042.2,64247.95,62794.25,0,1
"AUS","Australia",1931,12,0.00106,0.00079,0.00132,0.93641,0.94442,0.92881,57.64,59.2,56.28,117141.37,59596.71,57544.66,0,1
"AUS","Australia",1931,15,0.00129,0.00102,0.00156,0.93327,0.94206,0.92494,54.83,56.34,53.51,124276.17,62789.32,61486.85,0,1
"AUS","Australia",1931,16,0.00131,0.00113,0.00149,0.93207,0.9411,0.9235,53.9,55.4,52.6,126754.52,63852.05,62902.47,0,1
"AUS","Australia",1931,17,0.00156,0.00135,0.00177,0.93085,0.94004,0.92213,52.97,54.46,51.67,124018.09,62756.99,61261.1,0,1
"AUS","Australia",1931,18,0.00183,0.00182,0.00184,0.92939,0.93877,0.9205,52.05,53.53,50.76,120808.22,61304.11,59504.11,0,1
"AUS","Australia",1931,19,0.00194,0.00155,0.00232,0.92769,0.93706,0.91881,51.14,52.63,49.86,118162.74,60154.52,58008.22,0,1
"AUS","Australia",1931,31,0.00314,0.00284,0.00342,0.90004,0.90875,0.89174,40.52,42.06,39.18,97575.06,49464.38,48110.68,0,1
"AUS","Australia",1931,33,0.00303,0.00285,0.00321,0.89385,0.90258,0.88554,38.79,40.34,37.45,94052.88,46754.52,47298.36,0,1
"AUS","Australia",1931,46,0.00582,0.00514,0.00646,0.84411,0.85594,0.83285,27.65,29.16,26.35,78464.38,40355.34,38109.04,0,1
"AUS","Australia",1931,47,0.0065,0.00578,0.00718,0.83921,0.85155,0.82749,26.81,28.3,25.52,74264.38,38308.22,35956.16,0,1
"AUS","Australia",1931,82,0.12441,0.11164,0.13901,0.21199,0.25905,0.17397,5.33,5.61,5.01,5434.72,2526.78,2907.94,0,1
"AUS","Australia",1931,88,0.20173,0.18257,0.22704,0.07678,0.1006,0.05767,3.79,3.99,3.54,1601.55,691.59,909.96,0,1
"AUS","Australia",1931,90,0.24967,0.2377,0.26661,0.0495,0.06771,0.03505,3.34,3.46,3.19,927.38,391.28,536.1,0,1
"AUS","Australia",1932,12,0.00105,0.00085,0.00124,0.93708,0.94426,0.93028,57.88,59.48,56.49,118570.14,60561.1,58009.04,0,1
"AUS","Australia",1932,15,0.00127,0.00101,0.00152,0.93392,0.94174,0.92651,55.07,56.64,53.71,121702.46,61600.82,60101.64,0,1
"AUS","Australia",1932,20,0.00211,0.0017,0.0025,0.92658,0.9351,0.9185,50.49,52.02,49.15,118013.15,60004.93,58008.22,0,1
"AUS","Australia",1932,29,0.0023,0.00221,0.00239,0.90691,0.91568,0.8986,42.48,44.02,41.14,99947.13,51599.18,48347.95,0,1
"AUS","Australia",1932,30,0.00244,0.00238,0.00249,0.90483,0.91366,0.89646,41.58,43.12,40.24,1e+05,51400.82,48599.18,0,1
"AUS","Australia",1932,55,0.01204,0.00951,0.01448,0.78528,0.80428,0.76748,20.55,21.92,19.36,54952.87,27952.05,27000.82,0,1
"AUS","Australia",1933,9,0.00104,0.00082,0.00125,0.94074,0.9464,0.93538,60.47,62.2,58.96,126833.97,64291.78,62542.19,0,1
"AUS","Australia",1933,14,0.00108,0.00089,0.00126,0.93605,0.94241,0.93002,55.76,57.45,54.28,116892.6,59497.53,57395.07,0,1
"AUS","Australia",1933,16,0.00137,0.00112,0.00161,0.93395,0.94069,0.92755,53.88,55.56,52.42,121552.87,61451.23,60101.64,0,1
"AUS","Australia",1933,17,0.00129,0.00105,0.00152,0.93267,0.93963,0.92606,52.95,54.62,51.51,124175.34,62638.9,61536.44,0,1
"AUS","Australia",1933,23,0.0022,0.002,0.00239,0.92208,0.92982,0.91472,47.52,49.16,46.11,112963.56,58305.75,54657.81,0,1
"AUS","Australia",1933,25,0.00229,0.00217,0.00241,0.91809,0.92598,0.91059,45.73,47.36,44.31,109961.1,56703.29,53257.81,0,1
"AUS","Australia",1934,15,0.00127,0.00078,0.00173,0.92935,0.93674,0.92231,54.54,56.04,53.21,116892.6,59497.53,57395.07,0,1
"AUS","Australia",1935,17,0.00141,0.00122,0.0016,0.93144,0.93925,0.92398,52.63,54.34,51.13,119733.15,60592.6,59140.55,0,1
"AUS","Australia",1935,19,0.00195,0.00158,0.00231,0.92844,0.93667,0.92058,50.8,52.48,49.32,123875.34,62438.9,61436.44,0,1
"AUS","Australia",1936,9,0.00099,0.00071,0.00127,0.93822,0.94362,0.93306,60.39,62.14,58.83,123583.56,62541.37,61042.19,0,1
"AUS","Australia",1936,51,0.00841,0.00618,0.01055,0.81462,0.82911,0.80067,23.41,24.96,22.02,75063.56,38404.93,36658.63,0,1
"AUS","Australia",1937,12,0.00097,7e-04,0.00123,0.94073,0.94684,0.93491,57.77,59.68,56.08,125909.04,63352.05,62556.99,0,1
"AUS","Australia",1937,16,0.0013,0.00105,0.00153,0.93647,0.94332,0.92995,54.03,55.89,52.37,125991.51,64319.73,61671.78,0,1
"AUS","Australia",1937,17,0.00151,0.00127,0.00173,0.93526,0.94233,0.92852,53.09,54.95,51.44,118470.96,60511.51,57959.45,0,1
"AUS","Australia",1937,54,0.01109,0.00871,0.01337,0.7993,0.82156,0.77822,21.09,22.6,19.75,67203.29,34300.82,32902.47,0,1
"AUS","Australia",1937,55,0.01145,0.00903,0.01377,0.79049,0.81444,0.76789,20.32,21.79,19.01,65552.87,33500.82,32052.05,0,1
"AUS","Australia",1937,72,0.0548,0.04602,0.06371,0.50415,0.56487,0.44984,9.29,9.97,8.65,28753.69,14301.64,14452.05,0,1
"AUS","Australia",1937,78,0.09587,0.08088,0.11211,0.32608,0.3848,0.27588,6.68,7.16,6.19,14902.46,7151.23,7751.23,0,1
"AUS","Australia",1937,82,0.1283,0.11007,0.14894,0.21402,0.26351,0.17277,5.19,5.57,4.77,7835.01,3679.51,4155.5,0,1
"AUS","Australia",1938,15,0.00125,0.001,0.0015,0.93788,0.94595,0.93019,54.96,56.68,53.41,129145.48,65446.3,63699.18,0,1
"AUS","Australia",1938,51,0.00806,0.00688,0.00922,0.82484,0.84224,0.80815,23.38,24.89,22.02,79456.99,40352.88,39104.11,0,1
"AUS","Australia",1939,10,0.00067,0.00056,0.00078,0.94304,0.94991,0.9365,59.61,61.58,57.85,122339.72,62297.53,60042.19,0,1
"AUS","Australia",1939,41,0.00369,0.003,0.00438,0.8801,0.89239,0.86842,31.53,33.3,29.95,90907.4,45207.4,45700,0,1
"AUS","Australia",1939,71,0.0445,0.03815,0.05138,0.52319,0.58411,0.46809,9.58,10.33,8.86,31856.98,15352.05,16504.93,0,1
"AUS","Australia",1940,21,0.0018,0.00145,0.00214,0.93093,0.93991,0.92236,49.76,51.78,47.95,116693.43,59247.95,57445.48,0,1
"AUS","Australia",1940,30,0.00231,0.00215,0.00247,0.91335,0.92435,0.90283,41.63,43.57,39.89,111964.39,57906.58,54057.81,0,1
"AUS","Australia",1940,36,0.00276,0.00241,0.00308,0.89971,0.91111,0.88883,36.21,38.16,34.47,97500,50701.64,46798.36,0,1
"AUS","Australia",1940,39,0.0036,0.00289,0.00428,0.89169,0.90379,0.8802,33.52,35.45,31.79,98198.35,50200.82,47997.53,0,1
"AUS","Australia",1940,71,0.04234,0.0353,0.04998,0.5289,0.59523,0.46916,9.92,10.67,9.18,32750.41,15650.41,17100,0,1
"AUS","Australia",1940,85,0.17032,0.15392,0.19133,0.13579,0.17921,0.10052,4.44,4.69,4.13,4780.11,2096.99,2683.12,0,1
"AUS","Australia",1940,86,0.1868,0.17077,0.20782,0.11447,0.1536,0.08297,4.17,4.39,3.9,3501.29,1529.16,1972.13,0,1
"AUS","Australia",1940,90,0.25638,0.23108,0.2949,0.04943,0.06992,0.03332,3.26,3.42,3.02,1203.36,472.46,730.9,0,1
"AUS","Australia",1941,17,0.00108,0.00078,0.00139,0.93506,0.94291,0.92758,53.45,55.21,51.84,126783.56,63941.37,62842.19,0,1
"AUS","Australia",1941,19,0.0017,0.00133,0.00206,0.93267,0.94119,0.92454,51.58,53.31,50.01,130694.25,66446.3,64247.95,0,1
"AUS","Australia",1941,24,0.00188,0.00161,0.00215,0.92445,0.93417,0.91517,47.02,48.69,45.49,120652.05,60650.41,60001.64,0,1
"AUS","Australia",1941,88,0.20712,0.18963,0.23113,0.06947,0.09378,0.04947,3.6,3.73,3.42,2098.82,887.91,1210.91,0,1
"AUS","Australia",1942,16,0.00145,9e-04,0.00199,0.93634,0.94391,0.92913,54.1,55.78,52.57,126393.43,63348.77,63044.66,0,1
"AUS","Australia",1942,17,0.00142,0.00124,0.0016,0.93498,0.94307,0.92728,53.17,54.83,51.67,125909.04,63101.64,62807.4,0,1
"AUS","Australia",1942,24,0.00149,0.00153,0.00145,0.92524,0.93316,0.91769,46.7,48.38,45.17,118732.33,59590.96,59141.37,0,1
"AUS","Australia",1942,25,0.00148,0.00168,0.00128,0.92387,0.93174,0.91636,45.76,47.45,44.24,120350.41,60248.77,60101.64,0,1
"AUS","Australia",1943,17,0.00127,0.00091,0.00162,0.93654,0.94392,0.9295,53.63,55.15,52.25,126294.25,63199.18,63095.07,0,1
"AUS","Australia",1943,19,0.00107,0.00105,0.00109,0.93425,0.94219,0.92668,51.76,53.25,50.4,126383.56,63591.78,62791.78,0,1
"AUS","Australia",1943,22,0.00126,0.0013,0.00121,0.93085,0.93825,0.9238,48.95,50.46,47.56,125437.81,63466.85,61970.96,0,1
"AUS","Australia",1944,11,0.00084,0.00064,0.00102,0.95295,0.95861,0.94755,60.24,61.74,58.83,105993.42,54195.89,51797.53,0,1
"AUS","Australia",1944,15,0.00097,0.00072,0.00122,0.9495,0.95603,0.94327,56.45,57.9,55.09,122339.72,61997.53,60342.19,0,1
"AUS","Australia",1944,16,0.00103,0.00061,0.00144,0.94858,0.95534,0.94212,55.51,56.95,54.16,122508.22,61555.34,60952.88,0,1
"AUS","Australia",1944,17,0.00116,0.00085,0.00146,0.9476,0.95476,0.94076,54.56,55.98,53.23,123432.33,61890.14,61542.19,0,1
"AUS","Australia",1944,19,0.00114,0.00103,0.00124,0.94544,0.95289,0.93832,52.68,54.09,51.37,125509.04,62801.64,62707.4,0,1
"AUS","Australia",1944,21,0.00107,0.00138,0.00077,0.94344,0.95092,0.93629,50.79,52.2,49.48,128192.61,64343.84,63848.77,0,1
"AUS","Australia",1944,22,0.00127,0.00134,0.0012,0.94243,0.94962,0.93556,49.85,51.27,48.52,129193.43,64945.48,64247.95,0,1
"AUS","Australia",1944,24,0.0014,0.00167,0.00114,0.93996,0.94687,0.93337,47.98,49.41,46.63,116622.19,58512.33,58109.86,0,1
"AUS","Australia",1944,25,0.00134,0.00144,0.00124,0.93864,0.94529,0.9323,47.04,48.5,45.68,114388.5,56943.84,57444.66,0,1
"AUS","Australia",1944,26,0.00144,0.00173,0.00113,0.93739,0.94393,0.93115,46.11,47.56,44.74,117381.92,58240.55,59141.37,0,1
"AUS","Australia",1944,28,0.00165,0.00175,0.00154,0.93482,0.94047,0.92949,44.23,45.74,42.82,121922.47,60486.03,61436.44,0,1
"AUS","Australia",1944,30,0.00169,0.00194,0.00144,0.93161,0.93683,0.9267,42.38,43.91,40.94,121914.79,60904.11,61010.68,0,1
"AUS","Australia",1944,31,0.00158,0.00177,0.0014,0.93004,0.93501,0.92537,41.45,42.99,40,118756.99,59702.47,59054.52,0,1
"AUS","Australia",1944,32,0.00195,0.00206,0.00185,0.92857,0.93336,0.92408,40.51,42.07,39.05,115962.74,58653.7,57309.04,0,1
"AUS","Australia",1944,34,0.00197,0.00211,0.00185,0.92486,0.9294,0.92062,38.67,40.24,37.2,110912.33,57105.75,53806.58,0,1
"AUS","Australia",1945,2,0.00181,0.00126,0.00234,0.96671,0.9705,0.96309,68.73,70.41,67.16,131883.56,67341.37,64542.19,0,1
"AUS","Australia",1945,7,0.00083,0.00068,0.00098,0.95971,0.96464,0.95501,64.21,65.82,62.71,113752.87,57952.05,55800.82,0,1
"AUS","Australia",1945,13,0.00075,6e-04,9e-04,0.95507,0.96057,0.94983,58.51,60.09,57.03,112055.61,57079.45,54976.16,0,1
"AUS","Australia",1945,14,9e-04,6e-04,0.00118,0.95435,0.95999,0.94897,57.55,59.12,56.08,118043.83,59946.3,58097.53,0,1
"AUS","Australia",1945,15,0.00082,5e-04,0.00114,0.9535,0.95941,0.94785,56.6,58.16,55.15,119890.14,60994.25,58895.89,0,1
"AUS","Australia",1945,16,0.00098,7e-04,0.00126,0.95271,0.95894,0.94677,55.65,57.19,54.21,122189.31,61847.12,60342.19,0,1
"AUS","Australia",1945,21,0.00089,0.00083,0.00095,0.94738,0.95456,0.94051,50.95,52.44,49.56,125283.56,62591.78,62691.78,0,1
