"code","name","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"FIN","Finland",1964,23,0.00104,0.00034,0.00171,0.96743,0.9748,0.96043,48.51,51.71,45.09,56798,28642,28156,0,1
"FIN","Finland",1965,21,0.00103,0.00035,0.00168,0.96978,0.97596,0.9639,50.14,53.56,46.56,67481,34441,33040,0,1
"FIN","Finland",1968,21,0.00081,3e-04,0.0013,0.97391,0.97906,0.96901,50.52,54.05,46.81,94504,48436,46068,0,1
"FIN","Finland",1968,27,0.00112,0.00035,0.00187,0.96804,0.97595,0.96053,44.8,48.21,41.2,54468,27441,27027,0,1
"FIN","Finland",1969,13,0.00027,0.00014,0.00039,0.97906,0.98229,0.97598,58.09,61.86,54.2,83944,42795,41149,0,1
"FIN","Finland",1970,20,0.00076,0.00035,0.00113,0.9753,0.98085,0.97002,51.98,55.78,48.03,91598,47555,44043,0,1
"FIN","Finland",1972,5,0.00047,0.00031,0.00062,0.98565,0.98841,0.98303,66.89,70.9,62.75,73195,37166,36029,0,1
"FIN","Finland",1973,2,0.00047,0.00027,0.00067,0.98858,0.99021,0.98706,70.19,74.42,65.84,61736,31525,30211,0,1
"FIN","Finland",1973,3,0.00053,0.00036,0.00068,0.98811,0.98994,0.98639,69.22,73.44,64.89,64379,32979,31400,0,1
"FIN","Finland",1973,30,0.00123,0.00032,0.0021,0.96724,0.97835,0.9568,43.36,47.14,39.37,50756,25884,24872,0,1
"FIN","Finland",1973,42,0.00323,0.00124,0.0052,0.94427,0.9663,0.92356,32.24,35.63,28.54,59674,29850,29824,0,1
"FIN","Finland",1973,50,0.0065,0.00314,0.01049,0.9089,0.94861,0.87086,25.32,28.21,22,53028,24029,28999,0,1
"FIN","Finland",1975,43,0.00331,0.00163,0.00496,0.94316,0.96632,0.92141,31.73,35.06,28.05,56995,28886,28109,0,1
"FIN","Finland",1975,48,0.00499,0.0023,0.00778,0.92228,0.95488,0.89155,27.39,30.45,23.9,57051,27993,29058,0,1
"FIN","Finland",1977,6,0.00033,0.00013,0.00051,0.98862,0.99001,0.9873,67.34,71.73,62.83,62224,31731,30493,0,1
"FIN","Finland",1977,32,0.00127,4e-04,0.0021,0.9705,0.98061,0.961,42.28,46.26,38.08,65929,33821,32108,0,1
"FIN","Finland",1977,50,0.00722,0.00302,0.01163,0.91806,0.95512,0.88301,26.05,29.19,22.44,56317,27433,28884,0,1
"FIN","Finland",1977,53,0.00741,0.00328,0.01223,0.89775,0.94555,0.85207,23.6,26.47,20.2,54698,24976,29722,0,1
"FIN","Finland",1978,1,0.00067,0.00044,9e-04,0.99247,0.99319,0.99178,72.63,76.96,68.15,65797,33712,32085,0,1
"FIN","Finland",1978,2,0.00044,0.00025,0.00063,0.9918,0.99276,0.99089,71.68,75.99,67.21,64453,33132,31321,0,1
"FIN","Finland",1978,23,7e-04,0.00025,0.00112,0.98214,0.98725,0.97729,51.26,55.35,46.96,81191,41169,40022,0,1
"FIN","Finland",1978,46,0.00438,0.00153,0.00722,0.94302,0.9672,0.92028,29.79,33.19,25.98,56283,28370,27913,0,1
"FIN","Finland",1978,48,0.00504,0.00207,0.0081,0.93399,0.96289,0.90677,28.07,31.33,24.36,58194,28569,29625,0,1
"FIN","Finland",1979,1,0.00057,0.00045,0.00067,0.9924,0.99277,0.99205,72.92,77.12,68.53,64792,33131,31661,0,1
"FIN","Finland",1979,2,0.00038,0.00022,0.00054,0.99184,0.99233,0.99138,71.96,76.15,67.58,65651,33629,32022,0,1
"FIN","Finland",1979,4,0.00032,2e-04,0.00044,0.99119,0.99192,0.99049,70.01,74.18,65.64,61285,31179,30106,0,1
"FIN","Finland",1979,20,0.00081,0.00027,0.00133,0.98478,0.98787,0.98184,54.4,58.45,50.13,74608,38196,36412,0,1
"FIN","Finland",1979,45,0.00394,0.00178,0.0061,0.94645,0.96793,0.92629,30.97,34.31,27.22,50977,25633,25344,0,1
"FIN","Finland",1979,47,0.00419,0.00187,0.00652,0.93911,0.96399,0.91571,29.21,32.45,25.52,55993,28152,27841,0,1
"FIN","Finland",1980,1,0.00058,0.00045,0.00071,0.99244,0.99325,0.99165,73.21,77.38,68.83,63337,32478,30859,0,1
"FIN","Finland",1980,3,0.00031,0.00022,0.00039,0.99153,0.99258,0.99052,71.27,75.44,66.9,65590,33587,32003,0,1
"FIN","Finland",1980,36,0.00176,0.00064,0.00283,0.9685,0.98078,0.95699,39.45,43.09,35.47,62499,32095,30404,0,1
"FIN","Finland",1980,46,0.00323,0.00135,0.00509,0.94495,0.9683,0.92302,30.29,33.57,26.57,50770,25491,25279,0,1
"FIN","Finland",1981,7,0.00024,1e-04,0.00036,0.99163,0.99304,0.99029,67.58,71.65,63.29,55962,28794,27168,0,1
"FIN","Finland",1981,16,0.00045,0.00016,0.00073,0.98894,0.99154,0.98645,58.75,62.75,54.52,76281,38932,37349,0,1
"FIN","Finland",1981,23,0.00077,0.00016,0.00134,0.98468,0.98954,0.98006,51.99,55.87,47.85,77049,39566,37483,0,1
"FIN","Finland",1982,0,0.00606,0.00569,0.00641,1,1,1,74.53,78.59,70.22,63260,32318,30942,0,1
"FIN","Finland",1982,17,0.00042,0.00014,7e-04,0.98952,0.99108,0.98804,58.28,62.27,54.02,76227,38908,37319,0,1
"FIN","Finland",1982,23,0.00078,0.00028,0.00126,0.98586,0.98934,0.98253,52.48,56.37,48.31,73382,37542,35840,0,1
"FIN","Finland",1982,32,0.00112,0.00045,0.00174,0.97724,0.98543,0.96951,43.9,47.58,39.89,88294,45769,42525,0,1
"FIN","Finland",1983,23,0.00073,0.00024,0.00119,0.9851,0.9886,0.98177,52.44,56.19,48.38,75583,38706,36877,0,1
"FIN","Finland",1983,48,0.00367,0.00149,0.00585,0.94198,0.96403,0.92124,29.11,32.2,25.52,52508,26111,26397,0,1
"FIN","Finland",1984,1,0.00039,0.00037,0.00041,0.99362,0.99429,0.99297,74.22,78.21,69.99,66123,34006,32117,0,1
"FIN","Finland",1985,21,0.00056,0.00021,9e-04,0.98692,0.99005,0.98392,54.32,58.26,50.16,76726,39190,37536,0,1
"FIN","Finland",1986,6,9e-05,0,0.00018,0.99307,0.99424,0.99195,69.28,73.21,65.14,63817,32416,31401,0,1
"FIN","Finland",1987,12,8e-05,0,0.00015,0.99127,0.99237,0.99022,63.44,67.3,59.35,62026,31550,30476,0,1
"FIN","Finland",1989,10,0.00017,3e-05,3e-04,0.99178,0.99256,0.99103,65.58,69.48,61.5,64345,32940,31405,0,1
"FIN","Finland",1989,13,0.00024,3e-05,0.00044,0.9914,0.99238,0.99046,62.6,66.5,58.54,65111,33446,31665,0,1
"FIN","Finland",1989,19,0.00088,0.00023,0.00151,0.98802,0.99059,0.98556,56.8,60.61,52.81,64761,33136,31625,0,1
"FIN","Finland",1990,55,0.00678,0.00289,0.01083,0.90262,0.94365,0.86428,23.88,26.37,20.88,50612,24751,25861,0,1
"FIN","Finland",1992,2,0.00011,3e-05,0.00018,0.99448,0.99515,0.99383,74.07,77.83,70.12,63432,32442,30990,0,1
"FIN","Finland",1992,53,0.00554,0.00255,0.00859,0.91966,0.95275,0.8887,25.99,28.6,22.9,57705,28748,28957,0,1
"FIN","Finland",1993,19,7e-04,0.00017,0.00121,0.99131,0.99317,0.98952,57.5,60.99,53.81,56684,29169,27515,0,1
"FIN","Finland",1993,28,0.00098,0.00027,0.00166,0.98425,0.98968,0.97909,48.87,52.19,45.33,75976,38907,37069,0,1
"FIN","Finland",1996,0,0.0039,0.00337,0.0044,1,1,1,76.87,80.55,73.03,62811,32069,30742,0,1
"FIN","Finland",1996,20,0.00072,0.00019,0.00123,0.99135,0.99305,0.98973,57.48,61.07,53.71,65398,33573,31825,0,1
"FIN","Finland",1998,1,0.00035,0.00024,0.00046,0.99591,0.99627,0.99556,76.57,80.15,72.84,60637,31069,29568,0,1
"FIN","Finland",2001,0,0.00322,0.00231,0.00408,1,1,1,78.14,81.54,74.58,56550,29124,27426,0,1
"FIN","Finland",2001,31,0.00087,0.00029,0.00143,0.98407,0.99135,0.97717,48.13,51.12,44.9,65507,33557,31950,0,1
"FIN","Finland",2002,11,9e-05,0,0.00018,0.99555,0.99591,0.99521,67.61,70.86,64.22,66546,34070,32476,0,1
"FIN","Finland",2003,1,0.00018,7e-05,0.00028,0.99689,0.99701,0.99677,77.78,81.06,74.37,56098,28646,27452,0,1
"FIN","Finland",2004,0,0.00334,0.00254,0.00411,1,1,1,78.85,82.27,75.31,56440,28738,27702,0,1
"FIN","Finland",2004,31,0.00077,0.00014,0.00137,0.9844,0.99009,0.97899,48.83,51.95,45.55,59639,30747,28892,0,1
"FIN","Finland",2010,0,0.00229,0.00195,0.0026,1,1,1,80.01,83.24,76.72,60525,30862,29663,0,1
"FIN","Finland",2011,42,0.00107,0.00041,0.00171,0.97618,0.98547,0.96742,39.71,42.41,36.87,71206,36141,35065,0,1
"FIN","Finland",2013,0,0.00164,0.00146,0.00182,1,1,1,80.88,83.82,77.88,59637,30397,29240,0,1
"FIN","Finland",2013,12,7e-05,0,0.00013,0.99738,0.99763,0.99714,69.09,72.02,66.09,58268,30000,28268,0,1
"FIN","Finland",2014,11,2e-05,0,3e-05,0.99668,0.99687,0.99649,70.28,73.1,67.39,57355,29412,27943,0,1
"FIN","Finland",2016,2,9e-05,0,0.00017,0.99798,0.99821,0.99775,79.45,82.27,76.6,59050,30329,28721,0,1
"FIN","Finland",2016,35,0.00074,0.00027,0.00118,0.98669,0.99112,0.98251,47.1,49.7,44.43,69112,35668,33444,0,1
"FIN","Finland",2017,48,0.00191,0.00109,0.00272,0.97055,0.98104,0.96069,35,37.26,32.61,71385,36026,35359,0,1
"FIN","Finland",2018,13,8e-05,0,0.00016,0.99702,0.99699,0.99704,68.87,71.56,66.14,60180,30889,29291,0,1
"FIN","Finland",2018,46,0.00158,0.00078,0.00236,0.97528,0.98376,0.96734,36.94,39.23,34.55,63308,32036,31272,0,1
"FIN","Finland",2019,5,8e-05,0,0.00016,0.99752,0.99792,0.99715,77.08,79.71,74.41,59868,30769,29099,0,1
"FIN","Finland",2019,7,2e-05,0,3e-05,0.9974,0.99792,0.99692,75.09,77.71,72.42,61893,31546,30347,0,1
"FIN","Finland",2020,9,6e-05,0,0.00012,0.99763,0.99808,0.99719,73.06,75.82,70.3,63369,32476,30893,0,1
"FRA","France",1816,0,0.20534,0.18699,0.22293,1,1,1,40.1,41.12,39.08,795509.31,405135.63,390373.68,0,1
"FRA","France",1816,76,0.11381,0.11209,0.11566,0.13419,0.14017,0.12809,6.11,6.17,6.04,63911.3,30877.12,33034.18,0,1
"FRA","France",1816,77,0.12238,0.12017,0.12474,0.11974,0.1253,0.11408,5.78,5.84,5.72,56025.66,27053.94,28971.72,0,1
"FRA","France",1816,78,0.13357,0.13086,0.13649,0.10593,0.11109,0.10069,5.47,5.52,5.41,48408.68,23352.63,25056.05,0,1
"FRA","France",1816,79,0.13554,0.13274,0.13858,0.09267,0.09745,0.08782,5.18,5.23,5.13,49358.89,23786.16,25572.73,0,1
"FRA","France",1816,86,0.22567,0.22414,0.2273,0.02398,0.02547,0.02248,4.17,4.22,4.12,10703.8,5176.15,5527.65,0,1
"FRA","France",1816,87,0.22142,0.21911,0.2239,0.01912,0.02034,0.01789,4.11,4.16,4.05,8350.48,4034.53,4315.95,0,1
"FRA","France",1816,88,0.217,0.21378,0.22046,0.0153,0.01632,0.01429,4,4.06,3.94,6576.44,3175.71,3400.73,0,1
"FRA","France",1816,89,0.21723,0.21295,0.22182,0.01231,0.01317,0.01145,3.86,3.91,3.79,5250.89,2536.31,2714.58,0,1
"FRA","France",1816,90,0.22959,0.22429,0.23527,0.0099,0.01063,0.00916,3.67,3.73,3.62,4200.46,2035.13,2165.33,0,1
"FRA","France",1816,91,0.24538,0.23971,0.25141,0.00786,0.00849,0.00724,3.5,3.54,3.45,3342.99,1629.47,1713.52,0,1
"FRA","France",1816,92,0.26235,0.25677,0.26823,0.00614,0.00667,0.00562,3.33,3.37,3.29,2613.17,1279.1,1334.07,0,1
"FRA","France",1816,93,0.28193,0.2775,0.28652,0.00472,0.00515,0.00429,3.19,3.22,3.16,2003,990.39,1012.61,0,1
"FRA","France",1816,94,0.30505,0.30499,0.30511,0.00355,0.0039,0.00322,3.07,3.1,3.05,1497.17,751.18,745.99,0,1
"FRA","France",1816,95,0.30869,0.3052,0.31226,0.00261,0.00287,0.00236,3,3.03,2.97,1085.87,547.81,538.06,0,1
"FRA","France",1816,96,0.31926,0.31558,0.32299,0.00191,0.00211,0.00173,2.91,2.94,2.88,774.2,390.24,383.96,0,1
"FRA","France",1816,97,0.33001,0.32614,0.3339,0.00139,0.00153,0.00125,2.83,2.86,2.79,549.46,278.05,271.41,0,1
"FRA","France",1816,98,0.34095,0.33689,0.34499,0.00099,0.0011,0.00089,2.74,2.78,2.71,369.99,183.54,186.45,0,1
"FRA","France",1816,99,0.35206,0.34781,0.35626,7e-04,0.00079,0.00063,2.67,2.7,2.64,250.22,125.37,124.85,0,1
"FRA","France",1816,100,0.36334,0.35889,0.36769,0.00049,0.00055,0.00044,2.59,2.62,2.56,161.91,83.1,78.81,0,1
"FRA","France",1816,101,0.37477,0.37012,0.37926,0.00034,0.00038,3e-04,2.52,2.55,2.49,113.43,58.53,54.9,0,1
"FRA","France",1816,102,0.38635,0.38149,0.39098,0.00023,0.00026,0.00021,2.45,2.48,2.43,77.86,40.36,37.5,0,1
"FRA","France",1816,103,0.39806,0.393,0.40282,0.00016,0.00018,0.00014,2.39,2.42,2.36,53.78,27.9,25.88,0,1
"FRA","France",1816,104,0.40989,0.40463,0.41478,0.00011,0.00012,9e-05,2.33,2.36,2.3,36.77,19.26,17.51,0,1
"FRA","France",1816,105,0.42183,0.41636,0.42684,7e-05,8e-05,6e-05,2.27,2.3,2.25,24.47,12.96,11.51,0,1
"FRA","France",1816,106,0.43387,0.42819,0.43899,5e-05,5e-05,4e-05,2.22,2.25,2.19,16.04,8.43,7.61,0,1
"FRA","France",1816,107,0.44598,0.4401,0.45121,3e-05,3e-05,3e-05,2.17,2.2,2.14,10.63,5.51,5.12,0,1
"FRA","France",1816,108,0.45817,0.45208,0.46349,2e-05,2e-05,2e-05,2.13,2.15,2.1,7.13,3.71,3.42,0,1
"FRA","France",1816,109,0.47041,0.46412,0.47581,1e-05,1e-05,1e-05,2.09,2.12,2.07,4.08,2.44,1.64,0,1
"FRA","France",1817,0,0.20027,0.18173,0.21795,1,1,1,39.23,40.23,38.25,855750.66,437713.36,418037.3,0,1
"FRA","France",1817,35,0.01038,0.01064,0.01008,0.55239,0.5649,0.54009,29.58,29.96,29.19,409276.23,194472.14,214804.09,0,1
"FRA","France",1817,36,0.01065,0.01094,0.01032,0.54669,0.55892,0.53467,28.89,29.27,28.48,402057.53,191734.54,210322.99,0,1
"FRA","France",1817,37,0.01094,0.01126,0.01058,0.5409,0.55284,0.52918,28.19,28.59,27.77,395911.86,188857.96,207053.9,0,1
"FRA","France",1817,38,0.0113,0.01165,0.01093,0.53501,0.54665,0.52361,27.49,27.91,27.06,387571.86,184924.69,202647.17,0,1
"FRA","France",1817,54,0.02281,0.02109,0.02469,0.41473,0.42709,0.40225,16.96,17.34,16.58,284472.81,136167.49,148305.32,0,1
"FRA","France",1817,55,0.02312,0.0212,0.0252,0.40538,0.41818,0.39244,16.34,16.7,15.98,278501.97,133268.19,145233.78,0,1
"FRA","France",1817,56,0.02423,0.02232,0.02628,0.39611,0.40941,0.38267,15.71,16.05,15.37,266313.55,129493.01,136820.54,0,1
"FRA","France",1817,57,0.02598,0.02419,0.02789,0.38663,0.40037,0.37274,15.09,15.4,14.77,261277.07,126923.9,134353.17,0,1
"FRA","France",1817,58,0.02825,0.02648,0.03012,0.37671,0.3908,0.36249,14.47,14.76,14.17,255120.45,123812.04,131308.41,0,1
"FRA","France",1817,59,0.03147,0.02981,0.03323,0.36622,0.38059,0.35173,13.87,14.14,13.59,247644.43,120083.22,127561.21,0,1
"FRA","France",1817,64,0.04719,0.04567,0.0488,0.30128,0.31529,0.28722,11.3,11.53,11.06,193684.86,94095.42,99589.44,0,1
"FRA","France",1817,65,0.04833,0.04645,0.05033,0.28739,0.30122,0.27354,10.82,11.05,10.59,181510.48,88126.07,93384.41,0,1
"FRA","France",1817,66,0.05004,0.04779,0.05243,0.27383,0.28754,0.26011,10.33,10.55,10.11,169638.58,82184.38,87454.2,0,1
"FRA","France",1817,67,0.05276,0.05021,0.05548,0.26046,0.27412,0.24682,9.84,10.04,9.63,157526.94,76233.62,81293.32,0,1
"FRA","France",1817,68,0.05692,0.05422,0.05982,0.24707,0.26069,0.2335,9.34,9.53,9.15,145432.78,70301.37,75131.41,0,1
"FRA","France",1817,69,0.06279,0.06007,0.06571,0.2334,0.24693,0.21994,8.86,9.03,8.68,133403.86,64428.75,68975.11,0,1
"FRA","France",1817,70,0.07036,0.06778,0.07313,0.21919,0.23253,0.20594,8.4,8.56,8.24,121873.04,58833.67,63039.37,0,1
"FRA","France",1817,71,0.07817,0.07586,0.08065,0.20429,0.21729,0.19141,7.98,8.13,7.82,110773.19,53687.65,57085.54,0,1
"FRA","France",1817,72,0.08565,0.08358,0.08786,0.18892,0.20141,0.17657,7.59,7.73,7.44,100927.94,48953.47,51974.47,0,1
"FRA","France",1817,73,0.09243,0.09033,0.09466,0.1734,0.18525,0.16171,7.22,7.36,7.08,91302.87,44324.76,46978.11,0,1
"FRA","France",1817,74,0.09874,0.09637,0.10126,0.15808,0.16924,0.1471,6.87,7.01,6.73,81809.13,39735.04,42074.09,0,1
"FRA","France",1817,75,0.105,0.10203,0.10815,0.14321,0.15368,0.13292,6.53,6.67,6.39,72263.42,35078.97,37184.45,0,1
"FRA","France",1817,76,0.11161,0.10778,0.1157,0.12892,0.13876,0.11928,6.2,6.33,6.07,64932.63,31346.2,33586.43,0,1
"FRA","France",1817,77,0.11894,0.11394,0.12437,0.11529,0.12457,0.10624,5.88,6,5.75,57434.67,27646.52,29788.15,0,1
"FRA","France",1817,78,0.12846,0.12293,0.13449,0.10235,0.11114,0.0938,5.56,5.66,5.45,50513.93,24220.24,26293.69,0,1
"FRA","France",1817,79,0.14079,0.13501,0.14716,0.08999,0.09827,0.08198,5.25,5.34,5.16,43939.73,20983.17,22956.56,0,1
"FRA","France",1817,80,0.15954,0.15586,0.16351,0.07816,0.08584,0.07074,4.97,5.04,4.9,37040.83,17860.3,19180.53,0,1
"FRA","France",1817,81,0.17692,0.17401,0.18004,0.06661,0.07343,0.06005,4.75,4.8,4.69,31425.53,15155.84,16269.69,0,1
"FRA","France",1817,82,0.19396,0.19187,0.1962,0.05578,0.06167,0.05013,4.57,4.62,4.52,26256.43,12678.22,13578.21,0,1
"FRA","France",1817,83,0.20882,0.20737,0.21037,0.04592,0.05088,0.04117,4.44,4.5,4.39,21581.2,10439.97,11141.23,0,1
"FRA","France",1817,84,0.21805,0.21656,0.21965,0.03724,0.04132,0.03334,4.36,4.42,4.3,17406.98,8431.9,8975.08,0,1
"FRA","France",1817,85,0.21806,0.21521,0.2211,0.02992,0.03324,0.02674,4.31,4.37,4.24,13808.01,6687.5,7120.51,0,1
"FRA","France",1817,86,0.21388,0.20905,0.21906,0.02403,0.02678,0.02141,4.24,4.31,4.17,10887.99,5266.07,5621.92,0,1
"FRA","France",1817,87,0.20875,0.20194,0.21607,0.01939,0.02172,0.01719,4.14,4.2,4.08,8541.43,4122.76,4418.67,0,1
"FRA","France",1817,88,0.20572,0.19765,0.21444,0.01572,0.01773,0.01384,3.99,4.03,3.94,6688.77,3222.68,3466.09,0,1
"FRA","France",1817,89,0.21028,0.20263,0.21859,0.01279,0.01454,0.01116,3.79,3.8,3.77,5280.3,2539.88,2740.42,0,1
"FRA","France",1817,90,0.22859,0.22376,0.23384,0.01036,0.01187,0.00896,3.56,3.54,3.58,4187.61,2012.12,2175.49,0,1
"FRA","France",1817,91,0.25103,0.25049,0.25162,0.00823,0.00948,0.00708,3.35,3.31,3.39,3309.74,1594.12,1715.62,0,1
"FRA","France",1817,92,0.27425,0.27902,0.26916,0.0064,0.00737,0.0055,3.17,3.11,3.22,2592.4,1256.51,1335.89,0,1
"FRA","France",1817,93,0.29914,0.30863,0.28917,0.00485,0.00556,0.00419,3.01,2.96,3.07,1989.4,968.45,1020.95,0,1
"FRA","France",1817,95,0.32468,0.32529,0.32405,0.00258,0.0029,0.00228,2.84,2.82,2.85,1083.23,545.71,537.52,0,1
"FRA","France",1817,96,0.33754,0.33859,0.33646,0.00186,0.00209,0.00165,2.74,2.73,2.75,764.28,389.55,374.73,0,1
"FRA","France",1817,97,0.35064,0.35215,0.34911,0.00132,0.00148,0.00117,2.65,2.63,2.67,527.58,269.72,257.86,0,1
"FRA","France",1817,98,0.36396,0.36595,0.36197,0.00093,0.00104,0.00082,2.56,2.55,2.58,365.53,188.49,177.04,0,1
"FRA","France",1817,99,0.37749,0.37998,0.37504,0.00064,0.00072,0.00057,2.48,2.46,2.5,236.46,118.15,118.31,0,1
"FRA","France",1817,100,0.39121,0.39421,0.38828,0.00044,0.00049,0.00039,2.4,2.38,2.43,162.83,80.72,82.11,0,1
"FRA","France",1817,101,0.40509,0.40862,0.4017,3e-04,0.00033,0.00026,2.33,2.31,2.35,113.43,56.13,57.3,0,1
"FRA","France",1817,102,0.41912,0.42319,0.41526,2e-04,0.00022,0.00018,2.26,2.24,2.28,79.56,39.4,40.16,0,1
"FRA","France",1817,103,0.43328,0.43789,0.42895,0.00013,0.00014,0.00012,2.2,2.17,2.22,54.52,26.97,27.55,0,1
"FRA","France",1817,104,0.44753,0.45271,0.44276,8e-05,9e-05,7e-05,2.13,2.11,2.16,37.91,18.64,19.27,0,1
"FRA","France",1817,105,0.46187,0.46761,0.45665,5e-05,6e-05,5e-05,2.08,2.05,2.1,26.11,12.93,13.18,0,1
"FRA","France",1817,106,0.47625,0.48256,0.47061,3e-05,4e-05,3e-05,2.02,1.99,2.05,17.41,8.69,8.72,0,1
"FRA","France",1817,107,0.49067,0.49755,0.48461,2e-05,2e-05,2e-05,1.97,1.94,2,11.43,5.59,5.84,0,1
"FRA","France",1817,108,0.50508,0.51254,0.49864,1e-05,1e-05,1e-05,1.93,1.9,1.95,7.66,3.65,4.01,0,1
"FRA","France",1817,109,0.51948,0.52751,0.51267,1e-05,1e-05,1e-05,1.89,1.87,1.92,5.24,2.5,2.74,0,1
"FRA","France",1818,35,0.01072,0.01128,0.0101,0.5392,0.54575,0.53308,29.88,29.9,29.85,410356.85,194897.91,215458.94,0,1
"FRA","France",1818,36,0.01093,0.01149,0.0103,0.53345,0.53963,0.52772,29.19,29.23,29.15,404384.95,192116.39,212268.56,0,1
"FRA","France",1818,37,0.01119,0.01177,0.01056,0.52766,0.53346,0.52231,28.51,28.56,28.45,398480.94,190080.75,208400.19,0,1
"FRA","France",1818,38,0.01149,0.01207,0.01085,0.52178,0.52722,0.51683,27.83,27.9,27.74,391812.83,186950.38,204862.45,0,1
"FRA","France",1818,39,0.0119,0.01246,0.01128,0.51582,0.5209,0.51125,27.14,27.23,27.04,382979.84,182772.19,200207.65,0,1
"FRA","France",1818,40,0.01241,0.01294,0.01183,0.50972,0.51445,0.50551,26.46,26.56,26.34,372206.05,177650.27,194555.78,0,1
"FRA","France",1818,41,0.01298,0.01349,0.01243,0.50344,0.50783,0.49957,25.78,25.9,25.65,359195.38,171430.23,187765.15,0,1
"FRA","France",1818,42,0.01332,0.01354,0.01308,0.49694,0.50103,0.4934,25.11,25.25,24.96,359828.74,164396.62,195432.12,0,1
"FRA","France",1818,43,0.01364,0.01358,0.0137,0.49036,0.49429,0.48699,24.44,24.59,24.29,345328.37,157715.05,187613.32,0,1
"FRA","France",1818,51,0.01956,0.01863,0.02064,0.43251,0.43681,0.42856,19.16,19.28,19.03,305820.02,141119.31,164700.71,0,1
"FRA","France",1818,52,0.02067,0.01983,0.02163,0.42413,0.42875,0.41981,18.53,18.63,18.41,294018.62,140400.93,153617.69,0,1
"FRA","France",1818,53,0.02171,0.02101,0.02246,0.41545,0.42033,0.41082,17.9,18,17.81,288531.2,137831.1,150700.1,0,1
"FRA","France",1818,54,0.02229,0.02147,0.02318,0.40653,0.41159,0.4017,17.29,17.37,17.2,283206.78,135305.93,147900.85,0,1
"FRA","France",1818,55,0.02274,0.02183,0.02374,0.39757,0.40284,0.39249,16.66,16.73,16.59,277918.44,132757.03,145161.41,0,1
"FRA","France",1818,56,0.02364,0.02266,0.02471,0.38863,0.39415,0.38328,16.04,16.09,15.98,271487.2,129617.76,141869.44,0,1
"FRA","France",1818,57,0.02541,0.02458,0.02629,0.37955,0.38531,0.37393,15.41,15.45,15.37,259952.86,126158.22,133794.64,0,1
"FRA","France",1818,58,0.02772,0.02715,0.02833,0.37003,0.37596,0.36422,14.79,14.82,14.76,254507.04,123393.91,131113.13,0,1
"FRA","France",1818,65,0.04655,0.04619,0.04693,0.28576,0.29087,0.28073,11.07,11.08,11.06,184584.35,89528.08,95056.27,0,1
"FRA","France",1818,66,0.04867,0.04815,0.04922,0.27276,0.27774,0.26785,10.57,10.58,10.57,172525.09,83607.8,88917.29,0,1
"FRA","France",1818,67,0.05158,0.05095,0.05225,0.2598,0.26468,0.25499,10.07,10.07,10.08,161103.56,77831.3,83272.26,0,1
"FRA","France",1818,68,0.0555,0.05486,0.05618,0.24674,0.25153,0.242,9.58,9.57,9.59,148999.79,71896.72,77103.07,0,1
"FRA","France",1818,69,0.06095,0.06053,0.0614,0.23341,0.2381,0.22878,9.1,9.08,9.12,136843.57,65959.47,70884.1,0,1
"FRA","France",1818,70,0.06789,0.06787,0.06792,0.21961,0.22411,0.21515,8.64,8.62,8.66,124690.92,60061.04,64629.88,0,1
"FRA","France",1818,71,0.07522,0.07558,0.07484,0.20519,0.2094,0.20102,8.21,8.19,8.24,113410.6,54626.41,58784.19,0,1
"FRA","France",1818,72,0.08237,0.08318,0.0815,0.19031,0.19415,0.18652,7.82,7.8,7.84,102294.93,49504.47,52790.46,0,1
"FRA","France",1818,73,0.08923,0.09039,0.08799,0.17526,0.17864,0.17191,7.44,7.43,7.46,92556.45,44836.44,47720.01,0,1
"FRA","France",1818,74,0.09523,0.0963,0.0941,0.16029,0.1632,0.15742,7.09,7.08,7.1,83139.34,40308.2,42831.14,0,1
"FRA","France",1818,75,0.10095,0.1016,0.10027,0.14572,0.1482,0.14327,6.75,6.75,6.75,73967.07,35862.91,38104.16,0,1
"FRA","France",1818,76,0.10829,0.10841,0.10816,0.13171,0.13387,0.12959,6.42,6.42,6.41,64570.11,31265.46,33304.65,0,1
"FRA","France",1818,77,0.11661,0.11563,0.11767,0.11818,0.12011,0.11629,6.09,6.1,6.09,57375.05,27419.03,29956.02,0,1
"FRA","France",1818,78,0.12526,0.12272,0.12808,0.10516,0.10698,0.10337,5.79,5.79,5.79,50368.24,23990.65,26377.59,0,1
"FRA","France",1818,79,0.13566,0.13279,0.13885,0.09276,0.09461,0.09093,5.49,5.48,5.51,43877.45,20817.76,23059.69,0,1
"FRA","France",1818,80,0.15039,0.15017,0.15063,0.08098,0.08283,0.07912,5.22,5.18,5.26,37027.09,17796.59,19230.5,0,1
"FRA","France",1818,81,0.1652,0.16556,0.16482,0.06965,0.07126,0.06804,4.99,4.94,5.04,31310.95,15042.7,16268.25,0,1
"FRA","France",1818,82,0.18018,0.18128,0.17899,0.05902,0.06036,0.05768,4.8,4.75,4.85,26107.8,12556.95,13550.85,0,1
"FRA","France",1818,83,0.19398,0.19587,0.19196,0.04927,0.05033,0.0482,4.65,4.59,4.7,21462.98,10344.26,11118.72,0,1
