"code","year","name","b","B","c","C","d","σ","ex","Hx","LE_mod","H_mod","LE_b","LE_B","LE_c","LE_C","LE_d","H_b","H_B","H_c","H_C","H_d","Delta_b","Delta_B","Delta_c","Delta_C","Delta_d","Delta_σ","Delta_ex","Delta_Hx","Delta_LE_mod","Delta_H_mod"
"NLD",1958,"Netherlands",1.35524819885581,3.1128527362854,0.097494397687001,105.703703865187,0.000368947126230726,0.0389666574952088,73.034,0.159889569778146,74.5511023509924,0.156910855445777,2.4697528379952,1.07745306437021,297.043792963215,0.959404433648332,-2879.12161631817,-0.0330241645083739,-0.0144115239054666,-1.8797657678903,-0.00153874048768061,33.4755681724829,0.060119036323997,0.0129169479004081,0.00147883551252884,-0.110265597968194,-5.60752315432169e-05,-0.00100388625541776,0.994,-0.00985195802306638,0.866210130916798,-0.00766714120978362
"NLD",1963,"Netherlands",1.44399286987286,3.07596311603446,0.0971351817121517,106.022819031862,0.00035076017694406,0.0380003213266007,73.49,0.158225373257755,74.9668160254236,0.153875342705039,1.84453341319108,0.867441566187946,300.819116061553,0.963251900525843,-2902.8617981663,-0.0245317246506084,-0.0115397645827278,-1.89445775355582,-0.00154659063646173,33.5692431003032,0.0887446710170536,-0.0368896202509466,-0.000359215974849267,0.319115166674365,-1.81869492866656e-05,-0.000966336168608091,0.455999999999989,-0.00166419652039079,0.415713674431245,-0.00303551274073829
"NLD",1968,"Netherlands",1.53279250581265,3.00188060835758,0.0962737002955474,106.396266772086,0.000358496204437265,0.0371080513576048,73.642,0.158268370323079,75.0764470583788,0.153712181151712,1.44875653987719,0.740918054553574,307.613292630098,0.964083230695487,-2908.82625312683,-0.0192417398557086,-0.00984288216577122,-1.93505616009471,-0.00155635848050583,33.5478375656614,0.0887996359397811,-0.0740825076768754,-0.000861481416604332,0.373447740224734,7.73602749320421e-06,-0.000892269968995912,0.152000000000001,4.29970653239298e-05,0.109631032955207,-0.000163161553326796
"NLD",1973,"Netherlands",1.62669453588548,2.91794070930464,0.0959805809464343,106.770822095763,0.000318079595581123,0.0364658170285252,74.208,0.154405742497653,75.5265056944701,0.151176522851216,1.1551307416382,0.644864067181466,311.043807207326,0.968155992688867,-2937.66031250934,-0.01525273611118,-0.00851677824200132,-1.94798454167539,-0.00156991740883508,33.7006025635444,0.0939020300728299,-0.0839398990529387,-0.00029311934911308,0.374555323677029,-4.04166088561418e-05,-0.00064223432907963,0.566000000000003,-0.00386262782542637,0.450058636091313,-0.00253565830049582
"NLD",1978,"Netherlands",1.73753806799566,2.82823008312137,0.0958417555445445,107.527878244264,0.000255420690700715,0.0351114554813098,75.304,0.150930451602005,76.4734534605178,0.147057522923975,0.898319407470513,0.55255715692866,313.657044503723,0.973838074752575,-3003.23934851579,-0.0117170380979813,-0.00720843617925033,-1.9414109712181,-0.00157318163670151,34.0927653083362,0.110843532110188,-0.0897106261832725,-0.000138825401889822,0.757056148500553,-6.26589048804073e-05,-0.00135436154721541,1.096,-0.00347529089564802,0.946947766047685,-0.00411899992724049
"NLD",1983,"Netherlands",1.83750714740288,2.74932902980779,0.0960624946162704,107.984554206236,0.000187969248346829,0.0337924865616368,76.2,0.146051455961546,77.2715430061068,0.142848914199463,0.727445529312304,0.486708667029971,313.537211736548,0.979694596962306,-3057.78003842907,-0.00939177689609527,-0.0062846721517126,-1.92344351655492,-0.00157974505051206,34.4308998310418,0.0999690794072132,-0.0789010533135803,0.000220739071725914,0.456675961972564,-6.74514423538865e-05,-0.00131896891967297,0.896000000000001,-0.00487899564045904,0.798089545588937,-0.00420860872451254
"NLD",1988,"Netherlands",1.93196399430882,2.66490569298559,0.096441478009262,108.089224734323,0.000157165160833428,0.0325595117679199,76.8,0.142280923757033,77.661554366751,0.140391107883174,0.612231192460778,0.44427682854863,311.381303424324,0.982579350643432,-3083.90424479959,-0.00786539331248721,-0.00570844196318041,-1.90147755574096,-0.00157822052491519,34.599929374465,0.0944568469059415,-0.0844233368222005,0.000378983392991625,0.10467052808653,-3.08040875134007e-05,-0.00123297479371688,0.599999999999994,-0.00377053220451276,0.39001136064428,-0.00245780631628936
"NLD",1993,"Netherlands",2.04175349630192,2.59808967979639,0.0969392539347504,108.011577841166,0.000138742289429548,0.0325494780028823,77.322,0.137919431350509,77.8900129479957,0.138320870003409,0.484755546831773,0.381280498001555,308.139728651591,0.98463762095148,-3097.89027809437,-0.00620999480668813,-0.00488500024946993,-1.87658257887374,-0.00157449063675884,34.6954179321009,0.109789501993103,-0.0668160131891975,0.000497775925488331,-0.0776468931568957,-1.84228714038806e-05,-1.00337650375884e-05,0.522000000000006,-0.00436149240652406,0.228458581244709,-0.00207023787976435
"NLD",1998,"Netherlands",2.14763523706899,2.52863704986798,0.0977997292514793,108.005752949294,0.000115068623791306,0.0334766761176133,77.912,0.133837982565594,78.3362878035048,0.135434636306236,0.397887303247166,0.338194481903605,302.286118832055,0.986993243347075,-3128.48352989425,-0.00506862583215345,-0.00430865561064163,-1.82943751275067,-0.001559478001373,34.9103277442782,0.105881740767064,-0.069452629928406,0.000860475316728948,-0.00582489187199542,-2.36736656382412e-05,0.000927198114730944,0.590000000000003,-0.00408144878491448,0.446274855509103,-0.00288623369717303
"NLD",2003,"Netherlands",2.25429025036742,2.45274001941385,0.09934493552358,108.116855370999,0.000104744365875606,0.033271620270851,78.822,0.129100651006753,79.1095825390014,0.131705764428166,0.336590550343902,0.309568827536871,291.387492265511,0.988305571929792,-3185.28587487184,-0.00424633948937515,-0.00390579328364796,-1.74080351187221,-0.0015142242267757,35.3128251763613,0.10665501329843,-0.0758970304541307,0.00154520627210068,0.111102421704842,-1.03242579157006e-05,-0.000205055846762309,0.909999999999997,-0.00473733155884135,0.773294735496563,-0.00372887187807008
