Chile, Population size (abridged)	Last modified: 20 Jul 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  2006          14            141119.66       145906.95       287026.61
  2006          15            144348.63       149757.92       294106.55
  2006          16            144570.94       149464.73       294035.67
  2006          17            139238.04       143896.60       283134.64
  2006          18            136465.81       140656.77       277122.58
  2006          19            135133.41       137396.58       272529.99
  2006          20            124425.83       128374.44       252800.27
  2006          21            121842.20       126657.10       248499.30
  2006          22            122641.57       126994.70       249636.27
  2006          23            126370.67       127429.05       253799.72
  2006          24            127120.82       127289.69       254410.51
  2006          25            120866.36       122880.51       243746.87
  2006          26            118970.04       120339.89       239309.93
  2006          27            115487.10       115040.70       230527.80
  2006          28            112686.83       112110.09       224796.92
  2006          29            114792.72       112380.91       227173.63
  2006          30            120226.96       117297.15       237524.11
  2006          31            124465.93       122832.33       247298.26
  2006          32            123618.83       122640.03       246258.86
  2006          33            123686.57       120843.84       244530.41
  2006          34            123071.63       119918.43       242990.06
  2006          35            118002.79       114577.24       232580.03
  2006          36            121173.80       117377.34       238551.14
  2006          37            120424.80       117385.87       237810.67
  2006          38            120581.30       116089.38       236670.68
  2006          39            122863.08       117268.72       240131.80
  2006          40            126991.10       120765.05       247756.15
  2006          41            128179.62       121223.85       249403.47
  2006          42            126043.98       121469.87       247513.85
  2006          43            124329.83       118796.31       243126.14
  2006          44            121262.77       113834.67       235097.44
  2006          45            115689.91       110600.61       226290.52
  2006          46            121480.73       115565.79       237046.52
  2006          47            107973.00       101531.68       209504.68
  2006          48             98874.03        93947.52       192821.55
  2006          49             98553.94        92765.24       191319.18
  2006          50             94710.74        88859.35       183570.09
  2006          51             92280.43        86946.26       179226.69
  2006          52             87885.84        83152.27       171038.11
  2006          53             82743.76        77383.28       160127.04
  2006          54             79693.02        73450.56       153143.58
  2006          55             76265.56        72845.74       149111.30
  2006          56             80480.36        75837.14       156317.50
  2006          57             72039.98        66894.92       138934.90
  2006          58             68811.19        63501.02       132312.21
  2006          59             64847.80        59564.54       124412.34
  2006          60             63682.63        59344.75       123027.38
  2006          61             61210.03        56296.55       117506.58
  2006          62             59419.55        54113.96       113533.51
  2006          63             57688.59        50614.46       108303.05
  2006          64             56089.74        47730.29       103820.03
  2006          65             50646.29        45186.47        95832.76
  2006          66             52745.42        45984.66        98730.08
  2006          67             46674.29        39914.93        86589.22
  2006          68             46158.28        39472.74        85631.02
  2006          69             47266.94        39160.48        86427.42
  2006          70             40805.27        33781.58        74586.85
  2006          71             39246.43        32517.70        71764.13
  2006          72             36392.86        28687.47        65080.33
  2006          73             36025.38        28094.33        64119.71
  2006          74             37234.16        28120.13        65354.29
  2006          75             34011.19        26804.98        60816.17
  2006          76             36512.23        27409.51        63921.74
  2006          77             31872.54        22771.37        54643.91
  2006          78             29180.58        20490.72        49671.30
  2006          79             25734.74        18011.77        43746.51
  2006          80             22266.66        14809.16        37075.82
  2006          81             20908.81        13827.12        34735.93
  2006          82             18778.75        11827.43        30606.18
  2006          83             17604.21        10513.31        28117.52
  2006          84             15571.30         8824.75        24396.05
  2006          85             14342.50         7578.63        21921.13
  2006          86             11890.71         6079.62        17970.33
  2006          87             10797.18         5293.49        16090.67
  2006          88              9507.95         4331.75        13839.70
  2006          89              8286.53         3639.24        11925.77
  2006          90              7026.66         2738.72         9765.38
  2006          91              5918.67         2347.06         8265.73
  2006          92              4710.50         1697.10         6407.60
  2006          93              3760.97         1234.69         4995.66
  2006          94              2728.31          935.15         3663.46
  2006          95              2113.48          687.46         2800.94
  2006          96              1410.21          396.56         1806.77
  2006          97              1058.61          301.77         1360.38
  2006          98               646.50          207.72          854.22
  2006          99               470.25          124.60          594.85
  2006         100               280.67           65.00          345.67
  2006         101               196.80           44.00          240.80
  2006         102               122.00           29.00          151.00
  2006         103                60.00           15.00           75.00
  2006         104                42.00            8.00           50.00
  2006         105                25.00           11.00           36.00
  2006         106                11.00            3.00           14.00
  2006         107                 5.00            1.00            6.00
  2006         108                10.00            0.00           10.00
  2006         109                 2.00            0.00            2.00
  2006         110+                5.00            2.00            7.00
  2007           0            112463.13       117307.50       229770.63
  2007           1            111399.32       117334.24       228733.56
  2007           2            111745.29       116074.59       227819.88
  2007           3            113361.30       118449.82       231811.12
  2007           4            113525.71       118191.26       231716.97
  2007           5            109888.15       114685.60       224573.75
  2007           6            113204.77       117900.70       231105.47
  2007           7            116173.37       120501.75       236675.12
  2007           8            120677.27       125157.15       245834.42
  2007           9            123782.80       128503.44       252286.24
  2007          10            126365.69       130971.14       257336.83
  2007          11            129768.53       134181.34       263949.87
  2007          12            133336.04       137852.96       271189.00
  2007          13            134916.77       139922.17       274838.94
  2007          14            138673.87       143159.86       281833.73
  2007          15            141642.89       146238.74       287881.63
  2007          16            144854.70       150056.48       294911.18
  2007          17            145006.72       149741.49       294748.21
  2007          18            139680.44       144097.62       283778.06
  2007          19            136664.93       140614.81       277279.74
  2007          20            135080.54       137199.93       272280.47
  2007          21            124934.36       128452.70       253387.06
  2007          22            122232.62       126595.26       248827.88
  2007          23            122943.22       126811.90       249755.12
  2007          24            126796.55       127566.51       254363.06
  2007          25            127456.59       127378.17       254834.76
  2007          26            121113.42       122715.10       243828.52
  2007          27            119160.03       120092.75       239252.78
  2007          28            115609.19       114820.88       230430.07
  2007          29            112946.91       112051.73       224998.64
  2007          30            115068.75       112476.24       227544.99
  2007          31            120343.90       117228.88       237572.78
  2007          32            124525.28       122564.71       247089.99
  2007          33            123828.86       122521.36       246350.22
  2007          34            123760.90       120634.42       244395.32
  2007          35            122983.90       119549.08       242532.98
  2007          36            118060.43       114368.19       232428.62
  2007          37            120846.75       116762.45       237609.20
  2007          38            120400.58       116957.45       237358.03
  2007          39            120745.30       115970.20       236715.50
  2007          40            122900.26       117067.26       239967.52
  2007          41            126737.99       120313.23       247051.22
  2007          42            127856.02       120716.29       248572.31
  2007          43            125795.44       120829.14       246624.58
  2007          44            124206.67       118356.85       242563.52
  2007          45            120950.26       113324.62       234274.88
  2007          46            115504.76       110067.49       225572.25
  2007          47            120356.32       114156.64       234512.96
  2007          48            107790.09       101169.87       208959.96
  2007          49             99230.93        94034.37       193265.30
  2007          50             98567.64        92603.20       191170.84
  2007          51             94562.62        88444.14       183006.76
  2007          52             91947.24        86321.94       178269.18
  2007          53             87734.50        82632.21       170366.71
  2007          54             82604.35        76966.00       159570.35
  2007          55             79439.42        72979.88       152419.30
  2007          56             75963.38        72142.11       148105.49
  2007          57             79635.76        74657.97       154293.73
  2007          58             71735.16        66273.11       138008.27
  2007          59             68623.11        62997.85       131620.96
  2007          60             64770.98        59203.33       123974.31
  2007          61             63428.94        58674.32       122103.26
  2007          62             60976.44        55654.24       116630.68
  2007          63             59029.59        53341.37       112370.96
  2007          64             57256.01        49964.27       107220.28
  2007          65             55573.94        47021.38       102595.32
  2007          66             50331.32        44444.99        94776.31
  2007          67             51964.90        44876.10        96841.00
  2007          68             46024.31        38984.10        85008.41
  2007          69             45351.45        38397.70        83749.15
  2007          70             46240.16        37883.28        84123.44
  2007          71             40185.98        32757.13        72943.11
  2007          72             38559.11        31455.63        70014.74
  2007          73             35782.89        27855.76        63638.65
  2007          74             35393.41        27128.27        62521.68
  2007          75             36302.42        26929.60        63232.02
  2007          76             32837.14        25353.77        58190.91
  2007          77             34865.84        25779.68        60645.52
  2007          78             30468.82        21308.27        51777.09
  2007          79             27817.69        19128.30        46945.99
  2007          80             22635.02        15339.21        37974.23
  2007          81             21131.66        13672.16        34803.82
  2007          82             19734.81        12669.12        32403.93
  2007          83             17604.75        10794.43        28399.18
  2007          84             16389.21         9526.31        25915.52
  2007          85             14413.30         7873.75        22287.05
  2007          86             13095.50         6700.63        19796.13
  2007          87             10846.71         5292.62        16139.33
  2007          88              9737.18         4569.49        14306.67
  2007          89              8457.95         3664.75        12122.70
  2007          90              7310.53         3048.24        10358.77
  2007          91              6103.66         2252.72         8356.38
  2007          92              5059.67         1889.06         6948.73
  2007          93              3876.50         1314.10         5190.60
  2007          94              3063.97          956.69         4020.66
  2007          95              2199.31          687.15         2886.46
  2007          96              1629.48          517.46         2146.94
  2007          97              1099.21          293.56         1392.77
  2007          98               779.61          221.77         1001.38
  2007          99               479.50          141.72          621.22
  2007         100               334.25           76.60          410.85
  2007         101               196.67           47.00          243.67
  2007         102               129.80           27.00          156.80
  2007         103                77.00           21.00           98.00
  2007         104                37.00           10.00           47.00
  2007         105                20.00            5.00           25.00
  2007         106                19.00            9.00           28.00
  2007         107                 8.00            1.00            9.00
  2007         108                 3.00            1.00            4.00
  2007         109                 6.00            0.00            6.00
  2007         110+                3.00            1.00            4.00
  2008           0            116749.71       121816.29       238566.00
  2008           1            112365.40       117177.51       229542.91
  2008           2            111328.53       117204.73       228533.26
  2008           3            111631.60       116005.42       227637.02
  2008           4            113285.67       118338.06       231623.73
  2008           5            113776.81       118456.62       232233.43
  2008           6            110706.57       115558.87       226265.44
  2008           7            113981.21       118779.01       232760.22
  2008           8            116725.34       121194.59       237919.93
  2008           9            121026.88       125601.25       246628.13
  2008          10            124137.14       128894.00       253031.14
  2008          11            126900.43       131471.74       258372.17
  2008          12            130247.33       134614.26       264861.59
  2008          13            133887.43       138294.66       272182.09
  2008          14            135467.04       140364.27       275831.31
  2008          15            139182.03       143585.44       282767.47
  2008          16            142156.12       146553.52       288709.64
  2008          17            145340.77       150338.05       295678.82
  2008          18            145435.50       149999.25       295434.75
  2008          19            140107.84       144285.64       284393.48
  2008          20            136868.05       140574.86       277442.91
  2008          21            135014.67       136989.28       272003.95
  2008          22            125434.88       128537.96       253972.84
  2008          23            122619.05       126532.43       249151.48
  2008          24            123243.88       126612.10       249855.98
  2008          25            127217.43       127665.97       254883.40
  2008          26            127802.36       127472.66       255275.02
  2008          27            121365.48       122549.70       243915.18
  2008          28            119330.02       119804.62       239134.64
  2008          29            115730.29       114604.05       230334.34
  2008          30            113201.99       111992.37       225194.36
  2008          31            115343.78       112567.56       227911.34
  2008          32            120462.84       117186.60       237649.44
  2008          33            124561.62       122295.09       246856.71
  2008          34            124029.89       122365.69       246395.58
  2008          35            123859.23       120417.00       244276.23
  2008          36            122910.16       119135.73       242045.89
  2008          37            118107.07       114124.15       232231.22
  2008          38            120510.69       116134.56       236645.25
  2008          39            120364.36       116505.04       236869.40
  2008          40            120900.30       115887.02       236787.32
  2008          41            122914.44       116854.79       239769.23
  2008          42            126436.88       119829.40       246266.28
  2008          43            127541.41       120177.72       247719.13
  2008          44            125551.90       120161.41       245713.31
  2008          45            124062.51       117892.38       241954.89
  2008          46            120606.75       112785.58       233392.33
  2008          47            115313.61       109456.37       224769.98
  2008          48            119176.91       112707.48       231884.39
  2008          49            107580.19       100725.07       208305.26
  2008          50             99562.83        94070.21       193633.04
  2008          51             98583.34        92379.16       190962.50
  2008          52             94371.49        87939.94       182311.43
  2008          53             91599.05        85678.61       177277.66
  2008          54             87527.15        82060.14       169587.29
  2008          55             82453.94        76517.72       158971.66
  2008          56             79083.81        72468.20       151552.01
  2008          57             75636.20        71396.48       147032.68
  2008          58             78745.16        73400.80       152145.96
  2008          59             71372.35        65551.30       136923.65
  2008          60             68401.02        62431.67       130832.69
  2008          61             64662.16        58690.13       123352.29
  2008          62             63161.25        57925.88       121087.13
  2008          63             60628.85        54888.94       115517.79
  2008          64             58582.62        52465.78       111048.40
  2008          65             56741.42        49202.07       105943.49
  2008          66             54982.13        46258.46       101240.59
  2008          67             49977.34        43582.51        93559.85
  2008          68             51097.38        43590.55        94687.93
  2008          69             45326.32        37924.27        83250.59
  2008          70             44518.61        37254.67        81773.28
  2008          71             45153.39        36615.08        81768.47
  2008          72             39514.70        31690.68        71205.38
  2008          73             37798.79        30322.56        68121.35
  2008          74             35102.91        26818.05        61920.96
  2008          75             34641.45        26026.22        60667.67
  2008          76             35258.68        25706.07        60964.75
  2008          77             31541.09        23722.56        55263.65
  2008          78             33140.45        24037.86        57178.31
  2008          79             28918.09        19796.17        48714.26
  2008          80             24566.86        16983.51        41550.37
  2008          81             21383.02        14094.21        35477.23
  2008          82             19781.66        12444.16        32225.82
  2008          83             18458.81        11477.12        29935.93
  2008          84             16271.75         9698.43        25970.18
  2008          85             15078.21         8381.31        23459.52
  2008          86             13076.30         6861.75        19938.05
  2008          87             11761.50         5809.63        17571.13
  2008          88              9615.71         4502.62        14118.33
  2008          89              8635.18         3825.49        12460.67
  2008          90              7275.95         3009.75        10285.70
  2008          91              6221.53         2477.24         8698.77
  2008          92              5105.66         1767.72         6873.38
  2008          93              4176.67         1454.06         5630.73
  2008          94              3105.50          988.10         4093.60
  2008          95              2384.97          698.69         3083.66
  2008          96              1714.31          477.15         2191.46
  2008          97              1212.48          387.46         1599.94
  2008          98               778.21          211.56          989.77
  2008          99               542.61          134.77          677.38
  2008         100               337.50           96.72          434.22
  2008         101               206.25           51.60          257.85
  2008         102               132.67           26.00          158.67
  2008         103                77.80           18.00           95.80
  2008         104                44.00           14.00           58.00
  2008         105                28.00            8.00           36.00
  2008         106                12.00            2.00           14.00
  2008         107                13.00            3.00           16.00
  2008         108                 4.00            0.00            4.00
  2008         109                 2.00            0.00            2.00
  2008         110+                5.00            1.00            6.00
  2009           0            119779.19       124774.22       244553.41
  2009           1            116442.14       121470.87       237913.01
  2009           2            112346.66       117149.51       229496.17
  2009           3            111282.74       117091.22       228373.96
  2009           4            111520.92       115943.26       227464.18
  2009           5            113220.05       118240.29       231460.34
  2009           6            114020.91       118718.97       232739.88
  2009           7            111524.00       116432.15       227956.15
  2009           8            114751.66       119638.32       234389.98
  2009           9            117283.32       121892.44       239175.76
  2009          10            121381.48       126056.35       247437.83
  2009          11            124488.49       129296.57       253785.06
  2009          12            127428.17       131970.34       259398.51
  2009          13            130724.13       135044.17       265768.30
  2009          14            134419.82       138720.35       273140.17
  2009          15            136013.31       140783.38       276796.69
  2009          16            139680.19       143991.02       283671.21
  2009          17            142650.35       146856.31       289506.66
  2009          18            145829.83       150612.61       296442.44
  2009          19            145863.28       150216.01       296079.29
  2009          20            140530.24       144432.65       284962.89
  2009          21            137062.17       140502.90       277565.07
  2009          22            134955.79       136749.63       271705.42
  2009          23            125923.40       128606.21       254529.61
  2009          24            123018.48       126452.59       249471.07
  2009          25            123554.53       126411.30       249965.83
  2009          26            127626.31       127793.43       255419.74
  2009          27            128136.13       127550.14       255686.27
  2009          28            121608.54       122390.29       243998.83
  2009          29            119497.01       119546.48       239043.49
  2009          30            115834.39       114374.23       230208.62
  2009          31            113442.07       111914.01       225356.08
  2009          32            115613.80       112645.89       228259.69
  2009          33            120572.78       117102.33       237675.11
  2009          34            124604.96       122020.48       246625.44
  2009          35            124239.92       122202.03       246441.95
  2009          36            123938.55       120206.58       244145.13
  2009          37            122809.43       118727.38       241536.81
  2009          38            118144.71       113865.10       232009.81
  2009          39            120174.63       115505.66       235680.29
  2009          40            120316.14       116034.63       236350.77
  2009          41            121050.30       115745.84       236796.14
  2009          42            122916.62       116628.33       239544.95
  2009          43            126150.76       119361.58       245512.34
  2009          44            127199.81       119632.15       246831.96
  2009          45            125304.36       119486.68       244791.04
  2009          46            123923.34       117349.92       241273.26
  2009          47            120252.24       112222.54       232474.78
  2009          48            115117.47       108849.25       223966.72
  2009          49            118054.50       111257.33       229311.83
  2009          50            107352.28       100231.26       207583.54
  2009          51             99852.73        94082.06       193934.79
  2009          52             98600.05        92104.12       190704.17
  2009          53             94151.36        87413.74       181565.10
  2009          54             91242.85        84925.29       176168.14
  2009          55             87354.80        81483.08       168837.88
  2009          56             82286.52        76031.44       158317.96
  2009          57             78733.21        71922.51       150655.72
  2009          58             75295.01        70568.84       145863.85
  2009          59             77828.57        72129.64       149958.21
  2009          60             70977.53        64805.50       135783.03
  2009          61             68176.94        61804.50       129981.44
  2009          62             64511.33        58123.92       122635.25
  2009          63             62869.56        57143.45       120013.01
  2009          64             60276.26        54151.63       114427.89
  2009          65             58066.65        51595.20       109661.85
  2009          66             56239.84        48387.87       104627.71
  2009          67             54360.33        45418.55        99778.88
  2009          68             49638.37        42686.03        92324.40
  2009          69             50273.86        42334.00        92607.86
  2009          70             44651.34        36901.44        81552.78
  2009          71             43645.78        36037.64        79683.42
  2009          72             44014.61        35277.88        79292.49
  2009          73             38800.41        30618.23        69418.64
  2009          74             37036.48        29186.49        66222.97
  2009          75             34393.93        25852.34        60246.27
  2009          76             33867.48        24967.17        58834.65
  2009          77             34267.93        24494.55        58762.48
  2009          78             30281.04        22268.35        52549.39
  2009          79             31360.06        22309.03        53669.09
  2009          80             27361.36        18283.07        45644.43
  2009          81             23259.86        15697.51        38957.37
  2009          82             20227.02        12976.21        33203.23
  2009          83             18492.66        11316.16        29808.82
  2009          84             17138.81        10329.12        27467.93
  2009          85             15014.75         8695.43        23710.18
  2009          86             13832.21         7430.31        21262.52
  2009          87             11933.30         6039.75        17973.05
  2009          88             10566.50         5020.63        15587.13
  2009          89              8554.71         3801.62        12356.33
  2009          90              7503.18         3211.49        10714.67
  2009          91              6268.95         2517.75         8786.70
  2009          92              5307.53         2012.24         7319.77
  2009          93              4255.66         1410.72         5666.38
  2009          94              3420.67         1122.06         4542.73
  2009          95              2510.50          755.10         3265.60
  2009          96              1876.97          516.69         2393.66
  2009          97              1328.31          341.15         1669.46
  2009          98               904.48          296.46         1200.94
  2009          99               587.21          149.56          736.77
  2009         100               380.61           87.77          468.38
  2009         101               227.50           66.72          294.22
  2009         102               138.25           31.60          169.85
  2009         103                98.67           21.00          119.67
  2009         104                46.80           12.00           58.80
  2009         105                33.00            9.00           42.00
  2009         106                15.00            5.00           20.00
  2009         107                10.00            2.00           12.00
  2009         108                10.00            3.00           13.00
  2009         109                 2.00            0.00            2.00
  2009         110+                6.00            1.00            7.00
  2010           0            122605.10       127517.00       250122.10
  2010           1            119397.57       124379.65       243777.22
  2010           2            116204.56       121201.45       237406.01
  2010           3            112348.92       117140.51       229489.43
  2010           4            111236.95       116984.71       228221.66
  2010           5            111406.23       115886.09       227292.32
  2010           6            113153.42       118137.53       231290.95
  2010           7            114270.01       118979.33       233249.34
  2010           8            112347.42       117312.43       229659.85
  2010           9            115526.10       120516.63       236042.73
  2010          10            117839.30       122589.29       240428.59
  2010          11            121738.08       126507.45       248245.53
  2010          12            124843.83       129692.14       254535.97
  2010          13            127955.91       132480.94       260436.85
  2010          14            131208.94       135466.08       266675.02
  2010          15            134958.21       139135.04       274093.25
  2010          16            136546.58       141185.49       277732.07
  2010          17            140179.35       144373.60       284552.95
  2010          18            143158.58       147130.10       290288.68
  2010          19            146314.90       150844.17       297159.07
  2010          20            146290.06       150435.77       296725.83
  2010          21            140967.64       144555.67       285523.31
  2010          22            137269.29       140423.95       277693.24
  2010          23            134890.92       136509.98       271400.90
  2010          24            126406.92       128664.47       255071.39
  2010          25            123403.91       126371.76       249775.67
  2010          26            123854.19       126219.50       250073.69
  2010          27            128056.19       127903.90       255960.09
  2010          28            128455.90       127604.62       256060.52
  2010          29            121837.60       122210.88       244048.48
  2010          30            119670.00       119284.35       238954.35
  2010          31            115939.49       114158.41       230097.90
  2010          32            113679.15       111849.65       225528.80
  2010          33            115877.83       112742.21       228620.04
  2010          34            120688.72       117038.05       237726.77
  2010          35            124632.31       121737.86       246370.17
  2010          36            124439.95       122026.36       246466.31
  2010          37            124010.88       120010.15       244021.03
  2010          38            122729.70       118318.03       241047.73
  2010          39            118193.36       113624.06       231817.42
  2010          40            119825.57       114851.77       234677.34
  2010          41            120273.93       115572.21       235846.14
  2010          42            121197.31       115558.66       236755.97
  2010          43            122914.80       116391.86       239306.66
  2010          44            125826.65       118846.76       244673.41
  2010          45            126832.20       119104.59       245936.79
  2010          46            125053.82       118740.95       243794.77
  2010          47            123755.18       116843.46       240598.64
  2010          48            119888.72       111633.50       231522.22
  2010          49            114899.32       108150.13       223049.45
  2010          50            116887.09       109724.18       226611.27
  2010          51            107128.37        99725.46       206853.83
  2010          52            100118.63        94045.90       194164.53
  2010          53             98591.75        91828.08       190419.83
  2010          54             93898.24        86846.54       180744.78
  2010          55             90830.66        84156.96       174987.62
  2010          56             87159.46        80845.02       168004.48
  2010          57             82065.11        75467.16       157532.27
  2010          58             78350.61        71310.83       149661.44
  2010          59             74940.83        69733.21       144674.04
  2010          60             76913.97        70791.47       147705.44
  2010          61             70607.72        64043.69       134651.41
  2010          62             67851.85        61178.33       129030.18
  2010          63             64348.51        57540.71       121889.22
  2010          64             62536.86        56331.01       118867.87
  2010          65             59889.67        53329.33       113219.00
  2010          66             57548.68        50664.61       108213.29
  2010          67             55724.25        47557.67       103281.92
  2010          68             53685.52        44535.64        98221.16
  2010          69             49248.39        41755.55        91003.94
  2010          70             49418.34        41057.44        90475.78
  2010          71             43915.35        35869.61        79784.96
  2010          72             42774.94        34767.60        77542.54
  2010          73             42889.84        33922.68        76812.52
  2010          74             38059.13        29534.78        67593.91
  2010          75             36214.16        27999.42        64213.58
  2010          76             33654.95        24804.64        58459.59
  2010          77             33024.51        23854.11        56878.62
  2010          78             33239.19        23261.02        56500.21
  2010          79             28884.99        20795.13        49680.12
  2010          80             29550.67        20580.21        50130.88
  2010          81             25682.64        16713.97        42396.61
  2010          82             21930.86        14426.51        36357.37
  2010          83             18944.02        11828.21        30772.23
  2010          84             17261.66        10242.16        27503.82
  2010          85             15840.81         9170.12        25010.93
  2010          86             13736.75         7696.43        21433.18
  2010          87             12494.21         6546.31        19040.52
  2010          88             10705.30         5249.75        15955.05
  2010          89              9309.50         4269.63        13579.13
  2010          90              7492.71         3200.62        10693.33
  2010          91              6513.18         2624.49         9137.67
  2010          92              5278.95         2022.75         7301.70
  2010          93              4444.53         1623.24         6067.77
  2010          94              3498.66         1097.72         4596.38
  2010          95              2799.67          865.06         3664.73
  2010          96              1956.50          559.10         2515.60
  2010          97              1445.97          367.69         1813.66
  2010          98              1030.31          241.15         1271.46
  2010          99               683.48          190.46          873.94
  2010         100               431.21          110.56          541.77
  2010         101               250.61           51.77          302.38
  2010         102               151.50           37.72          189.22
  2010         103                94.25           22.60          116.85
  2010         104                57.67           10.00           67.67
  2010         105                28.80            6.00           34.80
  2010         106                19.00            7.00           26.00
  2010         107                 8.00            4.00           12.00
  2010         108                 8.00            2.00           10.00
  2010         109                 8.00            2.00           10.00
  2010         110+                6.00            1.00            7.00
  2011           0            122165.77       126725.89       248891.66
  2011           1            122123.30       127099.99       249223.29
  2011           2            119087.94       124087.09       243175.03
  2011           3            115984.99       120948.04       236933.03
  2011           4            112350.19       117141.52       229491.71
  2011           5            111196.16       116892.21       228088.37
  2011           6            111302.55       115824.93       227127.48
  2011           7            113087.79       118039.76       231127.55
  2011           8            114522.11       119234.68       233756.79
  2011           9            113166.84       118197.70       231364.54
  2011          10            116294.54       121389.94       237684.48
  2011          11            118393.28       123289.14       241682.42
  2011          12            122099.68       126952.54       249052.22
  2011          13            125190.18       130083.71       255273.89
  2011          14            128481.65       132978.54       261460.19
  2011          15            131689.74       135879.99       267569.73
  2011          16            135490.60       139519.73       275010.33
  2011          17            137083.85       141575.60       278659.45
  2011          18            140683.51       144730.18       285413.69
  2011          19            143664.80       147392.89       291057.69
  2011          20            146789.97       151078.74       297868.71
  2011          21            146713.84       150653.53       297367.37
  2011          22            141404.04       144702.69       286106.73
  2011          23            137450.41       140328.00       277778.41
  2011          24            134828.05       136277.33       271105.38
  2011          25            126903.44       128735.73       255639.17
  2011          26            123785.33       126287.92       250073.25
  2011          27            124150.84       126035.70       250186.54
  2011          28            128461.07       128020.36       256481.43
  2011          29            128784.68       127685.10       256469.78
  2011          30            122072.66       122040.47       244113.13
  2011          31            119847.99       119038.21       238886.20
  2011          32            116025.59       113925.58       229951.17
  2011          33            113920.24       111793.30       225713.54
  2011          34            116143.86       112823.54       228967.40
  2011          35            120791.66       116981.78       237773.44
  2011          36            124676.65       121447.24       246123.89
  2011          37            124633.98       121874.69       246508.67
  2011          38            124076.21       119788.73       243864.94
  2011          39            122627.97       117895.68       240523.65
  2011          40            118215.00       113372.01       231587.01
  2011          41            119456.52       114207.87       233664.39
  2011          42            120201.71       115055.80       235257.51
  2011          43            121303.31       115361.48       236664.79
  2011          44            122862.98       116128.40       238991.38
  2011          45            125522.53       118333.93       243856.46
  2011          46            126479.60       118502.02       244981.62
  2011          47            124752.28       117997.22       242749.50
  2011          48            123543.02       116277.99       239821.01
  2011          49            119496.21       111009.46       230505.67
  2011          50            114655.17       107455.01       222110.18
  2011          51            115687.69       108165.03       223852.72
  2011          52            106839.47        99203.65       206043.12
  2011          53            100379.53        93913.74       194293.27
  2011          54             98539.45        91526.04       190065.49
  2011          55             93678.11        86281.33       179959.44
  2011          56             90416.46        83388.63       173805.09
  2011          57             86941.11        80129.95       167071.06
  2011          58             81802.70        74902.88       156705.58
  2011          59             77946.01        70679.14       148625.15
  2011          60             74544.65        68822.58       143367.23
  2011          61             75937.37        69400.31       145337.68
  2011          62             70112.90        63190.89       133303.79
  2011          63             67486.77        60462.16       127948.93
  2011          64             64130.69        56890.51       121021.20
  2011          65             62182.17        55496.58       117678.75
  2011          66             59446.08        52451.02       111897.10
  2011          67             56963.72        49685.02       106648.74
  2011          68             55103.67        46640.47       101744.14
  2011          69             52995.72        43577.72        96573.44
  2011          70             48782.42        40777.07        89559.49
  2011          71             48423.83        39664.89        88088.72
  2011          72             43066.37        34743.79        77810.16
  2011          73             41785.11        33442.57        75227.68
  2011          74             41643.07        32482.48        74125.55
  2011          75             37229.85        28294.32        65524.17
  2011          76             35265.84        26716.35        61982.19
  2011          77             32775.97        23683.93        56459.90
  2011          78             32051.54        22609.06        54660.60
  2011          79             32044.45        21900.49        53944.94
  2011          80             27312.93        19113.92        46426.85
  2011          81             27648.28        18715.38        46363.66
  2011          82             23896.91        15121.88        39018.79
  2011          83             20434.86        13064.51        33499.37
