Chile, Population size (abridged)	Last modified: 20 Jul 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1998          19            115328.86       117053.56       232382.42
  1998          20            113741.88       116056.47       229798.35
  1998          21            113615.80       114165.21       227781.01
  1998          22            119164.62       119492.19       238656.81
  1998          23            124175.33       125829.94       250005.27
  1998          24            124043.77       125744.15       249787.92
  1998          25            122760.78       121354.57       244115.35
  1998          26            122498.64       120379.85       242878.49
  1998          27            118820.29       117254.90       236075.19
  1998          28            121539.17       119600.09       241139.26
  1998          29            121625.78       119396.26       241022.04
  1998          30            121788.41       118224.99       240013.40
  1998          31            123169.43       118287.40       241456.83
  1998          32            126953.23       121546.91       248500.14
  1998          33            128229.82       122680.10       250909.92
  1998          34            125694.73       122291.39       247986.12
  1998          35            124688.53       120153.73       244842.26
  1998          36            122616.11       116403.40       239019.51
  1998          37            115478.38       111399.05       226877.43
  1998          38            122527.47       117300.24       239827.71
  1998          39            109160.24       104956.74       214116.98
  1998          40            100188.51        96197.87       196386.38
  1998          41            100032.95        94815.20       194848.15
  1998          42             96690.87        91418.19       188109.06
  1998          43             94161.35        89217.47       183378.82
  1998          44             89995.96        86024.08       176020.04
  1998          45             84411.07        80260.03       164671.10
  1998          46             81498.59        75893.44       157392.03
  1998          47             77573.10        75640.19       153213.29
  1998          48             84450.51        80828.23       165278.74
  1998          49             73689.37        69529.39       143218.76
  1998          50             69488.42        64920.34       134408.76
  1998          51             66455.40        61960.66       128416.06
  1998          52             66483.79        63774.14       130257.93
  1998          53             64795.00        61267.75       126062.75
  1998          54             62733.51        59054.53       121788.04
  1998          55             60493.39        55366.45       115859.84
  1998          56             59422.14        52808.54       112230.68
  1998          57             53707.36        50711.54       104418.90
  1998          58             57613.60        53166.73       110780.33
  1998          59             50178.89        45098.99        95277.88
  1998          60             49794.26        44272.12        94066.38
  1998          61             49999.63        43551.94        93551.57
  1998          62             44744.79        40115.49        84860.28
  1998          63             43429.60        38677.33        82106.93
  1998          64             41678.29        36121.11        77799.40
  1998          65             42125.83        35505.03        77630.86
  1998          66             44052.69        35802.00        79854.69
  1998          67             41036.38        35749.40        76785.78
  1998          68             45676.66        37952.56        83629.22
  1998          69             40332.13        32602.98        72935.11
  1998          70             37956.08        31098.48        69054.56
  1998          71             34871.75        28414.59        63286.34
  1998          72             30001.51        23661.41        53662.92
  1998          73             27936.48        22307.00        50243.48
  1998          74             26096.85        19858.49        45955.34
  1998          75             23567.46        17580.13        41147.59
  1998          76             23978.81        16992.11        40970.92
  1998          77             20665.31        15150.80        35816.11
  1998          78             22097.81        15232.46        37330.27
  1998          79             18587.90        12278.51        30866.41
  1998          80             18452.88        11450.40        29903.28
  1998          81             17218.61        10469.17        27687.78
  1998          82             15713.60         8856.96        24570.56
  1998          83             14533.39         8163.20        22696.59
  1998          84             13154.12         7047.34        20201.46
  1998          85             11430.09         5772.36        17202.45
  1998          86              9528.79         4907.46        14436.25
  1998          87              8358.78         4077.02        12435.80
  1998          88              6782.22         3153.39         9935.61
  1998          89              5554.58         2556.93         8111.51
  1998          90              4442.31         2035.57         6477.88
  1998          91              3762.14         1512.04         5274.18
  1998          92              2844.72         1081.47         3926.19
  1998          93              2137.94          809.58         2947.52
  1998          94              1609.33          596.86         2206.19
  1998          95              1148.75          412.39         1561.14
  1998          96               864.88          264.62         1129.50
  1998          97               669.93          214.78          884.71
  1998          98               424.43          133.86          558.29
  1998          99               254.86           69.96          324.82
  1998         100               173.76           43.36          217.12
  1998         101               117.48           28.35          145.83
  1998         102                70.46           18.24           88.70
  1998         103                39.15            6.44           45.59
  1998         104                20.24            7.45           27.69
  1998         105                20.26            3.89           24.15
  1998         106                11.12            3.56           14.68
  1998         107                 5.91            4.00            9.91
  1998         108                 3.37            1.78            5.15
  1998         109                 2.00            1.00            3.00
  1998         110+                5.46            2.00            7.46
  1999           0            124081.28       129023.86       253105.14
  1999           1            124370.35       130282.62       254652.97
  1999           2            126076.63       131688.32       257764.95
  1999           3            127974.06       133115.16       261089.22
  1999           4            131409.74       136606.29       268016.03
  1999           5            132495.73       138300.59       270796.32
  1999           6            135984.32       141198.47       277182.79
  1999           7            138300.76       144002.01       282302.77
  1999           8            139586.72       145657.02       285243.74
  1999           9            142408.36       147957.47       290365.83
  1999          10            140430.07       146134.23       286564.30
  1999          11            139856.92       145547.62       285404.54
  1999          12            132483.34       135865.86       268349.20
  1999          13            122390.00       127220.95       249610.95
  1999          14            120138.82       125859.40       245998.22
  1999          15            120939.91       126272.54       247212.45
  1999          16            125060.27       127788.13       252848.40
  1999          17            126707.19       129025.79       255732.98
  1999          18            120295.73       124447.20       244742.93
  1999          19            118460.16       121614.59       240074.75
  1999          20            115259.88       116776.36       232036.24
  1999          21            113276.61       115190.00       228466.61
  1999          22            113649.54       113669.16       227318.70
  1999          23            119312.41       119015.79       238328.20
  1999          24            124201.81       125349.72       249551.53
  1999          25            123766.60       125122.80       248889.40
  1999          26            122885.93       121407.78       244293.71
  1999          27            122683.88       120589.44       243273.32
  1999          28            118570.11       116828.06       235398.17
  1999          29            121727.28       119599.72       241327.00
  1999          30            121377.11       119287.65       240664.76
  1999          31            121366.55       117818.91       239185.46
  1999          32            123066.89       118184.36       241251.25
  1999          33            127182.30       121728.31       248910.61
  1999          34            128478.89       122740.45       251219.34
  1999          35            125960.71       122597.92       248558.63
  1999          36            124685.49       120214.21       244899.70
  1999          37            122552.20       116205.02       238757.22
  1999          38            115662.20       111684.91       227347.11
  1999          39            123216.42       118104.09       241320.51
  1999          40            109019.15       104498.49       213517.64
  1999          41             99571.67        95597.33       195169.00
  1999          42             99651.08        94483.38       194134.46
  1999          43             96365.82        91187.21       187553.03
  1999          44             94003.54        89195.80       183199.34
  1999          45             89612.34        85795.00       175407.34
  1999          46             84124.19        79945.08       164069.27
  1999          47             81326.29        75711.03       157037.32
  1999          48             77473.83        75624.76       153098.59
  1999          49             84205.50        80677.76       164883.26
  1999          50             73572.75        69442.57       143015.32
  1999          51             69490.96        64991.71       134482.67
  1999          52             66110.38        61754.64       127865.02
  1999          53             65981.36        63314.72       129296.08
  1999          54             64176.36        60642.71       124819.07
  1999          55             62293.99        58518.60       120812.59
  1999          56             60165.77        54807.28       114973.05
  1999          57             59083.85        52226.60       111310.45
  1999          58             53214.13        50014.17       103228.30
  1999          59             57117.10        52433.35       109550.45
  1999          60             49865.50        44642.34        94507.84
  1999          61             49604.51        44083.58        93688.09
  1999          62             50241.49        43603.37        93844.86
  1999          63             44304.18        39489.00        83793.18
  1999          64             43007.23        38131.26        81138.49
  1999          65             40925.48        35189.55        76115.03
  1999          66             41260.40        34675.94        75936.34
  1999          67             43228.60        35065.70        78294.30
  1999          68             40453.85        34940.39        75394.24
  1999          69             44918.48        36977.68        81896.16
  1999          70             39605.34        31607.56        71212.90
  1999          71             37023.96        29833.66        66857.62
  1999          72             33800.33        27158.66        60958.99
  1999          73             29199.98        22687.79        51887.77
  1999          74             27042.99        21303.66        48346.65
  1999          75             25365.75        19073.37        44439.12
  1999          76             22726.18        16698.98        39425.16
  1999          77             23063.66        16057.79        39121.45
  1999          78             19798.80        14175.71        33974.51
  1999          79             21027.28        14156.25        35183.53
  1999          80             18462.70        11478.33        29941.03
  1999          81             17359.99        10456.41        27816.40
  1999          82             16137.68         9506.45        25644.13
  1999          83             14615.07         7965.11        22580.18
  1999          84             13414.41         7282.50        20696.91
  1999          85             12031.24         6149.83        18181.07
  1999          86             10337.88         4976.84        15314.72
  1999          87              8466.17         4169.87        12636.04
  1999          88              7349.22         3408.79        10758.01
  1999          89              5847.81         2593.03         8440.84
  1999          90              4719.22         2044.03         6763.25
  1999          91              3705.51         1594.73         5300.24
  1999          92              3082.12         1183.23         4265.35
  1999          93              2290.63          819.23         3109.86
  1999          94              1702.34          591.10         2293.44
  1999          95              1236.81          441.34         1678.15
  1999          96               863.25          311.87         1175.12
  1999          97               641.57          188.95          830.52
  1999          98               505.27          150.09          655.36
  1999          99               299.86           85.35          385.21
  1999         100               159.73           40.88          200.61
  1999         101               113.85           24.01          137.86
  1999         102                77.61           16.56           94.17
  1999         103                45.59           12.11           57.70
  1999         104                24.95            2.89           27.84
  1999         105                11.94            4.00           15.94
  1999         106                14.80            1.44           16.24
  1999         107                 8.29            2.11           10.40
  1999         108                 4.91            3.56            8.47
  1999         109                 2.91            1.78            4.69
  1999         110+                6.46            3.00            9.46
  2000           0            120064.33       125288.92       245353.25
  2000           1            122469.30       127123.46       249592.76
  2000           2            123671.61       129177.98       252849.59
  2000           3            125388.62       130748.85       256137.47
  2000           4            127824.94       132811.08       260636.02
  2000           5            131202.35       136356.67       267559.02
  2000           6            132443.00       138163.75       270606.75
  2000           7            136061.30       141151.75       277213.05
  2000           8            138567.84       144175.26       282743.10
  2000           9            140449.94       146532.56       286982.50
  2000          10            142569.90       148064.15       290634.05
  2000          11            139584.99       145185.34       284770.33
  2000          12            138604.07       144078.66       282682.73
  2000          13            133349.22       136541.95       269891.17
  2000          14            122442.97       127460.69       249903.66
  2000          15            120211.37       126166.35       246377.72
  2000          16            121113.13       126703.32       247816.45
  2000          17            124979.40       127559.50       252538.90
  2000          18            126458.81       128444.22       254903.03
  2000          19            120184.40       124185.74       244370.14
  2000          20            118406.36       121512.61       239918.97
  2000          21            115199.71       116511.85       231711.56
  2000          22            112807.12       114330.86       227137.98
  2000          23            113670.77       113166.95       226837.72
  2000          24            119448.21       118542.91       237991.12
  2000          25            124220.30       124886.81       249107.11
  2000          26            123485.92       124517.59       248003.51
  2000          27            123005.53       121458.23       244463.76
  2000          28            122865.75       120788.19       243653.94
  2000          29            118305.48       116402.24       234707.72
  2000          30            121896.70       119605.32       241502.02
  2000          31            121118.48       119177.15       240295.63
  2000          32            120939.27       117412.75       238352.02
  2000          33            122961.82       118069.40       241031.22
  2000          34            127410.94       121905.99       249316.93
  2000          35            128721.97       122828.13       251550.10
  2000          36            126222.75       122926.03       249148.78
  2000          37            124690.54       120277.88       244968.42
  2000          38            122497.79       116008.41       238506.20
  2000          39            115849.79       111955.83       227805.62
  2000          40            123897.59       118869.84       242767.43
  2000          41            108868.27       104013.97       212882.24
  2000          42             98948.27        94996.00       193944.27
  2000          43             99258.52        94133.63       193392.15
  2000          44             96018.27        90934.93       186953.20
  2000          45             93823.87        89159.47       182983.34
  2000          46             89215.03        85551.15       174766.18
  2000          47             83815.05        79633.24       163448.29
  2000          48             81129.30        75494.70       156624.00
  2000          49             77366.39        75552.92       152919.31
  2000          50             83955.09        80499.29       164454.38
  2000          51             73431.34        69343.42       142774.76
  2000          52             69461.97        65047.78       134509.75
  2000          53             65746.41        61507.18       127253.59
  2000          54             65475.67        62808.20       128283.87
  2000          55             63559.31        59986.02       123545.33
  2000          56             61858.98        57969.75       119828.73
  2000          57             59839.30        54240.24       114079.54
  2000          58             58727.86        51601.05       110328.91
  2000          59             52692.76        49291.36       101984.12
  2000          60             56612.80        51740.29       108353.09
  2000          61             49570.78        44198.40        93769.18
  2000          62             49400.60        43857.17        93257.77
  2000          63             50443.81        43616.09        94059.90
  2000          64             43864.13        38850.96        82715.09
  2000          65             42566.45        37567.89        80134.34
  2000          66             40136.26        34203.48        74339.74
  2000          67             40350.55        33781.66        74132.21
  2000          68             42355.34        34258.44        76613.78
  2000          69             39815.81        34072.27        73888.08
  2000          70             44074.95        35969.14        80044.09
  2000          71             38811.45        30579.37        69390.82
  2000          72             36044.50        28517.86        64562.36
  2000          73             32694.64        25860.88        58555.52
  2000          74             28360.33        21723.46        50083.79
  2000          75             26103.99        20305.11        46409.10
  2000          76             24637.16        18248.05        42885.21
  2000          77             21914.06        15750.92        37664.98
  2000          78             22123.43        15044.49        37167.92
  2000          79             18865.11        13150.68        32015.79
  2000          80             18277.68        11469.79        29747.47
  2000          81             17368.58        10492.95        27861.53
  2000          82             16157.71         9450.71        25608.42
  2000          83             14940.72         8486.81        23427.53
  2000          84             13448.20         6996.40        20444.60
  2000          85             12213.71         6352.75        18566.46
  2000          86             10809.88         5286.68        16096.56
  2000          87              9185.28         4212.71        13397.99
  2000          88              7405.82         3465.91        10871.73
  2000          89              6373.30         2802.49         9175.79
  2000          90              4967.47         2075.65         7043.12
  2000          91              3937.57         1624.50         5562.07
  2000          92              3011.49         1250.18         4261.67
  2000          93              2473.91          884.97         3358.88
  2000          94              1781.71          586.41         2368.12
  2000          95              1287.42          415.82         1703.24
  2000          96               925.12          304.20         1229.32
  2000          97               620.04          203.05          823.09
  2000          98               440.57          115.13          555.70
  2000          99               357.09           95.51          452.60
  2000         100               193.23           48.88          242.11
  2000         101               101.04           22.33          123.37
  2000         102                75.39            8.89           84.28
  2000         103                49.91            7.89           57.80
  2000         104                27.68            8.33           36.01
  2000         105                13.91            1.44           15.35
  2000         106                 8.66            3.00           11.66
  2000         107                11.63            0.44           12.07
  2000         108                 5.46            0.56            6.02
  2000         109                 3.37            1.56            4.93
  2000         110+                7.46            3.89           11.35
  2001           0            117711.54       122809.16       240520.70
  2001           1            117221.61       121782.87       239004.48
  2001           2            120980.09       125358.27       246338.36
  2001           3            123000.55       128069.56       251070.11
  2001           4            124739.63       129820.72       254560.35
  2001           5            127685.11       132511.84       260196.95
  2001           6            131002.40       136117.65       267120.05
  2001           7            132390.17       138029.71       270419.88
  2001           8            136130.46       141106.65       277237.11
  2001           9            138833.52       144346.77       283180.29
  2001          10            141317.74       147403.08       288720.82
  2001          11            142732.81       148171.10       290903.91
  2001          12            138733.77       144244.63       282978.40
  2001          13            137342.80       142609.22       279952.02
  2001          14            134211.72       137215.37       271427.09
  2001          15            122494.88       127704.77       250199.65
  2001          16            120282.96       126469.17       246752.13
  2001          17            121283.82       127117.29       248401.11
  2001          18            124891.95       127308.03       252199.98
  2001          19            126204.93       127831.11       254036.04
  2001          20            120075.58       123887.85       243963.43
  2001          21            118356.12       121403.93       239760.05
  2001          22            115142.22       116233.86       231376.08
  2001          23            112344.52       113460.12       225804.64
  2001          24            113699.03       112662.96       226361.99
  2001          25            119591.93       118057.55       237649.48
  2001          26            124237.08       124413.84       248650.92
  2001          27            123197.90       123919.16       247117.06
  2001          28            123126.83       121525.63       244652.46
  2001          29            123050.47       121000.34       244050.81
  2001          30            118057.39       115980.79       234038.18
  2001          31            122081.05       119611.20       241692.25
  2001          32            120857.83       119062.78       239920.61
  2001          33            120507.95       117008.12       237516.07
  2001          34            122855.34       117976.26       240831.60
  2001          35            127642.88       122104.34       249747.22
  2001          36            128965.68       122915.89       251881.57
  2001          37            126479.67       123264.67       249744.34
  2001          38            124673.04       120347.81       245020.85
  2001          39            122418.24       115792.43       238210.67
  2001          40            116017.14       112228.17       228245.31
  2001          41            124570.46       119651.42       244221.88
  2001          42            108724.37       103538.41       212262.78
  2001          43             98325.08        94374.52       192699.60
  2001          44             98860.99        93744.69       192605.68
  2001          45             95683.64        90644.30       186327.94
  2001          46             93650.15        89091.06       182741.21
  2001          47             88803.47        85283.33       174086.80
  2001          48             83513.93        79299.78       162813.71
  2001          49             80936.91        75261.30       156198.21
  2001          50             77253.61        75486.39       152740.00
  2001          51             83704.76        80306.08       164010.84
  2001          52             73285.36        69192.88       142478.24
  2001          53             69417.92        65061.06       134478.98
  2001          54             65354.63        61221.67       126576.30
  2001          55             64947.35        62287.92       127235.27
  2001          56             62924.41        59329.09       122253.50
  2001          57             61395.76        57405.84       118801.60
  2001          58             59499.01        53662.85       113161.86
  2001          59             58373.19        50990.21       109363.40
  2001          60             52169.05        48563.75       100732.80
  2001          61             56076.26        50988.00       107064.26
  2001          62             49210.67        43722.26        92932.93
  2001          63             49142.95        43640.27        92783.22
  2001          64             50618.94        43613.20        94232.14
  2001          65             43402.07        38184.28        81586.35
  2001          66             42114.53        37005.24        79119.77
  2001          67             39343.39        33201.95        72545.34
  2001          68             39405.34        32826.05        72231.39
  2001          69             41440.93        33413.65        74854.58
  2001          70             39144.74        33219.83        72364.57
  2001          71             43223.78        34989.72        78213.50
  2001          72             38011.57        29541.57        67553.14
  2001          73             35051.77        27195.63        62247.40
  2001          74             31617.59        24562.36        56179.95
  2001          75             27545.25        20725.31        48270.56
  2001          76             25160.51        19272.99        44433.50
  2001          77             23877.16        17460.44        41337.60
  2001          78             21011.03        14902.49        35913.52
  2001          79             21147.60        14110.13        35257.73
  2001          80             20189.19        12563.59        32752.78
  2001          81             17324.29        10528.54        27852.83
  2001          82             16403.09         9586.17        25989.26
  2001          83             15118.11         8528.43        23646.54
  2001          84             13876.11         7594.57        21470.68
  2001          85             12386.13         6165.98        18552.11
  2001          86             11131.85         5564.19        16696.04
  2001          87              9733.25         4524.79        14258.04
  2001          88              8184.75         3554.03        11738.78
  2001          89              6468.97         2891.28         9360.25
  2001          90              5479.75         2308.07         7787.82
  2001          91              4190.97         1650.97         5841.94
  2001          92              3291.14         1258.76         4549.90
  2001          93              2435.59          960.07         3395.66
  2001          94              1967.99          664.48         2632.47
  2001          95              1373.30          423.68         1796.98
  2001          96               973.91          298.20         1272.11
  2001          97               671.87          205.95          877.82
  2001          98               426.48          125.95          552.43
  2001          99               302.66           71.62          374.28
  2001         100               238.12           63.88          302.00
  2001         101               116.50           25.99          142.49
  2001         102                66.10           12.78           78.88
  2001         103                49.10            2.33           51.43
  2001         104                27.00            2.56           29.56
  2001         105                12.74            5.44           18.18
  2001         106                 4.91            0.56            5.47
  2001         107                 4.00            3.00            7.00
  2001         108                 9.54            0.44            9.98
  2001         109                 3.54            0.56            4.10
  2001         110+                8.37            5.45           13.82
  2002           0            111515.64       116015.60       227531.24
  2002           1            111542.91       115957.50       227500.41
  2002           2            114476.42       118356.49       232832.91
  2002           3            119500.77       123612.77       243113.54
  2002           4            122343.17       126986.65       249329.82
  2002           5            124092.87       128912.40       253005.27
  2002           6            127547.54       132223.41       259770.95
  2002           7            130797.53       135876.71       266674.24
  2002           8            132336.42       137898.82       270235.24
  2002           9            136203.86       141067.54       277271.40
  2002          10            139102.15       144523.62       283625.77
  2002          11            142188.63       148279.79       290468.42
  2002          12            142893.11       148280.30       291173.41
  2002          13            137880.67       143301.48       281182.15
  2002          14            136072.71       141134.09       277206.80
  2002          15            135058.25       137869.88       272928.13
  2002          16            122539.02       127915.29       250454.31
  2002          17            120352.56       126732.11       247084.67
  2002          18            121456.03       127493.90       248949.93
  2002          19            124808.03       127033.86       251841.89
  2002          20            125954.84       127193.78       253148.62
  2002          21            119967.31       123571.26       243538.57
  2002          22            118302.94       121283.98       239586.92
  2002          23            115077.00       115949.03       231026.03
  2002          24            111884.32       112584.42       224468.74
  2002          25            113728.92       112142.13       225871.05
  2002          26            119715.12       117563.77       237278.89
  2002          27            124236.49       123939.49       248175.98
  2002          28            122905.97       123310.56       246216.53
  2002          29            123246.08       121597.11       244843.19
  2002          30            123234.28       121209.44       244443.72
  2002          31            117802.01       115545.05       233347.06
  2002          32            122254.57       119605.86       241860.43
  2002          33            120590.68       118928.84       239519.52
  2002          34            120059.81       116590.31       236650.12
  2002          35            122724.20       117877.10       240601.30
  2002          36            127851.48       122283.41       250134.89
  2002          37            129196.20       122977.57       252173.77
  2002          38            126733.09       123555.53       250288.62
  2002          39            124658.75       120375.55       245034.30
  2002          40            122340.90       115558.49       237899.39
  2002          41            116185.72       112456.29       228642.01
  2002          42            125234.73       120392.37       245627.10
  2002          43            108549.19       103041.79       211590.98
  2002          44             97660.01        93743.46       191403.47
  2002          45             98428.32        93356.58       191784.90
  2002          46             95318.28        90346.54       185664.82
  2002          47             93453.67        89009.66       182463.33
  2002          48             88380.85        84999.35       173380.20
  2002          49             83188.23        78947.79       162136.02
  2002          50             80723.05        74998.12       155721.17
  2002          51             77119.58        75362.82       152482.40
  2002          52             83430.80        80049.42       163480.22
  2002          53             73115.84        69006.14       142121.98
  2002          54             69342.24        65026.68       134368.92
  2002          55             64939.07        60890.24       125829.31
  2002          56             64389.91        61695.25       126085.16
  2002          57             62253.00        58606.61       120859.61
  2002          58             60896.57        56793.71       117690.28
  2002          59             59101.77        53024.13       112125.90
  2002          60             57959.58        50281.06       108240.64
  2002          61             51599.16        47712.03        99311.19
  2002          62             55494.83        50162.91       105657.74
  2002          63             48823.93        43202.70        92026.63
  2002          64             48858.60        43328.90        92187.50
  2002          65             50751.23        43493.83        94245.06
  2002          66             42879.86        37414.12        80293.98
  2002          67             41630.38        36355.34        77985.72
  2002          68             38509.46        32146.10        70655.56
  2002          69             38395.67        31812.72        70208.39
  2002          70             40441.10        32459.36        72900.46
  2002          71             38405.25        32223.20        70628.45
  2002          72             42320.30        33893.97        76214.27
  2002          73             37119.53        28443.59        65563.12
  2002          74             34046.71        25860.05        59906.76
  2002          75             30479.75        23272.69        53752.44
  2002          76             26615.08        19733.71        46348.79
  2002          77             24160.89        18240.51        42401.40
  2002          78             23059.29        16651.41        39710.70
  2002          79             20092.48        14004.27        34096.75
  2002          80             19999.30        12906.75        32906.05
  2002          81             19140.50        11538.63        30679.13
  2002          82             16290.71         9581.62        25872.33
  2002          83             15314.18         8666.49        23980.67
  2002          84             13998.95         7615.75        21614.70
  2002          85             12787.53         6700.24        19487.77
  2002          86             11311.66         5344.72        16656.38
  2002          87             10012.67         4833.06        14845.73
  2002          88              8625.50         3854.10        12479.60
  2002          89              7179.97         2964.69        10144.66
  2002          90              5568.31         2391.15         7959.46
  2002          91              4681.48         1898.46         6579.94
  2002          92              3459.21         1324.56         4783.77
  2002          93              2662.61          995.77         3658.38
  2002          94              1916.50          738.72         2655.22
  2002          95              1552.25          494.60         2046.85
  2002          96              1051.67          305.00         1356.67
  2002          97               732.80          216.00          948.80
  2002          98               504.00          147.00          651.00
  2002          99               304.00           86.00          390.00
  2002         100               210.00           42.00          252.00
  2002         101               168.00           43.00          211.00
  2002         102                74.00           15.00           89.00
  2002         103                44.00            8.00           52.00
  2002         104                36.00            1.00           37.00
  2002         105                18.00            2.00           20.00
  2002         106                 7.00            5.00           12.00
  2002         107                 3.00            0.00            3.00
  2002         108                 3.00            2.00            5.00
  2002         109                 8.00            0.00            8.00
  2002         110+                6.00            3.00            9.00
  2003           0            112726.31       117381.85       230108.16
  2003           1            106676.46       111259.49       217935.95
  2003           2            110149.99       114427.47       224577.46
  2003           3            113987.45       117746.35       231733.80
  2003           4            119274.86       123378.77       242653.63
  2003           5            122381.42       126910.17       249291.59
  2003           6            124247.72       128969.74       253217.46
  2003           7            127835.32       132438.70       260274.02
  2003           8            131116.48       136106.19       267222.67
  2003           9            132705.68       138157.73       270863.41
  2003          10            136582.23       141366.53       277948.76
  2003          11            139544.98       144828.58       284373.56
  2003          12            142811.43       148782.23       291593.66
  2003          13            143260.61       148538.45       291799.06
  2003          14            137927.84       143177.54       281105.38
  2003          15            135822.45       140672.63       276495.08
  2003          16            135294.03       137970.54       273264.57
  2003          17            122896.27       128072.66       250968.93
  2003          18            120649.91       126808.61       247458.52
  2003          19            121720.60       127497.11       249217.71
  2003          20            125093.03       127037.66       252130.69
  2003          21            126108.50       127058.24       253166.74
  2003          22            120110.18       123366.73       243476.91
  2003          23            118414.07       121074.30       239488.37
  2003          24            115134.80       115711.17       230845.97
  2003          25            111914.58       112255.17       224169.75
  2003          26            113938.64       112038.94       225977.58
  2003          27            119842.15       117400.98       237243.13
  2003          28            124282.90       123633.18       247916.08
  2003          29            122974.74       123012.04       245986.78
  2003          30            123360.58       121462.11       244822.69
  2003          31            123262.82       121030.49       244293.31
  2003          32            117775.86       115265.37       233041.23
  2003          33            122117.97       119210.03       241328.00
  2003          34            120495.45       118642.10       239137.55
  2003          35            120064.30       116398.91       236463.21
  2003          36            122727.55       117737.12       240464.67
  2003          37            127759.44       122041.53       249800.97
  2003          38            129082.44       122683.56       251766.00
  2003          39            126679.59       123277.06       249956.65
  2003          40            124603.32       120091.70       244695.02
  2003          41            122112.30       115188.79       237301.09
  2003          42            116156.35       112181.98       228338.33
  2003          43            124713.95       119708.24       244422.19
  2003          44            108412.72       102635.09       211047.81
  2003          45             97742.33        93641.99       191384.32
  2003          46             98349.83        93157.36       191507.19
  2003          47             95128.12        90022.96       185151.08
  2003          48             93199.02        88639.24       181838.26
  2003          49             88195.88        84577.46       172773.34
  2003          50             83049.99        78573.13       161623.12
  2003          51             80483.82        74656.62       155140.44
  2003          52             76952.11        74911.63       151863.74
  2003          53             82818.15        79251.63       162069.78
  2003          54             72898.42        68599.33       141497.75
  2003          55             69214.44        64770.53       133984.97
  2003          56             64869.27        60620.16       125489.43
  2003          57             64136.71        61144.06       125280.77
  2003          58             61895.81        58017.46       119913.27
  2003          59             60542.46        56147.72       116690.18
  2003          60             58763.34        52438.06       111201.40
  2003          61             57549.15        49677.03       107226.18
  2003          62             51282.21        47115.91        98398.12
  2003          63             54856.97        49211.32       104068.29
  2003          64             48377.25        42537.41        90914.66
  2003          65             48345.79        42570.84        90916.63
  2003          66             50134.26        42708.08        92842.34
  2003          67             42379.12        36568.93        78948.05
  2003          68             41121.38        35507.90        76629.28
  2003          69             37960.80        31274.60        69235.40
  2003          70             37714.29        30938.49        68652.78
  2003          71             39619.39        31468.72        71088.11
  2003          72             37470.35        30969.61        68439.96
  2003          73             41019.40        32464.99        73484.39
  2003          74             35966.72        27109.66        63076.38
  2003          75             32936.25        24585.99        57522.24
  2003          76             29342.77        21980.02        51322.79
  2003          77             25607.01        18612.75        44219.76
  2003          78             23206.92        17094.27        40301.19
  2003          79             22119.77        15682.71        37802.48
  2003          80             21033.21        13791.31        34824.52
  2003          81             19016.30        11822.75        30839.05
  2003          82             18002.50        10550.63        28553.13
  2003          83             15247.71         8650.62        23898.33
  2003          84             14244.18         7759.49        22003.67
  2003          85             12922.95         6785.75        19708.70
  2003          86             11694.53         5912.24        17606.77
  2003          87             10252.66         4611.72        14864.38
  2003          88              8972.67         4161.06        13133.73
