age,year,forecast,LE,LE_Bs,LE_bs,LE_Cs,LE_cs,LE_ds,LE_cC,Lstar,Lstar_Bs,Lstar_bs,Lstar_Cs,Lstar_cs,Lstar_ds,Lstar_cC,Lmed,Lmed_Bs,Lmed_bs,Lmed_Cs,Lmed_cs,Lmed_ds,Lmed_cC,h,h_Bs,h_bs,h_Cs,h_cs,h_ds,h_cC,H,H_Bs,H_bs,H_Cs,H_cs,H_ds,H_cC,mortality,survival
0,1948,0,40.21198507074363,6.05627807706561,25.398302118973124,0.47062766901967923,41.13300034947432,-1276.285612914001,0.1468834214174828,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,45.51468835713274,10.732318552580079,46.46733969431912,0.5299285204204136,171.67528865002163,-3113.2866007298435,NaN,0.4526550487697768,0.2316902689453161,0.9591617105202681,-0.0006213420391477385,2.709801188104308,-37.08154301015224,-0.0459361562407663,0.6359374632055131,-0.14734052188244665,-0.6099668649923122,0.0003951346801829916,-1.7232640933535586,23.581542393636052,NaN,0.16377332271613498,1.0
1,1948,0,44.6711764081069,3.966114641528112,24.119906818254258,0.5345481744085634,46.27453880767904,-1406.3150010627323,0.19443184109396935,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,51.81562652833092,4.334487579607901,26.9391224162491,0.6766147556683598,162.98786699981608,-2432.86775658677,NaN,0.6521249989139736,0.16734809752991583,1.00956012251554,-0.0004925280040311456,3.39218680132137,-45.240789041563154,-0.056979244051356626,0.5209376078981752,-0.08717791761350786,-0.5259178352523755,0.00025657636025000377,-1.7671176778226907,23.56762842273599,NaN,0.09920415855259274,0.8792839972722024
2,1948,0,47.28409479896135,2.4722058250355894,19.697382571981084,0.5774294522538097,49.483577578333104,-1473.4254413458777,0.24097318452314187,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,54.15184781669119,2.088761370327405,16.919939561322767,0.7344995229097396,148.526583021746,-2082.418941010175,NaN,0.7919000185297996,0.11354615231169796,0.8994302541615842,-0.00033035892153457586,3.984531469932189,-51.678218175293935,-0.06604331759891321,0.45298330044891105,-0.0514345108274259,-0.4074268850539872,0.00014964707461611647,-1.804926215990286,23.40936983038881,NaN,0.06122093243168378,0.8128667943913025
3,1948,0,48.6390119074016,1.4967066790137915,14.746419315992734,0.6055797457410403,51.343304078798205,-1498.3789505644174,0.28644531589951927,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,54.93480094188057,1.0977301076337054,10.96178581652361,0.7622312484539572,138.1760201031381,-1886.9271807093482,NaN,0.8844620646842127,0.07337943330715217,0.7196696865170119,-0.0001421162947724235,4.454787587987528,-56.12003026726565,-0.07262792011852327,0.4129362465333503,-0.030301027762583116,-0.29717769909445985,5.868496931410233e-5,-1.8395432656865325,23.17399465391931,NaN,0.03888086659474488,0.7739444417151531
4,1948,0,49.19236190505587,0.8906131432820394,10.453153493005136,0.6241279555811522,52.319013770700934,-1496.9944059798863,0.331351250920419,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,54.98799249529733,0.6030633291536167,7.159125518591744,0.7773612433362725,131.1604273656345,-1763.5541803101153,NaN,0.9431543244955474,0.0458045640718286,0.5355651977022544,6.239339875360689e-5,4.808586819858237,-58.7973444546073,-0.07692709552148498,0.3893976096943185,-0.017836187762669667,-0.2085478078207329,-2.429584032321278e-5,-1.8724522136609227,22.89554538701233,NaN,0.02574556574743481,0.7497694383863299
5,1948,0,49.25353633427647,0.524545526686881,7.144894542661896,0.6366567379885225,52.73116804877824,-1479.8411506878992,0.3763142141519568,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,54.6636956843272,0.33931625692646805,4.667860761038725,0.7864375618617401,126.23265489670379,-1676.5159530727417,NaN,0.9791791191490918,0.02793774512543124,0.37929594291192165,0.0002759964768582133,5.070194907000658,-60.146799162871396,-0.07944261455418813,0.3756193110310108,-0.010493956575786206,-0.14247088075369876,-0.00010366960648365019,-1.9044631177594296,22.592299262283163,NaN,0.01802690435608079,0.7337880080304782
6,1948,0,49.0185225239362,0.3070490054811037,4.760781635450098,0.6454894329544651,52.78478853516878,-1453.5281170538137,0.4218962759186935,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,54.13350508701144,0.19347609792867496,3.0263661841506257,0.7923452095863671,122.54365683672086,-1608.9535727907253,NaN,1.0007080313656675,0.01679012067929472,0.2595757262625579,0.0004949496502766706,5.266398676920444,-60.591087883321364,-0.080684278131994,0.36761906317707965,-0.006172368434722911,-0.09542498531247783,-0.00018195292676149202,-1.9360285479274315,22.274438964545528,NaN,0.013496114090403386,0.7224579162903335
7,1948,0,48.60698821055679,0.1790662986852438,3.1137179301718367,0.6520732715868229,52.60567559810269,-1422.0416023286582,0.4685423633096742,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,53.487440220359666,0.11115809590448343,1.9483199675013532,0.7964968109195893,119.57536083261527,-1552.347580863236,NaN,1.0132117195826655,0.00999813166700299,0.17340003553416908,0.0007179330294899694,5.419074935333914,-60.45367554265707,-0.08104688457269396,0.3630510868183827,-0.0036298325678990133,-0.0629530713554443,-0.000260646366612403,-1.9674010448218628,21.94777260792213,NaN,0.010841918960601195,0.7138038543531915
8,1948,0,48.090504474784666,0.10418826904625031,2.0079350981414428,0.6572890396219366,52.268974225598384,-1387.7381574627552,0.5165867937808266,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,52.77479645328016,0.06414399248517565,1.2452188893751124,0.7996301959724857,117.02006844454345,-1502.1891572361576,NaN,1.0201652739804996,0.0059200112494285145,0.11381942140346893,0.0009449057889511986,5.543747997797094,-59.95436045038853,-0.08079741702419557,0.36053534813661003,-0.0021343733167786456,-0.041035924720574886,-0.0003406719375800982,-1.9987171143673252,21.615666217264817,NaN,0.009292878798149011,0.7067029071518883
9,1948,0,47.51137508579052,0.060531895956833205,1.280590141697184,0.661665051364506,51.81862785057829,-1351.9955575334714,0.5662718586537823,95.02463325291158,0.30930071779042384,1.3391683689158767,0.9864527459567521,-251.90690592992763,-187.32299993415094,NaN,52.02326000047242,0.037109216114258596,0.7903620655042213,0.8021458271145289,114.69634326921516,-1456.0202786244415,NaN,1.0237064312297053,0.0034930817036944468,0.07373547216771077,0.00117634213610214,5.6506125171777795,-59.23298524119649,-0.0801024394505568,0.3592608936286539,-0.0012549276543712363,-0.02649027162330095,-0.00042261372701790363,-2.030044102469192,21.280095210048092,NaN,0.008395186286908628,0.7005090925279016
