age,year,forecast,LE,LE_Bs,LE_bs,LE_Cs,LE_cs,LE_ds,LE_cC,Lstar,Lstar_Bs,Lstar_bs,Lstar_Cs,Lstar_cs,Lstar_ds,Lstar_cC,Lmed,Lmed_Bs,Lmed_bs,Lmed_Cs,Lmed_cs,Lmed_ds,Lmed_cC,h,h_Bs,h_bs,h_Cs,h_cs,h_ds,h_cC,H,H_Bs,H_bs,H_Cs,H_cs,H_ds,H_cC,mortality,survival
0,1948,0,42.187292072133346,8.857341783166396,17.063794047339453,0.536171275424238,48.63736720545052,-1340.9818418999491,0.43078360151961564,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,49.52479262063747,11.419083593107132,22.39537801830561,0.7026884768925338,192.57834012671393,-2626.2004539821673,NaN,0.5363840114734685,0.35406189327142984,0.6779929431677669,0.0007203298164756535,3.649979311688167,-40.95547981746815,-0.04786108864801631,0.584859277790069,-0.20707638319169008,-0.3965304630882188,-0.00042129157626300765,-2.134724264180412,23.95319234759263,NaN,0.22094735286178033,1.0
1,1948,0,48.043089384570706,4.408887618721812,13.815117395748933,0.6230655842423154,55.78077819888844,-1512.539728840979,0.5406702130482682,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,55.12500657623303,3.3592635029454834,10.640059481573031,0.7987805489698312,154.4681640310016,-1970.298138258474,NaN,0.8113070553476083,0.20432047152249772,0.6381460230978503,0.0012503596667532485,4.9025784929760805,-53.66317191306488,-0.0613252130954135,0.4442769919394079,-0.09077488447966821,-0.28351359555985667,-0.0005555060315542518,-2.1781028256049852,23.841312595482613,NaN,0.09961520159897085,0.8589958419190701
2,1948,0,50.47114555443546,2.0223781798290963,8.77651719355464,0.6666575289225264,58.859439170929974,-1570.4626971897667,0.6227590380928137,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,56.431412131586015,1.2642553461360468,5.529263150990892,0.8257220652109312,135.89015612485701,-1739.2427633967977,NaN,0.9593745378850451,0.10356049385618366,0.44841388866094045,0.0017031627810200397,5.778369896257834,-61.55488940802255,-0.06901757258577822,0.38313244587938766,-0.03967738530760971,-0.17180190992886218,-0.0006525369220648817,-2.2138809915502144,23.583675334754595,NaN,0.046674602389766735,0.8013016621735226
3,1948,0,51.178165118332934,0.8950350609942492,4.963528310365084,0.6880125017050428,59.85786395481437,-1572.3632416246746,0.6899111868979321,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,56.431929156639654,0.5167055422517803,2.883055931572283,0.8360246633972982,126.86807889387558,-1628.6875330384312,NaN,1.0304346604057766,0.04854519688769287,0.2687465157918698,0.0020628427463972266,6.295705379424884,-65.20556650902627,-0.07209163688211985,0.35685181749851896,-0.017323441740132825,-0.09590268260704407,-0.0007361291832606212,-2.2466339070799277,23.268724919773383,NaN,0.023584717359499973,0.7748636955447402
4,1948,0,51.092539206409114,0.3899133785240126,2.6324638835049727,0.6989130204444151,59.866139248471384,-1549.1111194456175,0.750392139422783,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,55.938935539518766,0.21806684076274313,1.4797674125981326,0.8406289997380163,121.87510637107547,-1561.1292168928526,NaN,1.0617421987210889,0.021858895983635992,0.14736706904848593,0.0023573404806133194,6.58697979768724,-66.29912010077066,-0.07250515586648706,0.3458527409462804,-0.007559959090003182,-0.05096730475552216,-0.0008152926666013558,-2.278125017584766,22.929732409192034,NaN,0.013524486526081618,0.7611435245523454
5,1948,0,50.654417833822386,0.16867304333206304,1.3421515386359337,0.7050605081106143,59.40342764945629,-1515.147994191866,0.8086229087071309,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,55.24385238498781,0.09326299261536097,0.7453576689953123,0.8429706993720828,118.58382729761237,-1510.7534407389653,NaN,1.0742049721370905,0.009656800900589972,0.07674585901284214,0.0026167794805216312,6.760196331928559,-66.10753872372003,-0.071560343380585,0.3415692044165136,-0.0032984658008339005,-0.026214022005253565,-0.0008938112852926616,-2.3090748827967658,22.580299407775495,NaN,0.009152460042975789,0.7527886263045132
6,1948,0,50.06131749557392,0.07273261388019786,0.6664338142220321,0.7090584317208181,58.702718269528596,-1476.8728225625666,0.866805081818588,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,54.46312208948517,0.04011309271969279,0.3689663676553179,0.8443359891198342,116.00789078773079,-1467.7572587931402,NaN,1.0780422856220113,0.004229095414006708,0.03870830053241954,0.0028606414583654343,6.87641282581452,-65.32106974818785,-0.06991046364349063,0.34026100788772595,-0.0014389962680775702,-0.013170925352913018,-0.0009733647458463814,-2.33977515876114,22.226213028818798,NaN,0.0072645747326456536,0.7467328355713966
7,1948,0,49.399853341538936,0.03131410238247951,0.3246783223796988,0.7120655697934686,57.86542429727928,-1437.057771043787,0.925998341598277,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,53.645425165540985,0.017295093920349378,0.17994348360769888,0.84524417451146,113.72405158689375,-1428.1914843810514,NaN,1.0779366291452304,0.001844696862721261,0.01910797111702865,0.0030994435706707024,6.965479865698455,-64.2673771882824,-0.06784583009418652,0.3402969605662885,-0.0006277447355199784,-0.006502384493875466,-0.0010547312265405992,-2.370331627182338,21.8699931207328,NaN,0.006462540088510504,0.7416678146042595
8,1948,0,48.70765087391813,0.013470728162239109,0.15591104167303296,0.7145905706552986,56.93457180504208,-1396.8936814362485,0.9867018374305635,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,52.81153133509311,0.007464850112330951,0.08667036499645824,0.8459110862645205,111.54906525749165,-1390.419795338676,NaN,1.0759705246897668,0.0008031175146970739,0.009287057869901288,0.003338423792451449,7.041059938804775,-63.09344387239332,-0.0654870005523694,0.34096667808820397,-0.0002738363110892766,-0.0031665772713336967,-0.0011382912705727242,-2.4007668175537344,21.51276196630727,NaN,0.006136205547678334,0.7370290797730501
9,1948,0,48.001009763816164,0.005791851161951293,0.07401792488911217,0.7168538404439386,55.92768139060409,-1356.8918383472803,1.0491426836177908,95.23749751775753,0.44411336136420554,0.8710056748122366,0.988436898738821,-295.35512933313305,-196.41550539682405,NaN,51.97040254603025,0.003223455593178626,0.041313798186993045,0.8464265984232564,109.4028225340051,-1353.752055924764,NaN,1.0730566786586468,0.0003493090077604973,0.004460383189622105,0.003580072630301407,7.109173248829517,-61.86377441725311,-0.06288076841288626,0.3419616513854072,-0.00011945028515546862,-0.0015252800009401845,-0.001224247548742397,-2.431064624154389,21.155038460675016,NaN,0.00601941526107318,0.7325713429568113
