age,year,forecast,LE,LE_Bs,LE_bs,LE_Cs,LE_cs,LE_ds,LE_cC,Lstar,Lstar_Bs,Lstar_bs,Lstar_Cs,Lstar_cs,Lstar_ds,Lstar_cC,Lmed,Lmed_Bs,Lmed_bs,Lmed_Cs,Lmed_cs,Lmed_ds,Lmed_cC,h,h_Bs,h_bs,h_Cs,h_cs,h_ds,h_cC,H,H_Bs,H_bs,H_Cs,H_cs,H_ds,H_cC,mortality,survival
0,1948,0,45.869691458757586,6.15105110715503,22.305524792847766,0.5493743644530515,48.05977813334026,-1513.4951207367349,0.2143326992091777,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,54.43015748934162,6.738929762171058,24.908912654994374,0.7243048059164958,176.06683053794458,-2652.867815482258,NaN,0.6276954528846072,0.24754199149126144,0.8917874525177443,9.976164516981205e-5,3.4281720936057636,-47.21091622777911,-0.05164479014351823,0.5338205992735007,-0.132143014243177,-0.47605451232756985,-5.3254821213868075e-5,-1.8300288814224126,25.202159592951872,NaN,0.1439224144036838,1.0
1,1948,0,50.02684290964561,3.5211805460780434,18.22500249506833,0.6110039476162015,52.95796844712334,-1634.7657575019625,0.2681560333334519,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,57.96511920600272,2.652714789767305,13.913281206796425,0.7924706784975765,150.25276826185723,-2121.1752815758605,NaN,0.8291742335421708,0.1592876904902832,0.82097800824468,0.0003741791267493589,4.2805303777702886,-57.41645460317309,-0.06318987923754436,0.4364095099059475,-0.06951466294090457,-0.35828261022166713,-0.0001632953293156248,-1.8680641642978395,25.05708681391829,NaN,0.07816157028990928,0.8980524066373523
2,1948,0,52.044498315020206,1.921313211066992,12.919854691015349,0.647361522766397,55.5617340524524,-1681.7116926895028,0.3169167430627576,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,58.98511695601825,1.2149371579393697,8.253763037908843,0.8182032940200399,135.39102615812683,-1885.6005690751836,NaN,0.9535588348903166,0.0947063355537468,0.6348698217567113,0.0006504171097338263,4.934688068562797,-64.36995168776667,-0.0712029558737139,0.3853671222006466,-0.036496707986521194,-0.24465795618180736,-0.0002506493698179874,-1.9016665399396884,24.806063038105005,NaN,0.04369245092034081,0.8465289489352203
3,1948,0,52.81248708549272,1.0222017158530379,8.456385221099415,0.668630610414079,56.79440328303384,-1686.0246865375925,0.3625796981389417,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,59.02448290842254,0.5932324700235695,4.948877156265491,0.830175462899191,126.91199057537197,-1757.295192972186,NaN,1.0250957853722655,0.053359818178537494,0.44032898663614295,0.0009141453804973464,5.388504812523553,-68.30029449942562,-0.07592250580587848,0.3587620995988422,-0.019143480403930782,-0.15797335176007166,-0.0003279607160425013,-1.9331913002386656,24.50355705782298,NaN,0.025629755009448352,0.8184805247623581
4,1948,0,52.89106858537021,0.5366291142867831,5.270072718499853,0.6814105994504954,57.24649673559678,-1667.3665154485993,0.4068847351576538,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,58.619233194044526,0.29847955056421355,2.9522232291417825,0.8364910912766657,121.7129210764676,-1674.852272273719,NaN,1.0641436163505216,0.02908913334757654,0.2850749752297118,0.0011627909900171387,5.691675860377735,-70.06751783805102,-0.07826737742702977,0.3450232005121457,-0.010036425887680023,-0.09835748033994085,-0.0004011898689006094,-1.9637602216264851,24.174919256429813,NaN,0.01616943158289225,0.8019583658693032
5,1948,0,52.5998012397445,0.27971862998002384,3.1799921605699986,0.6895481015548497,57.258093276694666,-1636.8067636767523,0.45107960136114217,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,57.99788986487618,0.15241480605334046,1.7435526813209505,0.840183432287406,118.18777950127112,-1613.969478951702,NaN,1.084510461193218,0.015560469809939465,0.1765760821710532,0.0014001734634668497,5.898027786222448,-70.49669330852693,-0.07910289271616701,0.33806724242718195,-0.005260485119504542,-0.059694589178149696,-0.0004733527817130258,-1.9939299894466647,23.832622707075327,NaN,0.011220014420511615,0.7912608520789192
6,1948,0,52.11252618196349,0.14524388043879277,1.876012194111434,0.6951746620254194,57.01515137303907,-1600.2938597900613,0.49598260481953094,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,57.267734294062635,0.07841470931293612,1.0184638381635513,0.8425706918788226,115.51684244409172,-1563.8593121795725,NaN,1.0945145707518273,0.00823667388413329,0.10621390001733227,0.0016314435400846018,6.047105342536638,-70.1609129852065,-0.07901776796769118,0.33470204168058787,-0.0027568315656826877,-0.03555000919070863,-0.0005460474837796528,-2.023978504401092,23.483000822310746,NaN,0.008636488218611533,0.7835530954981017
7,1948,0,51.52159336710829,0.075256936027216,1.088514861180561,0.6994411731283761,56.61639216601105,-1560.950888493029,0.5421128718169431,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,56.481642618096394,0.040499279555643676,0.5887308868304976,0.8442729314119265,113.27872963676231,-1519.4238315479222,NaN,1.098849017042261,0.004334926278088007,0.06260774634367691,0.001860898148123128,6.163578383320521,-69.40442385227574,-0.07835721820909916,0.3332544332145998,-0.0014446333997977256,-0.020864309022729503,-0.0006201525576262038,-2.054039820705818,23.129331933491773,NaN,0.007294335022227345,0.7773934393930658
8,1948,0,50.87547347980856,0.03894534203254855,0.6235780914397787,0.7029600022372641,56.11308048528541,-1520.398995888704,0.5897942761026158,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,55.66634604337128,0.020959119427889573,0.3371373714983579,0.8455939297070674,111.25521559297785,-1478.169511948216,NaN,1.1000681699912318,0.00227423119446726,0.03636481479517098,0.002091554998723179,6.261624030055422,-68.41955331583456,-0.07730772764265757,0.3328483926526555,-0.0007569741976129843,-0.012103970153980376,-0.0006961707194864684,-2.0841714937962172,22.77333834718266,NaN,0.006604072980846207,0.7720395861006087
9,1948,0,50.19945707361481,0.020138484299229268,0.35361609995492693,0.706053643088977,55.53117520969179,-1479.4757662889854,0.6392280188013301,97.150529573351,0.2693892032635353,0.9957355798479041,0.988979064733708,-265.29910889195776,-189.28249341100934,NaN,54.83554936437368,0.010858281221484052,0.1914762816495452,0.8466852903471144,109.33253092039737,-1438.8514296078883,NaN,1.099534844767864,0.0011909926228336359,0.020886643113430907,0.0023253599212134557,6.3490224796272505,-67.30988902992772,-0.07596434039092412,0.33302595644142946,-0.00039663145734183345,-0.006955794299887578,-0.0007744052118412344,-2.1143892837422955,22.41594017217521,NaN,0.006256737811945302,0.7671065270840267
