age,year,LE,LE_Bs,LE_bs,LE_Cs,LE_cs,LE_ds,LE_cC,Lstar,Lstar_Bs,Lstar_bs,Lstar_Cs,Lstar_cs,Lstar_ds,Lstar_cC,Lmed,Lmed_Bs,Lmed_bs,Lmed_Cs,Lmed_cs,Lmed_ds,Lmed_cC,h,h_Bs,h_bs,h_Cs,h_cs,h_ds,h_cC,H,H_Bs,H_bs,H_Cs,H_cs,H_ds,H_cC,mortality,survival
0,1848,51.06173660500694,4.041222652381179,25.1572926448069,0.6426971172404722,61.27381412072774,-1727.5702098878867,0.5685945339627901,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,59.59892579114713,3.028708212879263,19.182638010680414,0.8408409874222385,169.1821409577564,-2205.601865019509,NaN,0.8010821916135094,0.17392713444129032,1.0768225154895865,0.0017799395552296543,5.105988828220411,-58.04207922751361,-0.0547197614457702,0.4488429670989266,-0.0780659710816517,-0.48332421289158006,-0.0007989133512375602,-2.291787175634391,26.05177905706646,NaN,0.08614132279057374,1.0
1,1848,53.58615551211503,2.453445366326138,19.751585188391743,0.6863422345733341,64.62819623424481,-1793.7804657622776,0.6488212674102997,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,60.90984217877246,1.5084777495180337,12.307292647566781,0.8622366195080832,147.49238205708878,-1941.816452532168,NaN,0.9428198381196147,0.11609287166821296,0.9308547415592894,0.00230067867431377,5.978001973290499,-66.27536917542712,-0.06051402950224463,0.38952787967513436,-0.0452214101463365,-0.36259387376548263,-0.0008961784858119862,-2.328598433348647,25.816104029593337,NaN,0.05163839624823999,0.9348947963056279
2,1848,54.79661266208129,1.4507462087594096,14.326414385968375,0.7136722942521586,66.32774152719637,-1813.1073752689474,0.7193443663431347,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,61.15696037745281,0.8035564252002513,8.022623692604242,0.87242003867973,134.8240309545294,-1796.365080659576,NaN,1.0338502256679027,0.07357610891342387,0.7242461980259944,0.002755740496361092,6.642274780546031,-71.75300150937183,-0.0635945199717145,0.3556350459911039,-0.0261662428772663,-0.2575673299438356,-0.0009800378981784732,-2.3622256970615383,25.51788199178128,NaN,0.03170038858459076,0.8975524637533686
3,1848,55.19542275274526,0.8447828086160029,9.88347437143223,0.730715026496478,66.97908254334475,-1804.084022410193,0.7837835857753251,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,60.88569536167855,0.442684714527135,5.227682347159849,0.8777660128905171,126.99421450036873,-1704.090564291069,NaN,1.089139924950103,0.044965374877063,0.5246493283680861,0.0031418205815766462,7.1145499840105115,-74.84378995051586,-0.06459412119807134,0.3365057895145541,-0.01513110897382232,-0.17654753646126367,-0.0010572408153018183,-2.3940872594104357,25.185368627549952,NaN,0.020184061042727363,0.8750261648510039
4,1848,55.109164783878576,0.48753441030766403,6.593114403682572,0.7414836601677144,66.9798517767795,-1778.5923108962081,0.8448610969202753,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,60.34211198447278,0.24828067291415426,3.385105353844617,0.8807269114287285,121.81143464369615,-1638.3128429798455,NaN,1.1210074689392246,0.02683448253759563,0.36204104896600503,0.0034712418567608913,7.4395999332741125,-76.18819520278055,-0.06418704849622185,0.3259512433948286,-0.008746732948990005,-0.11800773006994524,-0.0011314555993332132,-2.4249468486120183,24.833636958376587,NaN,0.013537689294823322,0.860657127099481
5,1848,54.7382171142536,0.2798798692386175,4.295362432208822,0.7484884432334485,66.57506014824763,-1743.829487875708,0.9044519009581922,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,59.64973075751155,0.14062643760596827,2.173991060965974,0.8824153860792934,118.09644328895553,-1586.5706611900343,NaN,1.1382281356356998,0.0157781081793075,0.24164264894371495,0.0037603543127012052,7.663320008453344,-76.37971850737729,-0.06287627701302964,0.3203862000771717,-0.005055088123951604,-0.07741897007128426,-0.0012047656291941477,-2.4552219774821356,24.471007775538556,NaN,0.009707868725402876,0.8508610596112303
6,1848,54.20173297387034,0.160165139170403,2.750167503787294,0.7532471851459702,65.9104675826354,-1704.0229787198573,0.963787008230884,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,58.87428259640177,0.08009164095736802,1.38434236368111,0.8833866549393703,115.19843009248143,-1542.578651549784,NaN,1.146532538502094,0.009193626098541564,0.15756257548472424,0.004023430666547258,7.82137806352167,-75.8558339493208,-0.06098014737388098,0.31773660089544925,-0.0029211515064085053,-0.05006339716289857,-0.0012783911838970647,-2.485138080222943,24.10217483716946,NaN,0.007507471287307502,0.8436541962304339
7,1848,53.56934242642881,0.09148022042713265,1.7376111461338948,0.7566599030189004,65.07086066773137,-1661.6138131719806,1.0236534216645727,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,58.05191471901868,0.04575762084453705,0.8744110203775918,0.8839332373600618,112.75200690878894,-1503.0209057826476,NaN,1.149472683885155,0.005327840811702722,0.10102251408863985,0.0042709881504660145,7.938069860180075,-74.9038587315283,-0.058682985298042376,0.31680378108020996,-0.0016878801141632918,-0.03200431443763481,-0.001353065194999305,-2.5148105461832215,23.729825663650484,NaN,0.00625022265055745,0.8379199974520052
8,1848,52.88134314801019,0.05218626493485104,1.0864075290643285,0.7592538152019627,64.10469446069501,-1617.9983977566012,1.0845414936307824,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,57.20288733105808,0.026188487965402817,0.5482500246773367,0.8842137719776005,110.54967585166104,-1466.1012124600963,NaN,1.1491827231122862,0.0030774155912872054,0.06396137497770156,0.004510125405848489,8.02879476770821,-73.70097418906998,-0.05608569199069764,0.3168956550687024,-0.0009752196297195605,-0.020269081822919498,-0.0014292391449144599,-2.544290177327836,23.355518494851715,NaN,0.005539429074526377,0.8330235297642026
9,1848,52.16093763855034,0.029746185223513962,0.6734924536252819,0.7613349817736542,63.03914693934263,-1573.9718509734469,1.14675025937262,100.05312143227528,0.17032713529346852,1.0787846005873984,0.9910492867749853,-327.1749104802162,-208.23116956192234,NaN,56.33868857552427,0.01500359786435611,0.34148065744588174,0.8843152752995342,108.4725881816433,-1430.830758169302,NaN,1.1469212424466606,0.0017739624851416213,0.04010374808633955,0.004745394883365012,8.10290522244477,-72.35270869677129,-0.05324112406402616,0.3176131194257699,-0.0005634337586383938,-0.012737476530324561,-0.0015071996718060312,-2.5735890041116227,22.980169508078923,NaN,0.005145827809112764,0.8286012817999094
