parameter,year,mean,min,median,max,nmissing,eltype,std,pc975,pc025,pc85,pc15,pc75,pc25,mcse,ess,rhat,ess_per_sec
B,1903,1.9177204411893514,1.3725682695786898,1.9146974471162415,2.588478650566627,0,Float64,0.17392475401332072,2.265619079803676,1.5824757933287918,2.0942751412469756,1.7361038077854865,2.031233449105148,1.8052752458385817,0.0028643470562271798,671.6974888695104,1.0022880431226786,0.061098295205608805
B,1908,1.9236844659864754,1.3338755901426806,1.924879180473006,2.5358040459285687,0,Float64,0.16442999819835621,2.2462515779362078,1.6089309110733316,2.0903416320663384,1.7494072236019942,2.0326543152352357,1.8128508960710843,0.0027570566244750137,606.4990759710842,1.0022526013751132,0.05516778043636409
B,1913,1.9556468891552465,1.4046289526844742,1.9546762310085697,2.6188050816125945,0,Float64,0.157630109908322,2.2626032837494763,1.6546137627736024,2.114879434641519,1.7913658780802793,2.06044809791727,1.848354337339337,0.0026014579592022282,599.7533672046437,1.0020664395586796,0.05455418382120225
B,1918,1.9649534324951132,1.4651945154178074,1.9646110556564236,2.5548517478204475,0,Float64,0.1539527890286873,2.274168445159944,1.6684132593845942,2.124058805608422,1.8051625848328299,2.0692656005471948,1.8606350946044228,0.002613819902777135,571.3440147672433,1.0031151294104086,0.05197003987160699
B,1923,1.9777510102955576,1.4845611645282561,1.978325484464184,2.6372240231248427,0,Float64,0.14983736089793037,2.2693841048338474,1.6908627453258804,2.1340322060128796,1.8227006278580655,2.0744812949735296,1.876906272612461,0.002581098748413309,552.5788992787287,1.0034578199321038,0.050263145645138715
B,1928,1.9809727520326952,1.437621794159161,1.9784085035127306,2.6114903762256385,0,Float64,0.14869927910835007,2.2714955005079807,1.6929792731992428,2.1336773721371114,1.8298263311751497,2.0731740171774247,1.882433757597132,0.0026168163775621856,562.5666943604135,1.0026157045813031,0.05117164576977214
B,1933,1.983303550592847,1.4641657999223572,1.9800392994339067,2.536263069786104,0,Float64,0.14727347374025723,2.2767383947700615,1.6993056213793165,2.134169043227746,1.8330142975041588,2.075945644860512,1.8860128975332644,0.002658186900669236,535.5424190705207,1.00209360664595,0.04871348986366859
B,1938,2.001928302511743,1.455890554026279,1.9985687201787068,2.564529350187018,0,Float64,0.1452832285012286,2.29326378429448,1.7191654698483076,2.1502279254590047,1.8559450066989247,2.0989880681730364,1.9037829338792336,0.0026978480129212826,511.0742727798311,1.0026284382852073,0.04648784208326874
B,1943,2.0194533476710164,1.4889380570892956,2.0166209362093612,2.5533639298900437,0,Float64,0.14420133139113575,2.308981380804528,1.743568095572042,2.1697645158355776,1.8762666903205554,2.1164063962534714,1.9229966933184015,0.0026564058991326274,513.3004817445695,1.002597424537128,0.04669034034293305
B,1948,2.0516990509864264,1.4771219260727564,2.0440187269703745,2.563751880496425,0,Float64,0.14376400974634057,2.345502545009574,1.7825788407109266,2.202042083817285,1.906114555079853,2.145932092865039,1.9553859295738747,0.0026501922592751244,533.4032367894404,1.0010832583230653,0.048518907640757454
B,1953,2.079961681741748,1.494522501650779,2.070979651682533,2.634361723889013,0,Float64,0.1455304080815608,2.3781978290592485,1.7998227983635784,2.231705199061147,1.9334127784956963,2.1724138762331435,1.9796037270782736,0.0026652363339265232,526.0249128310847,1.0011102295297754,0.04784776769636233
B,1958,2.097281425781697,1.5717244135703488,2.085457129946218,2.744699842987561,0,Float64,0.14825748071587472,2.3961155760609625,1.8136819370027923,2.252483136344179,1.949485239388545,2.193550118027488,1.9979154797481762,0.0026602043415234877,536.478714766079,1.0011535389452464,0.04879865628420001
B,1963,2.103603482382055,1.604314999249273,2.0945047217903134,2.6846569082061933,0,Float64,0.15009644555838642,2.408723861409572,1.815689248124776,2.259952056504305,1.9552227046456079,2.201610982494405,2.001899734180017,0.0026389602058114426,564.6873922334609,1.0021146198154247,0.051364546631895984
B,1968,2.136611418370449,1.6001548020342307,2.1267210219443555,2.740306213775331,0,Float64,0.15769009973940679,2.46525335807222,1.8427890608554742,2.2994075268682104,1.9782769510075147,2.237564831938876,2.0275348577386816,0.0027706495454808654,579.7550754793667,1.001639005091062,0.05273511861448949
B,1973,2.1390935371078323,1.6026341390863343,2.130240687646003,2.812859985515987,0,Float64,0.1605210037308423,2.4838757901940856,1.84816881600104,2.3016891116132205,1.9781168225337713,2.2399504767250145,2.0307805988697805,0.0028668051170045667,531.4356643744032,1.0010169985022719,0.04833993522796092
B,1978,2.1793251088266943,1.6021849449728567,2.1675704851565842,2.873293023617004,0,Float64,0.1710421498134885,2.5494620534730705,1.866679018388974,2.358544464883057,2.0067087114037383,2.2870664930941156,2.0634279592895846,0.002963574420047767,533.0076717637795,1.001728199251963,0.04848292663872704
B,1983,2.2164865579310455,1.6431514411607755,2.200048104091982,3.0774152025067805,0,Float64,0.1892806578167064,2.639966929837843,1.8866206937526904,2.4051110775031446,2.0353200723275227,2.329429498506803,2.0894333903739764,0.0033722022880936626,542.319492063312,1.0019326885919992,0.049329939401153704
B,1988,2.2572745048595024,1.5879868398271246,2.2397922689162284,3.358720016959104,0,Float64,0.20580039553345722,2.717221263843653,1.9015859727736368,2.468213230687227,2.0576454928332506,2.375931870552939,2.113485247958564,0.0036291473091539387,549.3184565909008,1.0020981175635832,0.04996657242111617
B,1993,2.2866970444859445,1.6182223799940008,2.2638235955274926,3.287322748186551,0,Float64,0.2179999153701709,2.774035993492248,1.9124217802459484,2.5084668356492066,2.076078886048012,2.416085294631252,2.137340133989047,0.00394418955011283,532.244794699568,1.0027818827060417,0.048413534555464634
