PopName,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
USA,02,f,0,1,O,1,7,1933,19,O,952985,4,.,.,1
USA,02,f,1,1,O,1,7,1933,19,O,994297,4,.,.,1
USA,02,f,2,1,O,1,7,1933,19,O,1079934,4,.,.,1
USA,02,f,3,1,O,1,7,1933,19,O,1102272,4,.,.,1
USA,02,f,4,1,O,1,7,1933,19,O,1110817,4,.,.,1
USA,02,f,5,1,O,1,7,1933,19,O,1148196,4,.,.,1
USA,02,f,6,1,O,1,7,1933,19,O,1187705,4,.,.,1
USA,02,f,7,1,O,1,7,1933,19,O,1191844,4,.,.,1
USA,02,f,8,1,O,1,7,1933,19,O,1214147,4,.,.,1
USA,02,f,9,1,O,1,7,1933,19,O,1232923,4,.,.,1
USA,02,f,10,1,O,1,7,1933,19,O,1227587,4,.,.,1
USA,02,f,11,1,O,1,7,1933,19,O,1258357,4,.,.,1
USA,02,f,12,1,O,1,7,1933,19,O,1239957,4,.,.,1
USA,02,f,13,1,O,1,7,1933,19,O,1215186,4,.,.,1
USA,02,f,14,1,O,1,7,1933,19,O,1195908,4,.,.,1
USA,02,f,15,1,O,1,7,1933,19,O,1179878,4,.,.,1
USA,02,f,16,1,O,1,7,1933,19,O,1171077,4,.,.,1
USA,02,f,17,1,O,1,7,1933,19,O,1167995,4,.,.,1
USA,02,f,18,1,O,1,7,1933,19,O,1164016,4,.,.,1
USA,02,f,19,1,O,1,7,1933,19,O,1158489,4,.,.,1
USA,02,f,20,1,O,1,7,1933,19,O,1151254,4,.,.,1
USA,02,f,21,1,O,1,7,1933,19,O,1141215,4,.,.,1
USA,02,f,22,1,O,1,7,1933,19,O,1128649,4,.,.,1
USA,02,f,23,1,O,1,7,1933,19,O,1115441,4,.,.,1
USA,02,f,24,1,O,1,7,1933,19,O,1102255,4,.,.,1
USA,02,f,25,1,O,1,7,1933,19,O,1087179,4,.,.,1
USA,02,f,26,1,O,1,7,1933,19,O,1068951,4,.,.,1
USA,02,f,27,1,O,1,7,1933,19,O,1048227,4,.,.,1
USA,02,f,28,1,O,1,7,1933,19,O,1027187,4,.,.,1
USA,02,f,29,1,O,1,7,1933,19,O,1006386,4,.,.,1
USA,02,f,30,1,O,1,7,1933,19,O,985952,4,.,.,1
USA,02,f,31,1,O,1,7,1933,19,O,966296,4,.,.,1
USA,02,f,32,1,O,1,7,1933,19,O,947689,4,.,.,1
USA,02,f,33,1,O,1,7,1933,19,O,928996,4,.,.,1
USA,02,f,34,1,O,1,7,1933,19,O,908854,4,.,.,1
USA,02,f,35,1,O,1,7,1933,19,O,893332,4,.,.,1
USA,02,f,36,1,O,1,7,1933,19,O,887245,4,.,.,1
USA,02,f,37,1,O,1,7,1933,19,O,888188,4,.,.,1
USA,02,f,38,1,O,1,7,1933,19,O,889732,4,.,.,1
USA,02,f,39,1,O,1,7,1933,19,O,892071,4,.,.,1
USA,02,f,40,1,O,1,7,1933,19,O,887845,4,.,.,1
USA,02,f,41,1,O,1,7,1933,19,O,870096,4,.,.,1
USA,02,f,42,1,O,1,7,1933,19,O,841354,4,.,.,1
USA,02,f,43,1,O,1,7,1933,19,O,811130,4,.,.,1
USA,02,f,44,1,O,1,7,1933,19,O,780395,4,.,.,1
USA,02,f,45,1,O,1,7,1933,19,O,751515,4,.,.,1
USA,02,f,46,1,O,1,7,1933,19,O,727636,4,.,.,1
USA,02,f,47,1,O,1,7,1933,19,O,707900,4,.,.,1
USA,02,f,48,1,O,1,7,1933,19,O,687797,4,.,.,1
USA,02,f,49,1,O,1,7,1933,19,O,666695,4,.,.,1
USA,02,f,50,1,O,1,7,1933,19,O,645713,4,.,.,1
USA,02,f,51,1,O,1,7,1933,19,O,625189,4,.,.,1
USA,02,f,52,1,O,1,7,1933,19,O,605041,4,.,.,1
USA,02,f,53,1,O,1,7,1933,19,O,585227,4,.,.,1
USA,02,f,54,1,O,1,7,1933,19,O,566023,4,.,.,1
USA,02,f,55,1,O,1,7,1933,19,O,546014,4,.,.,1
USA,02,f,56,1,O,1,7,1933,19,O,524051,4,.,.,1
USA,02,f,57,1,O,1,7,1933,19,O,500612,4,.,.,1
USA,02,f,58,1,O,1,7,1933,19,O,477166,4,.,.,1
USA,02,f,59,1,O,1,7,1933,19,O,453701,4,.,.,1
USA,02,f,60,1,O,1,7,1933,19,O,431408,4,.,.,1
USA,02,f,61,1,O,1,7,1933,19,O,411437,4,.,.,1
USA,02,f,62,1,O,1,7,1933,19,O,393308,4,.,.,1
USA,02,f,63,1,O,1,7,1933,19,O,375389,4,.,.,1
USA,02,f,64,1,O,1,7,1933,19,O,358095,4,.,.,1
USA,02,f,65,1,O,1,7,1933,19,O,340163,4,.,.,1
USA,02,f,66,1,O,1,7,1933,19,O,320868,4,.,.,1
USA,02,f,67,1,O,1,7,1933,19,O,300580,4,.,.,1
USA,02,f,68,1,O,1,7,1933,19,O,280431,4,.,.,1
USA,02,f,69,1,O,1,7,1933,19,O,260427,4,.,.,1
USA,02,f,70,1,O,1,7,1933,19,O,241359,4,.,.,1
USA,02,f,71,1,O,1,7,1933,19,O,224040,4,.,.,1
USA,02,f,72,1,O,1,7,1933,19,O,208219,4,.,.,1
USA,02,f,73,1,O,1,7,1933,19,O,192893,4,.,.,1
USA,02,f,74,1,O,1,7,1933,19,O,178095,4,.,.,1
USA,02,f,75,1,O,1,7,1933,19,O,166292,4,.,.,1
USA,02,f,76,1,O,1,7,1933,19,O,148733,4,.,.,1
USA,02,f,77,1,O,1,7,1933,19,O,131483,4,.,.,1
USA,02,f,78,1,O,1,7,1933,19,O,115011,4,.,.,1
USA,02,f,79,1,O,1,7,1933,19,O,99880,4,.,.,1
USA,02,f,80,1,O,1,7,1933,19,O,86328,4,.,.,1
USA,02,f,81,1,O,1,7,1933,19,O,74285,4,.,.,1
USA,02,f,82,1,O,1,7,1933,19,O,63597,4,.,.,1
USA,02,f,83,1,O,1,7,1933,19,O,54004,4,.,.,1
USA,02,f,84,1,O,1,7,1933,19,O,45289,4,.,.,1
USA,02,f,85,1,O,1,7,1933,19,O,37428,4,.,.,1
USA,02,f,86,1,O,1,7,1933,19,O,30505,4,.,.,1
USA,02,f,87,1,O,1,7,1933,19,O,24493,4,.,.,1
USA,02,f,88,1,O,1,7,1933,19,O,19409,4,.,.,1
USA,02,f,89,1,O,1,7,1933,19,O,15184,4,.,.,1
USA,02,f,90,1,O,1,7,1933,19,O,11710,4,.,.,1
USA,02,f,91,1,O,1,7,1933,19,O,8960,4,.,.,1
USA,02,f,92,1,O,1,7,1933,19,O,6785,4,.,.,1
USA,02,f,93,1,O,1,7,1933,19,O,5065,4,.,.,1
USA,02,f,94,1,O,1,7,1933,19,O,3738,4,.,.,1
USA,02,f,95,1,O,1,7,1933,19,O,2737,4,.,.,1
USA,02,f,96,1,O,1,7,1933,19,O,1999,4,.,.,1
USA,02,f,97,1,O,1,7,1933,19,O,1465,4,.,.,1
USA,02,f,98,1,O,1,7,1933,19,O,1100,4,.,.,1
USA,02,f,99,1,O,1,7,1933,19,O,857,4,.,.,1
USA,02,f,100,1,O,1,7,1933,19,O,638,4,.,.,1
USA,02,f,101,1,O,1,7,1933,19,O,439,4,.,.,1
USA,02,f,102,1,O,1,7,1933,19,O,298,4,.,.,1
USA,02,f,103,1,O,1,7,1933,19,O,200,4,.,.,1
USA,02,f,104,1,O,1,7,1933,19,O,132,4,.,.,1
USA,02,f,105,1,O,1,7,1933,19,O,86,4,.,.,1
USA,02,f,106,1,O,1,7,1933,19,O,55,4,.,.,1
USA,02,f,107,1,O,1,7,1933,19,O,35,4,.,.,1
USA,02,f,108,1,O,1,7,1933,19,O,23,4,.,.,1
USA,02,f,109,1,O,1,7,1933,19,O,14,4,.,.,1
USA,02,f,110,1,O,1,7,1933,19,O,8,4,.,.,1
USA,02,f,111,1,O,1,7,1933,19,O,5,4,.,.,1
USA,02,f,112,1,O,1,7,1933,19,O,3,4,.,.,1
USA,02,f,113,1,O,1,7,1933,19,O,1,4,.,.,1
USA,02,f,114,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,115,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,116,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,117,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,118,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,119,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,120,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,121,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,122,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,123,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,124,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,125,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,126,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,127,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,128,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,129,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,130,+,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,0,1,O,1,7,1933,19,O,984905,4,.,.,1
USA,02,m,1,1,O,1,7,1933,19,O,1016844,4,.,.,1
USA,02,m,2,1,O,1,7,1933,19,O,1103441,4,.,.,1
USA,02,m,3,1,O,1,7,1933,19,O,1126997,4,.,.,1
USA,02,m,4,1,O,1,7,1933,19,O,1139660,4,.,.,1
USA,02,m,5,1,O,1,7,1933,19,O,1216814,4,.,.,1
USA,02,m,6,1,O,1,7,1933,19,O,1237243,4,.,.,1
USA,02,m,7,1,O,1,7,1933,19,O,1238101,4,.,.,1
USA,02,m,8,1,O,1,7,1933,19,O,1250991,4,.,.,1
USA,02,m,9,1,O,1,7,1933,19,O,1258517,4,.,.,1
USA,02,m,10,1,O,1,7,1933,19,O,1248903,4,.,.,1
USA,02,m,11,1,O,1,7,1933,19,O,1274854,4,.,.,1
USA,02,m,12,1,O,1,7,1933,19,O,1259303,4,.,.,1
USA,02,m,13,1,O,1,7,1933,19,O,1229350,4,.,.,1
USA,02,m,14,1,O,1,7,1933,19,O,1205629,4,.,.,1
USA,02,m,15,1,O,1,7,1933,19,O,1186144,4,.,.,1
USA,02,m,16,1,O,1,7,1933,19,O,1172979,4,.,.,1
USA,02,m,17,1,O,1,7,1933,19,O,1164881,4,.,.,1
USA,02,m,18,1,O,1,7,1933,19,O,1156045,4,.,.,1
USA,02,m,19,1,O,1,7,1933,19,O,1146134,4,.,.,1
USA,02,m,20,1,O,1,7,1933,19,O,1134579,4,.,.,1
USA,02,m,21,1,O,1,7,1933,19,O,1120104,4,.,.,1
USA,02,m,22,1,O,1,7,1933,19,O,1103206,4,.,.,1
USA,02,m,23,1,O,1,7,1933,19,O,1086097,4,.,.,1
USA,02,m,24,1,O,1,7,1933,19,O,1069344,4,.,.,1
USA,02,m,25,1,O,1,7,1933,19,O,1052343,4,.,.,1
USA,02,m,26,1,O,1,7,1933,19,O,1034887,4,.,.,1
USA,02,m,27,1,O,1,7,1933,19,O,1017208,4,.,.,1
USA,02,m,28,1,O,1,7,1933,19,O,999908,4,.,.,1
USA,02,m,29,1,O,1,7,1933,19,O,983328,4,.,.,1
USA,02,m,30,1,O,1,7,1933,19,O,967307,4,.,.,1
USA,02,m,31,1,O,1,7,1933,19,O,951779,4,.,.,1
USA,02,m,32,1,O,1,7,1933,19,O,937109,4,.,.,1
USA,02,m,33,1,O,1,7,1933,19,O,922718,4,.,.,1
USA,02,m,34,1,O,1,7,1933,19,O,907267,4,.,.,1
USA,02,m,35,1,O,1,7,1933,19,O,896791,4,.,.,1
USA,02,m,36,1,O,1,7,1933,19,O,896154,4,.,.,1
USA,02,m,37,1,O,1,7,1933,19,O,902826,4,.,.,1
USA,02,m,38,1,O,1,7,1933,19,O,910063,4,.,.,1
USA,02,m,39,1,O,1,7,1933,19,O,917838,4,.,.,1
USA,02,m,40,1,O,1,7,1933,19,O,919114,4,.,.,1
USA,02,m,41,1,O,1,7,1933,19,O,907163,4,.,.,1
USA,02,m,42,1,O,1,7,1933,19,O,884317,4,.,.,1
USA,02,m,43,1,O,1,7,1933,19,O,859684,4,.,.,1
USA,02,m,44,1,O,1,7,1933,19,O,834380,4,.,.,1
USA,02,m,45,1,O,1,7,1933,19,O,809525,4,.,.,1
USA,02,m,46,1,O,1,7,1933,19,O,787279,4,.,.,1
USA,02,m,47,1,O,1,7,1933,19,O,767093,4,.,.,1
USA,02,m,48,1,O,1,7,1933,19,O,745877,4,.,.,1
USA,02,m,49,1,O,1,7,1933,19,O,723154,4,.,.,1
USA,02,m,50,1,O,1,7,1933,19,O,700323,4,.,.,1
USA,02,m,51,1,O,1,7,1933,19,O,678170,4,.,.,1
USA,02,m,52,1,O,1,7,1933,19,O,656516,4,.,.,1
USA,02,m,53,1,O,1,7,1933,19,O,634846,4,.,.,1
USA,02,m,54,1,O,1,7,1933,19,O,613429,4,.,.,1
USA,02,m,55,1,O,1,7,1933,19,O,590822,4,.,.,1
USA,02,m,56,1,O,1,7,1933,19,O,565787,4,.,.,1
USA,02,m,57,1,O,1,7,1933,19,O,538949,4,.,.,1
USA,02,m,58,1,O,1,7,1933,19,O,512001,4,.,.,1
USA,02,m,59,1,O,1,7,1933,19,O,484920,4,.,.,1
USA,02,m,60,1,O,1,7,1933,19,O,459286,4,.,.,1
USA,02,m,61,1,O,1,7,1933,19,O,436577,4,.,.,1
USA,02,m,62,1,O,1,7,1933,19,O,416198,4,.,.,1
USA,02,m,63,1,O,1,7,1933,19,O,396235,4,.,.,1
USA,02,m,64,1,O,1,7,1933,19,O,376677,4,.,.,1
USA,02,m,65,1,O,1,7,1933,19,O,356476,4,.,.,1
USA,02,m,66,1,O,1,7,1933,19,O,334525,4,.,.,1
USA,02,m,67,1,O,1,7,1933,19,O,311315,4,.,.,1
USA,02,m,68,1,O,1,7,1933,19,O,288313,4,.,.,1
USA,02,m,69,1,O,1,7,1933,19,O,265561,4,.,.,1
USA,02,m,70,1,O,1,7,1933,19,O,244160,4,.,.,1
USA,02,m,71,1,O,1,7,1933,19,O,225231,4,.,.,1
USA,02,m,72,1,O,1,7,1933,19,O,208393,4,.,.,1
USA,02,m,73,1,O,1,7,1933,19,O,192198,4,.,.,1
USA,02,m,74,1,O,1,7,1933,19,O,176599,4,.,.,1
USA,02,m,75,1,O,1,7,1933,19,O,163742,4,.,.,1
USA,02,m,76,1,O,1,7,1933,19,O,144894,4,.,.,1
USA,02,m,77,1,O,1,7,1933,19,O,126542,4,.,.,1
USA,02,m,78,1,O,1,7,1933,19,O,109176,4,.,.,1
USA,02,m,79,1,O,1,7,1933,19,O,93263,4,.,.,1
USA,02,m,80,1,O,1,7,1933,19,O,79086,4,.,.,1
USA,02,m,81,1,O,1,7,1933,19,O,66658,4,.,.,1
USA,02,m,82,1,O,1,7,1933,19,O,55844,4,.,.,1
USA,02,m,83,1,O,1,7,1933,19,O,46364,4,.,.,1
USA,02,m,84,1,O,1,7,1933,19,O,38011,4,.,.,1
USA,02,m,85,1,O,1,7,1933,19,O,30695,4,.,.,1
USA,02,m,86,1,O,1,7,1933,19,O,24435,4,.,.,1
USA,02,m,87,1,O,1,7,1933,19,O,19146,4,.,.,1
USA,02,m,88,1,O,1,7,1933,19,O,14757,4,.,.,1
USA,02,m,89,1,O,1,7,1933,19,O,11191,4,.,.,1
USA,02,m,90,1,O,1,7,1933,19,O,8350,4,.,.,1
USA,02,m,91,1,O,1,7,1933,19,O,6167,4,.,.,1
USA,02,m,92,1,O,1,7,1933,19,O,4510,4,.,.,1
USA,02,m,93,1,O,1,7,1933,19,O,3276,4,.,.,1
USA,02,m,94,1,O,1,7,1933,19,O,2361,4,.,.,1
USA,02,m,95,1,O,1,7,1933,19,O,1673,4,.,.,1
USA,02,m,96,1,O,1,7,1933,19,O,1174,4,.,.,1
USA,02,m,97,1,O,1,7,1933,19,O,833,4,.,.,1
USA,02,m,98,1,O,1,7,1933,19,O,630,4,.,.,1
USA,02,m,99,1,O,1,7,1933,19,O,496,4,.,.,1
USA,02,m,100,1,O,1,7,1933,19,O,358,4,.,.,1
USA,02,m,101,1,O,1,7,1933,19,O,242,4,.,.,1
USA,02,m,102,1,O,1,7,1933,19,O,162,4,.,.,1
USA,02,m,103,1,O,1,7,1933,19,O,106,4,.,.,1
USA,02,m,104,1,O,1,7,1933,19,O,69,4,.,.,1
USA,02,m,105,1,O,1,7,1933,19,O,44,4,.,.,1
USA,02,m,106,1,O,1,7,1933,19,O,28,4,.,.,1
USA,02,m,107,1,O,1,7,1933,19,O,18,4,.,.,1
USA,02,m,108,1,O,1,7,1933,19,O,10,4,.,.,1
USA,02,m,109,1,O,1,7,1933,19,O,6,4,.,.,1
USA,02,m,110,1,O,1,7,1933,19,O,3,4,.,.,1
USA,02,m,111,1,O,1,7,1933,19,O,2,4,.,.,1
USA,02,m,112,1,O,1,7,1933,19,O,1,4,.,.,1
USA,02,m,113,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,114,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,115,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,116,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,117,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,118,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,119,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,120,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,121,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,122,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,123,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,124,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,125,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,126,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,127,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,128,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,129,1,O,1,7,1933,19,O,0,4,.,.,1
USA,02,m,130,+,O,1,7,1933,19,O,0,4,.,.,1
USA,02,f,0,1,O,1,7,1934,19,O,921473,4,.,.,1
USA,02,f,1,1,O,1,7,1934,19,O,947225,4,.,.,1
USA,02,f,2,1,O,1,7,1934,19,O,1044169,4,.,.,1
USA,02,f,3,1,O,1,7,1934,19,O,1088875,4,.,.,1
USA,02,f,4,1,O,1,7,1934,19,O,1101208,4,.,.,1
USA,02,f,5,1,O,1,7,1934,19,O,1135727,4,.,.,1
USA,02,f,6,1,O,1,7,1934,19,O,1148544,4,.,.,1
USA,02,f,7,1,O,1,7,1934,19,O,1185563,4,.,.,1
USA,02,f,8,1,O,1,7,1934,19,O,1191774,4,.,.,1
USA,02,f,9,1,O,1,7,1934,19,O,1213332,4,.,.,1
USA,02,f,10,1,O,1,7,1934,19,O,1232065,4,.,.,1
USA,02,f,11,1,O,1,7,1934,19,O,1229303,4,.,.,1
USA,02,f,12,1,O,1,7,1934,19,O,1255380,4,.,.,1
USA,02,f,13,1,O,1,7,1934,19,O,1238041,4,.,.,1
USA,02,f,14,1,O,1,7,1934,19,O,1214723,4,.,.,1
USA,02,f,15,1,O,1,7,1934,19,O,1195665,4,.,.,1
USA,02,f,16,1,O,1,7,1934,19,O,1179621,4,.,.,1
USA,02,f,17,1,O,1,7,1934,19,O,1170593,4,.,.,1
USA,02,f,18,1,O,1,7,1934,19,O,1167105,4,.,.,1
USA,02,f,19,1,O,1,7,1934,19,O,1162723,4,.,.,1
USA,02,f,20,1,O,1,7,1934,19,O,1156848,4,.,.,1
USA,02,f,21,1,O,1,7,1934,19,O,1148986,4,.,.,1
USA,02,f,22,1,O,1,7,1934,19,O,1137884,4,.,.,1
USA,02,f,23,1,O,1,7,1934,19,O,1124003,4,.,.,1
USA,02,f,24,1,O,1,7,1934,19,O,1109498,4,.,.,1
USA,02,f,25,1,O,1,7,1934,19,O,1094918,4,.,.,1
USA,02,f,26,1,O,1,7,1934,19,O,1079016,4,.,.,1
USA,02,f,27,1,O,1,7,1934,19,O,1061078,4,.,.,1
USA,02,f,28,1,O,1,7,1934,19,O,1041544,4,.,.,1
USA,02,f,29,1,O,1,7,1934,19,O,1021804,4,.,.,1
USA,02,f,30,1,O,1,7,1934,19,O,1002294,4,.,.,1
USA,02,f,31,1,O,1,7,1934,19,O,982931,4,.,.,1
USA,02,f,32,1,O,1,7,1934,19,O,963816,4,.,.,1
USA,02,f,33,1,O,1,7,1934,19,O,945225,4,.,.,1
USA,02,f,34,1,O,1,7,1934,19,O,926446,4,.,.,1
USA,02,f,35,1,O,1,7,1934,19,O,906369,4,.,.,1
USA,02,f,36,1,O,1,7,1934,19,O,890495,4,.,.,1
USA,02,f,37,1,O,1,7,1934,19,O,883304,4,.,.,1
USA,02,f,38,1,O,1,7,1934,19,O,882590,4,.,.,1
USA,02,f,39,1,O,1,7,1934,19,O,882427,4,.,.,1
USA,02,f,40,1,O,1,7,1934,19,O,882902,4,.,.,1
USA,02,f,41,1,O,1,7,1934,19,O,877445,4,.,.,1
USA,02,f,42,1,O,1,7,1934,19,O,859809,4,.,.,1
USA,02,f,43,1,O,1,7,1934,19,O,832247,4,.,.,1
USA,02,f,44,1,O,1,7,1934,19,O,803286,4,.,.,1
USA,02,f,45,1,O,1,7,1934,19,O,773924,4,.,.,1
USA,02,f,46,1,O,1,7,1934,19,O,745873,4,.,.,1
USA,02,f,47,1,O,1,7,1934,19,O,721691,4,.,.,1
USA,02,f,48,1,O,1,7,1934,19,O,700728,4,.,.,1
USA,02,f,49,1,O,1,7,1934,19,O,679356,4,.,.,1
USA,02,f,50,1,O,1,7,1934,19,O,657042,4,.,.,1
USA,02,f,51,1,O,1,7,1934,19,O,635108,4,.,.,1
USA,02,f,52,1,O,1,7,1934,19,O,614256,4,.,.,1
USA,02,f,53,1,O,1,7,1934,19,O,594320,4,.,.,1
USA,02,f,54,1,O,1,7,1934,19,O,574795,4,.,.,1
USA,02,f,55,1,O,1,7,1934,19,O,555798,4,.,.,1
USA,02,f,56,1,O,1,7,1934,19,O,536224,4,.,.,1
USA,02,f,57,1,O,1,7,1934,19,O,515081,4,.,.,1
USA,02,f,58,1,O,1,7,1934,19,O,492683,4,.,.,1
USA,02,f,59,1,O,1,7,1934,19,O,470277,4,.,.,1
USA,02,f,60,1,O,1,7,1934,19,O,447931,4,.,.,1
USA,02,f,61,1,O,1,7,1934,19,O,426303,4,.,.,1
USA,02,f,62,1,O,1,7,1934,19,O,406062,4,.,.,1
USA,02,f,63,1,O,1,7,1934,19,O,386911,4,.,.,1
USA,02,f,64,1,O,1,7,1934,19,O,367861,4,.,.,1
USA,02,f,65,1,O,1,7,1934,19,O,349485,4,.,.,1
USA,02,f,66,1,O,1,7,1934,19,O,330572,4,.,.,1
USA,02,f,67,1,O,1,7,1934,19,O,310727,4,.,.,1
USA,02,f,68,1,O,1,7,1934,19,O,290253,4,.,.,1
USA,02,f,69,1,O,1,7,1934,19,O,269923,4,.,.,1
USA,02,f,70,1,O,1,7,1934,19,O,249729,4,.,.,1
USA,02,f,71,1,O,1,7,1934,19,O,230490,4,.,.,1
USA,02,f,72,1,O,1,7,1934,19,O,213011,4,.,.,1
USA,02,f,73,1,O,1,7,1934,19,O,197070,4,.,.,1
USA,02,f,74,1,O,1,7,1934,19,O,181678,4,.,.,1
USA,02,f,75,1,O,1,7,1934,19,O,172221,4,.,.,1
USA,02,f,76,1,O,1,7,1934,19,O,154624,4,.,.,1
USA,02,f,77,1,O,1,7,1934,19,O,137392,4,.,.,1
USA,02,f,78,1,O,1,7,1934,19,O,120530,4,.,.,1
USA,02,f,79,1,O,1,7,1934,19,O,104504,4,.,.,1
USA,02,f,80,1,O,1,7,1934,19,O,89880,4,.,.,1
USA,02,f,81,1,O,1,7,1934,19,O,76890,4,.,.,1
USA,02,f,82,1,O,1,7,1934,19,O,65464,4,.,.,1
USA,02,f,83,1,O,1,7,1934,19,O,55447,4,.,.,1
USA,02,f,84,1,O,1,7,1934,19,O,46581,4,.,.,1
USA,02,f,85,1,O,1,7,1934,19,O,38611,4,.,.,1
USA,02,f,86,1,O,1,7,1934,19,O,31562,4,.,.,1
USA,02,f,87,1,O,1,7,1934,19,O,25386,4,.,.,1
USA,02,f,88,1,O,1,7,1934,19,O,20078,4,.,.,1
USA,02,f,89,1,O,1,7,1934,19,O,15657,4,.,.,1
USA,02,f,90,1,O,1,7,1934,19,O,12031,4,.,.,1
USA,02,f,91,1,O,1,7,1934,19,O,9148,4,.,.,1
USA,02,f,92,1,O,1,7,1934,19,O,6901,4,.,.,1
USA,02,f,93,1,O,1,7,1934,19,O,5164,4,.,.,1
USA,02,f,94,1,O,1,7,1934,19,O,3817,4,.,.,1
USA,02,f,95,1,O,1,7,1934,19,O,2790,4,.,.,1
USA,02,f,96,1,O,1,7,1934,19,O,2049,4,.,.,1
USA,02,f,97,1,O,1,7,1934,19,O,1509,4,.,.,1
USA,02,f,98,1,O,1,7,1934,19,O,1119,4,.,.,1
USA,02,f,99,1,O,1,7,1934,19,O,845,4,.,.,1
USA,02,f,100,1,O,1,7,1934,19,O,627,4,.,.,1
USA,02,f,101,1,O,1,7,1934,19,O,444,4,.,.,1
USA,02,f,102,1,O,1,7,1934,19,O,301,4,.,.,1
USA,02,f,103,1,O,1,7,1934,19,O,202,4,.,.,1
USA,02,f,104,1,O,1,7,1934,19,O,133,4,.,.,1
USA,02,f,105,1,O,1,7,1934,19,O,87,4,.,.,1
USA,02,f,106,1,O,1,7,1934,19,O,56,4,.,.,1
USA,02,f,107,1,O,1,7,1934,19,O,35,4,.,.,1
USA,02,f,108,1,O,1,7,1934,19,O,22,4,.,.,1
USA,02,f,109,1,O,1,7,1934,19,O,14,4,.,.,1
USA,02,f,110,1,O,1,7,1934,19,O,8,4,.,.,1
USA,02,f,111,1,O,1,7,1934,19,O,5,4,.,.,1
USA,02,f,112,1,O,1,7,1934,19,O,3,4,.,.,1
USA,02,f,113,1,O,1,7,1934,19,O,1,4,.,.,1
USA,02,f,114,1,O,1,7,1934,19,O,1,4,.,.,1
USA,02,f,115,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,116,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,117,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,118,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,119,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,120,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,121,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,122,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,123,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,124,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,125,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,126,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,127,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,128,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,129,1,O,1,7,1934,19,O,0,4,.,.,1
USA,02,f,130,+,O,1,7,1934,19,O,0,4,.,.,1
USA,02,m,0,1,O,1,7,1934,19,O,953093,4,.,.,1
USA,02,m,1,1,O,1,7,1934,19,O,969990,4,.,.,1
USA,02,m,2,1,O,1,7,1934,19,O,1063573,4,.,.,1
USA,02,m,3,1,O,1,7,1934,19,O,1115475,4,.,.,1
USA,02,m,4,1,O,1,7,1934,19,O,1125710,4,.,.,1
