code,parameter,year,mean,min,median,max,nmissing,eltype,std,pc975,pc025,pc85,pc15,pc75,pc25,mcse,ess,rhat,ess_per_sec
CAN,B,1973,1.7547561025548344,1.353675218311035,1.7554358227430047,2.230096784112691,0,Float64,0.10267897152996473,1.9629953148166275,1.554100908463294,1.8529787324462805,1.6496093536530476,1.8282468034171493,1.6847235636051243,0.0015231908456790231,1578.551325745185,1.0046189157986538,0.103864053102525
CAN,B,1978,1.7585312295187403,1.3859093042409227,1.7576669493544197,2.266459762651498,0,Float64,0.10377815531974564,1.968803425049149,1.5582389036755835,1.859470358510357,1.6515504006305304,1.8320079856252651,1.6864880915275915,0.0015476823704005352,1624.2023712761923,1.0049364560968845,0.10686775817051193
CAN,B,1983,1.7646798116803561,1.3782562385919404,1.763660350804403,2.2609857118861507,0,Float64,0.104189334972318,1.9710978289259848,1.5622541456588197,1.8682704091424318,1.6577154486025532,1.8298039362047307,1.6941999027810624,0.0014649153683104342,1677.4503363909266,1.0031043802163198,0.11037131829306124
CAN,B,1988,1.7683334156595354,1.377505498495629,1.768044987974493,2.275084851001634,0,Float64,0.1059545188985319,1.984837151397238,1.5641734038879649,1.8754310538336556,1.6589810525212285,1.8348015358697927,1.6947004003628683,0.0014972514654093341,1698.6601062424857,1.0015849647242978,0.11176685901842519
CAN,B,1993,1.77442054142615,1.3362487173620257,1.7744070648141639,2.2655898436599156,0,Float64,0.10822192044854345,1.9970415166078976,1.568469348318631,1.8853482016003404,1.6623526507636266,1.8420502193159345,1.7000226324931142,0.0015204589423147414,1784.7273307015355,1.0013830226698088,0.11742983026668773
CAN,B,1998,1.7779105613555066,1.3635362081152667,1.7787695404706974,2.2380401921873823,0,Float64,0.11019832942965531,2.0026272365097593,1.5719326681219175,1.8908308574910986,1.6646572355910298,1.8484394883695925,1.7012908559040814,0.0013815759415777907,2077.5061229472244,1.0005818780504008,0.13669381714449427
CAN,B,2003,1.7761414258789856,1.3453319091280174,1.7764399709374046,2.299047084356476,0,Float64,0.11300853221888885,2.006165682746107,1.5634539883128673,1.892136489332103,1.6597937674109138,1.8487989962497553,1.697422056549336,0.0014472298995870754,1985.185551694326,1.0012960208698618,0.1306193939954466
CAN,B,2008,1.7769925094449095,1.3205963600376662,1.7771095881064758,2.374337094630876,0,Float64,0.11879825234135959,2.0226375051784884,1.5533575721829487,1.8985851109368734,1.6554144155619595,1.8532235221378581,1.696263235655614,0.001422182028064001,2215.3961936343635,1.0004880216511383,0.14576657986723884
CAN,B,2013,1.7780129475244875,1.3018314413101408,1.775831217999429,2.350870402211707,0,Float64,0.1237645454748245,2.031123018021127,1.5448004030056959,1.9039617617954967,1.652044931960607,1.8556958867942421,1.6935820172613747,0.0015661770618939114,2221.810605224024,1.0007877375687146,0.14618862935977306
CAN,B,2018,1.7810980310664977,1.3384646390326236,1.7796892776933735,2.3798412763671815,0,Float64,0.13057719659390976,2.053459921337438,1.5377954990583287,1.9127780768133194,1.6492316102141695,1.8621357363641076,1.6914534551189144,0.0015459115809831703,2482.84702251541,1.0006708955970858,0.1633640609501564
CAN,b,1923,1.3704623950791788,1.10476398317389,1.37130730417871,1.766931487299904,0,Float64,0.06954637555327652,1.5119320742159021,1.236109087631405,1.4405937319637454,1.2982053966285219,1.4130696005499948,1.3232501989559056,0.0009609890953999586,3774.888077091808,1.0006980554899696,0.24837657749903413
CAN,b,1928,1.395111071563695,1.111100120057345,1.3926289380568335,1.6900817529443617,0,Float64,0.06697085003797411,1.5290795712337613,1.2647347988745898,1.465501224987768,1.3269672127954455,1.4394720935028578,1.351200260124516,0.0009259771933805407,3175.9205719325314,1.002097159133086,0.20896627024584294
CAN,b,1933,1.4836072660910522,1.2465318666065448,1.4850516839312022,1.791707601988804,0,Float64,0.06952418137636496,1.6237136321820969,1.3530517113487734,1.5559673049983915,1.4061035966589879,1.5298145342769969,1.4351181213971735,0.001444451093192273,654.3916507173242,1.00976952961513,0.043057053674113305
CAN,b,1938,1.5442862890719058,1.3052340667001943,1.544449938575227,1.8182281650638858,0,Float64,0.07243229830463425,1.6887811802773365,1.4109646509856082,1.6201942099100564,1.4644752362901325,1.5934756909547474,1.492426285767546,0.0014356057713891983,592.5475740438063,1.0084668882386056,0.038987894592027325
CAN,b,1943,1.6726439404564801,1.3653931159840373,1.669736355733403,1.9771473995270255,0,Float64,0.07794750124963215,1.8328979532835739,1.5243323140158862,1.7533663802918273,1.5926421720551085,1.724720200258334,1.6210441569437906,0.0009197789120024377,2900.2552965574478,1.0008683573903732,0.19082830264661793
CAN,b,1948,1.831249377352924,1.5457898248012254,1.8327959623973897,2.190595558400225,0,Float64,0.08359149130715875,2.0029648916740115,1.672652634150012,1.9175901894584562,1.7452243826186007,1.884876628591699,1.7750585823489111,0.0008169221386670839,2853.339844996183,1.0003743006352754,0.1877414033657296
CAN,b,1953,1.9657844485677467,1.6394717323711299,1.9627728582934245,2.342376985207504,0,Float64,0.09150202301702015,2.1509655288699268,1.791428718057319,2.060966975143329,1.8731118013188761,2.0258613169500252,1.9060078171798018,0.0009082305265903858,2713.9817819943955,1.0009202534117678,0.17857205104894647
CAN,b,1958,2.0912308113081663,1.7497760221272582,2.088094375058336,2.509440646523388,0,Float64,0.10297162448198871,2.3016531734748265,1.9034381715720246,2.1973352629676675,1.9811063129238065,2.1604546718235187,2.0181935725199263,0.001512286512892958,649.6604305438594,1.0079501719654642,0.04274575324610568
CAN,b,1963,2.2276043929039733,1.8620559973877588,2.223477224979169,2.6922894121086363,0,Float64,0.11208986181780965,2.4556533188108394,2.0185722497016116,2.344042166878406,2.1179281407637847,2.3031116415539103,2.1446915127319537,0.0013462600854457594,1474.9961007334412,1.0052149773113201,0.09705042264639378
CAN,b,1968,2.3569836753149023,1.9466363636798756,2.3523381594720996,2.883251522159494,0,Float64,0.12331159526970298,2.6146918925269023,2.1287616464356147,2.485082759299789,2.233059967100114,2.4346531330922154,2.267557657054075,0.0014097505742234374,1528.905790066884,1.0055556322868937,0.10059752228411135
CAN,b,1973,2.491032961964878,2.061979158613646,2.4858174887669597,3.1111667123166606,0,Float64,0.1350485242342835,2.775812918891236,2.2480247921019427,2.628920437183058,2.355826006042616,2.5775752752227703,2.3929611963079074,0.0014850610241848717,1363.1788203551225,1.0065295671019787,0.08969317314960526
CAN,b,1978,2.6270457534099463,2.1425357694862157,2.620178202468739,3.2665193149185168,0,Float64,0.14463478976710575,2.9285852254284532,2.350195544114084,2.7756996600713926,2.4874723000424943,2.7219238570987123,2.524078357575443,0.001335746823869912,1772.2600660323749,1.0033226153693384,0.11660952077245595
CAN,b,1983,2.750807068259483,2.162883995798039,2.7446671997194096,3.438902114440841,0,Float64,0.1526859495337958,3.0627567474571693,2.4672657124836817,2.9086238120479306,2.6015129297257293,2.852008724735032,2.6374307703754676,0.0014697093049472598,1584.4133831798474,1.0044606333271802,0.10424975930969972
CAN,b,1988,2.8277103453588452,2.3340490314282403,2.8179183036391704,3.5307134786067333,0,Float64,0.1574713216683533,3.152461940474425,2.5341665742735717,2.98933909603495,2.670094075519992,2.9306125395570057,2.723235331461364,0.0012590903954251983,2131.0167324752406,1.0010651584037227,0.14021465850005974
CAN,b,1993,2.9234755920772124,2.401078294373883,2.912836547780395,3.7752825098753866,0,Float64,0.16545411502165452,3.2617737849902024,2.621350714037477,3.095512472368472,2.7536572983499843,3.0297065697470256,2.8135900359893666,0.001271429101803922,2010.0479701095635,1.0016956275084088,0.13225526829640943
CAN,b,1998,2.974371932499041,2.378971652132889,2.975846213318125,3.7458636219781862,0,Float64,0.17117442884598472,3.3265846241787846,2.6484212106889444,3.1481875215983712,2.7960246581429318,3.0822150681299694,2.860454358270281,0.001251425390457654,2073.829035087558,1.00087184127208,0.13645187553481064
CAN,b,2003,2.994803849932612,2.421607302610415,2.990353344156143,3.828281676841358,0,Float64,0.17310852186075693,3.3528949584811336,2.67287448699745,3.1725357477841594,2.8159305227217457,3.105118604227236,2.87919808732643,0.0012179381326762723,2405.8523638654215,1.0007133278163567,0.1582980379553969
CAN,b,2008,3.026565230487578,2.3725076880587785,3.026637941064102,4.047480781407097,0,Float64,0.18358047290737,3.397164384009357,2.67467202065637,3.2136335993988787,2.8388991794195118,3.144741141055118,2.9030964742913614,0.0012935391877386367,2237.080231180077,1.0009585835842252,0.14719332601758145
CAN,b,2013,3.0424398171681113,2.3426842316767202,3.0332517970020856,3.86170733487704,0,Float64,0.19494543605831294,3.4434052384069505,2.68369993163551,3.244574647442027,2.8491988940662107,3.1701065406207665,2.9150328709777553,0.0014811873371798699,2054.7302505445055,1.0020657772087276,0.13519523145892867
CAN,b,2018,3.0911724045918025,2.4029215596651694,3.088101410650904,4.0993545854720095,0,Float64,0.20921261152016554,3.5253752290112916,2.6947012168000284,3.2993839407116945,2.8724492524815703,3.2175134463324127,2.94770592199894,0.0014184215548023987,2616.734412995813,1.0015570934828761,0.17217345904055453
CAN,C,1923,109.41471792103475,107.60628202246791,109.40953782488617,111.15414614321699,0,Float64,0.4417573167173448,110.30388649690363,108.6027161382507,109.87794661455854,108.92588125348433,109.71158352935325,109.09819888854292,0.00010935864673840864,772.9522122814101,1.0054894674645338,0.05085799131948525
CAN,C,1928,108.77718508436118,107.28916219405528,108.78934092558382,110.5522290129743,0,Float64,0.3807658433507287,109.51951201573196,108.01733673381365,109.16419098833964,108.38099172087372,109.01693059831756,108.52449121038572,5.1916328938172235e-5,6405.984936031663,1.0024451284215565,0.4214950434100557
CAN,C,1933,108.88000971515491,107.61212916868385,108.87147057043737,110.31572468884501,0,Float64,0.3600885530997442,109.594293187676,108.18914777716033,109.25090503463021,108.52925662724275,109.12585197496925,108.62004152394296,6.319784889362564e-5,2505.360969484867,1.002522882065389,0.164845412709485
CAN,C,1938,108.48712830867281,107.18401791048308,108.4769151775616,110.07303553091575,0,Float64,0.34887784757377016,109.18503979334564,107.83377151465073,108.84963633111889,108.14142297919415,108.71798723675374,108.23901533409678,6.008006790958157e-5,4256.151579366636,1.0030541320408988,0.28004230615881215
CAN,C,1943,108.18715501700864,106.92717814060042,108.18288058479861,109.46586294359724,0,Float64,0.34395177270640553,108.85754050256021,107.50475180201396,108.5332149644389,107.83278241233018,108.41502373880358,107.95968299082404,4.04269551909749e-5,7175.76524092829,0.9998701804796042,0.47214433251525356
CAN,C,1948,108.10699140722019,106.71556872581621,108.1206157391774,109.92314501773258,0,Float64,0.3468065395116445,108.7786317324738,107.43751524661442,108.46012309025473,107.74633186756404,108.33252750106482,107.8735491748965,4.3077678942994444e-5,7200.010813476884,0.9999390167656627,0.4737396201651496
CAN,C,1953,108.17450020513215,106.79721961887172,108.16559015316417,109.32901848464513,0,Float64,0.33757575816330104,108.83610987835257,107.5064332365653,108.52419026725134,107.83975482413281,108.40306672769972,107.95538177509309,4.638497508406974e-5,7512.936447718177,1.0003213223438745,0.49432921022908743
CAN,C,1958,108.24971327004901,106.90989279244715,108.23500368209386,109.81091091374816,0,Float64,0.34901326684741113,108.94084407615145,107.55215430467047,108.61539523487137,107.89768641365227,108.4816772773031,108.02686147960067,4.201809402585356e-5,8023.380821209088,1.0006820790239033,0.5279149547338583
CAN,C,1963,108.49902738192108,107.02671499155471,108.50418538397159,110.12390099710628,0,Float64,0.36465856336323454,109.21427369854158,107.81266848070975,108.87587748584286,108.09720780447245,108.74959925469854,108.245144179545,9.262207950205836e-5,626.6965027957464,1.0097467046119262,0.04123479406969333
CAN,C,1968,109.01668984712038,107.655174340787,109.02859669018383,110.9199486083629,0,Float64,0.3685220032528018,109.74185137700168,108.26863517429244,109.3854629647795,108.6366182119751,109.24888560684737,108.77342917800486,4.791847380909708e-5,7452.237903102716,1.0005678733546095,0.4903354238007556
CAN,C,1973,109.53529509986771,108.17602371875088,109.53033176617231,111.14774856199548,0,Float64,0.3823542446444076,110.2789479930246,108.78911980544655,109.94232056358828,109.16065745109637,109.79952507834892,109.25955846261878,6.67930710090306e-5,4143.13777075526,1.002822662513072,0.2726063286093401
CAN,C,1978,110.36254608321539,108.92462263728771,110.34396299638281,111.88751788497854,0,Float64,0.39760882387851504,111.15828155355901,109.60101376870671,110.77839054669681,109.94835461085226,110.62848605548345,110.0992488660269,3.759928397140746e-5,7944.22778926009,1.0001989113372443,0.5227069170986577
CAN,C,1983,110.85713161579261,109.33614156708518,110.8723892805191,112.49634050579478,0,Float64,0.40273518472604086,111.66818102853324,110.05686837922089,111.25782622712623,110.43715371912093,111.11611796388794,110.58374613167064,4.7950929458101135e-5,7322.003756480126,1.0007601277966118,0.48176639845456665
CAN,C,1988,110.98233619920464,109.3630915490942,110.97203159275378,112.5600673627553,0,Float64,0.40613371785233493,111.77555843390881,110.1966932164719,111.40611066509409,110.57316140773862,111.25846233401926,110.72799257710575,6.303866949818614e-5,4416.961708699188,1.0028352313487745,0.2906231415995194
CAN,C,1993,111.03564462563642,109.60031298361933,111.02717329066107,112.65350145153297,0,Float64,0.417206319687571,111.86776944308194,110.22597891820745,111.46732405946597,110.61193316970183,111.3162044857189,110.77186258920813,5.119998584056959e-5,5552.198340408568,1.0003456325738218,0.36531838645900017
CAN,C,1998,110.9714701656124,109.60208470612135,110.97896815463687,112.7462747963926,0,Float64,0.42874836408382155,111.80158823318199,110.17998767608127,111.41732495037812,110.51085416115208,111.26476315880001,110.6722718202016,0.00012396710156784905,455.14884269234716,1.011028063259986,0.029947460558264926
CAN,C,2003,111.33519754482802,109.89730371682204,111.3359297450323,112.93183077072227,0,Float64,0.44786726488056816,112.20775353665259,110.49309545164365,111.7975489508504,110.86561597238534,111.6392400763161,111.03016070204819,0.00013063072367113508,420.4105645009073,1.0105967917707253,0.027661783613891426
CAN,C,2008,111.97067258778935,110.4229135840195,111.97974106910745,113.65743854864704,0,Float64,0.4788249851426318,112.91876419486861,111.09426357503115,112.46951324132166,111.44143637549664,112.28799153282684,111.63777736470007,0.00013033051342918576,452.5351929820602,1.010904354756905,0.02977549006362644
CAN,C,2013,112.68771083389287,110.75945861616758,112.69507007535714,114.65819525497781,0,Float64,0.4803966031947441,113.64850117855998,111.74789164939277,113.16689526205664,112.19015651118275,112.98334223529419,112.3671311877516,6.630186873931517e-5,5491.472186148314,1.0018803230430602,0.3613227833969194
CAN,C,2018,113.08047018483123,111.18051580547326,113.05975694041136,115.60248411269994,0,Float64,0.559287870619972,114.20561699283694,112.02612115767981,113.66385889037772,112.49192734822425,113.45028279681,112.71174506240439,8.00284692363464e-5,5085.801379288696,1.0001116205224034,0.3346308326578954
CAN,c,1923,0.08131315394324601,0.07800780910989398,0.08125597268051186,0.08544228052840303,0,Float64,0.0009502806737663293,0.08318953573062539,0.07942690237440522,0.08230795097117745,0.08034211885330739,0.08195032497961142,0.08069377958476143,0.00014224078271531383,7327.72714499417,1.0003951282170847,0.48214298065297473
CAN,c,1928,0.08161063132690978,0.07829283434632955,0.08163881379011965,0.08472212657054846,0,Float64,0.0008358103785284252,0.0832355480553435,0.07994394935943243,0.08247464403759705,0.08075280428113502,0.08214157492156522,0.08104724004652228,0.00014217610070315219,6875.417960295477,1.0002863739233199,0.45238236127233616
CAN,c,1933,0.0820996902656173,0.07926713948839642,0.0821254715399394,0.08493679485341671,0,Float64,0.0007633986548454234,0.08361964872203974,0.0806110483811746,0.08288528411154618,0.08131255034311029,0.08259626495743157,0.0815940797736805,0.00013652122396995127,6515.600905828686,1.0008343599753535,0.4287074531190072
CAN,c,1938,0.08305340941874223,0.08015090218925068,0.08307893178400622,0.08567075871337045,0,Float64,0.0007549942464659693,0.08452023584644985,0.08155604359160311,0.08381789437018422,0.08227320638007377,0.08354521454770038,0.08254493538873708,0.00013721483440603624,6479.345714344768,1.0011774834426084,0.4263219677235607
CAN,c,1943,0.08439333399179307,0.08138341494940483,0.08440063933374864,0.0870608255423698,0,Float64,0.0007566241502256831,0.08583843890650016,0.08290436484868562,0.085165057082663,0.08360203633502014,0.08494069061586917,0.0838736148477034,0.00020751579342731915,1613.825116636076,1.004196438888394,0.10618496521381751
CAN,c,1948,0.08587300191111857,0.0832728561080439,0.08584006137013342,0.08883953764332946,0,Float64,0.0007400284990237679,0.0873589353015217,0.08445642683306422,0.0866297597948865,0.08510082340792707,0.08636092577987026,0.08539752894958987,0.00011972325810958796,6199.958878743114,1.0005640041492774,0.4079391323631849
CAN,c,1953,0.08735537693101365,0.08442129812215438,0.0873573775594641,0.09003564827592647,0,Float64,0.0006975629218366453,0.08873479650171301,0.08597912134266973,0.08804403380283925,0.086640415136673,0.08779343028082041,0.08688539670480794,0.00012835645286358275,5648.158575134149,1.0014035104829264,0.3716322888026972
CAN,c,1958,0.08825160827002484,0.08562064220908423,0.08822253988774365,0.09105140136983371,0,Float64,0.0007224530635932588,0.0897157352106398,0.08686114931858976,0.088988218351495,0.08751278424808219,0.0887335319471885,0.0877719497749369,0.00010254906992746713,7816.431352286841,0.999728635815375,0.5142982859064873
CAN,c,1963,0.08854438732790806,0.08576864435710779,0.08854459295946657,0.09145146200719385,0,Float64,0.0007683530968813672,0.08995600477041339,0.08705904393151209,0.08936049504337217,0.08774039039098094,0.08905188067939365,0.08802003220291282,0.00028660418012672813,391.2307554862756,1.0122718848093637,0.025741837658642533
CAN,c,1968,0.08822178229162826,0.0850364126270999,0.08822982831331914,0.09097380877735621,0,Float64,0.000749856545711755,0.0896657447391107,0.08672688827376086,0.08897380743791959,0.0874452973240364,0.0887461877058963,0.08772301832959936,0.00014838598629291023,3666.2485011698695,1.0023215006330373,0.24122841164686248
CAN,c,1973,0.08791301865789643,0.0852130285402409,0.08792621703358833,0.09099543590936826,0,Float64,0.0007777120798730721,0.08940636460418827,0.08638852464329731,0.08867760159079503,0.08708620164574245,0.08847424882560556,0.08738172765260505,0.00017111379034706782,3073.9258497090636,1.0031712639156949,0.20225531630191929
CAN,c,1978,0.0880997040894222,0.0854773933236779,0.08812726944718645,0.0913411348415311,0,Float64,0.0007869579251901506,0.08965058588037676,0.08654291157428831,0.08890344671748701,0.08725638188794951,0.0885930880500223,0.0875761619216549,0.00011034304298229234,7483.799904797426,1.0001511831308907,0.4924121110560743
CAN,c,1983,0.08924281906865951,0.08601742489369828,0.08925645429826387,0.09200897105536843,0,Float64,0.0007811573405614475,0.09076782581166166,0.08765978437920956,0.09004571197342638,0.08844735822427857,0.08974629124376578,0.08873352248717468,0.00011358742804699194,7038.613069856669,1.0010053774680931,0.46312012142564285
CAN,c,1988,0.09017047028686202,0.08698342605135784,0.09016497466238214,0.09332523514102267,0,Float64,0.0008056387251283792,0.09170508603310507,0.08860432705836527,0.0910809419793525,0.08931601173548114,0.09074105032436558,0.08962374527656324,0.0002263104138383202,900.760629692739,1.0084537943679435,0.05926741078938647
CAN,c,1993,0.09083572065273475,0.08748516812381117,0.09080136838977448,0.09405187480964962,0,Float64,0.0008146235640004977,0.09247134732667983,0.08927532185588707,0.09169337573591962,0.09001796651372873,0.09137098807331251,0.0903043096775388,0.00010324885143090167,6126.898988092751,0.9998297988518108,0.4031320055764827
CAN,c,1998,0.09237189122375815,0.08932796077486123,0.09238462839615691,0.09561592495120809,0,Float64,0.0008198370954242405,0.09398487380815457,0.09078149359938235,0.09319994343138453,0.0915047295052816,0.09288891731013534,0.0918274012241696,0.00015053099817392227,5350.576774577717,1.0017283111064585,0.35205227804774275
CAN,c,2003,0.09338971941035829,0.08988778377100516,0.09335414947766812,0.09647063207169866,0,Float64,0.0009116482056927547,0.09509940911498821,0.09169834225985825,0.09437111839575495,0.09245461457898164,0.0940054421990622,0.09276013966512052,0.0003420250814564903,344.32680382180246,1.0128533842129868,0.022655695037275846
CAN,c,2008,0.09372478637286341,0.09031081604698456,0.09373913604610988,0.09712048226032516,0,Float64,0.0009057173917359409,0.09547249561737513,0.09197792081043055,0.09463264312317621,0.0927678706892564,0.09438728805374544,0.09309550138931921,0.00020354459815660576,2102.0306596397827,1.0037749902566422,0.13830745981787915
CAN,c,2013,0.09372196782981661,0.09001983178184911,0.0937383070612279,0.09819867987441995,0,Float64,0.0009315618034891216,0.09559977811161179,0.0919400695826018,0.09469497283411885,0.09274449976645334,0.09431913520816518,0.09310837256450709,0.00013408916238100455,6230.506013940864,1.0001017450229124,0.4099490443759042
CAN,c,2018,0.09287175229436337,0.08788772398813834,0.09289259846079523,0.0975144829679802,0,Float64,0.0010709494597585243,0.09499273368364948,0.09076938350824505,0.09397188673125008,0.09175618972663455,0.09356841791703449,0.09214830700337731,0.00018852058113100683,5290.808971097098,0.9998445202292436,0.3481197316596158
CAN,d,1923,0.002316715006263634,0.0019299287976101286,0.002313777111076812,0.0027372716095276865,0,Float64,0.00010791673276117516,0.0025335844892314494,0.0021145835526816662,0.002429201718961408,0.0022107315750523253,0.0023891362328782697,0.0022373382974786547,0.0009054439165899563,2921.2256457965195,1.0038434622555297,0.1922080901970273
CAN,d,1928,0.0021710619687697395,0.00181137555777484,0.002171770157047494,0.002552362442343,0,Float64,9.68727363794448e-5,0.002360170343474678,0.0019859658897709,0.002269007933111141,0.002070659701497795,0.002231672746439541,0.0021053625368522328,0.0007793315699515036,4302.257379929183,1.0012209880707679,0.2830759327757371
CAN,d,1933,0.0015222916913684862,0.001255525569546805,0.0015183946990774695,0.0017986967665512355,0,Float64,7.256631055163036e-5,0.0016676652750541312,0.0013814380894353817,0.0015975113012995823,0.001447240632066659,0.0015701464307108861,0.0014741090846212357,0.0005172303621944002,7766.077264962559,1.0000363988220868,0.5109851344653648
CAN,d,1938,0.0013637381742960676,0.0011352995410719834,0.0013656610502777691,0.001617737646337743,0,Float64,6.514613128631738e-5,0.0014914131424724284,0.00123648670568782,0.0014314283534319204,0.001295341541372229,0.00140656905284567,0.0013191373744791035,0.0006300074845857537,7216.986610499561,1.0001369174765826,0.47485657788116725
CAN,d,1943,0.0011187642360454264,0.0009365341277902053,0.0011207200972782874,0.0013146556196288232,0,Float64,5.445964469186534e-5,0.001224325166153746,0.0010117030046753951,0.0011734820717886145,0.0010620199238641527,0.0011539475165113537,0.0010813709378248105,0.0007937279570936782,5106.230424677116,1.001395676061072,0.33597500400060115
CAN,d,1948,0.0007892665077635686,0.000643372550173017,0.0007906557661306356,0.0009585303684755263,0,Float64,4.176680088716924e-5,0.0008696561112824588,0.0007059778375188607,0.0008312833548385119,0.0007454084480732601,0.0008190231530978088,0.000760658908525265,0.001041015248351907,3211.059599625448,1.0021740084259665,0.2112783153334775
CAN,d,1953,0.0005614912343475272,0.0004322504972704651,0.0005610609832313721,0.0006751254242839216,0,Float64,3.1946927564195756e-5,0.0006243825511242656,0.0004983472061892201,0.0005944529021017579,0.0005301526177887992,0.0005825560459399062,0.0005411738228738601,0.0009222984641437265,4859.290655936984,1.0023436080253592,0.31972709059085336
CAN,d,1958,0.00045122434109682094,0.00036074650917250993,0.0004506223942542843,0.0005537747975532061,0,Float64,2.7542413262773206e-5,0.0005050111112576573,0.00039729806230744873,0.0004820186289794781,0.00042311867454438795,0.0004703940216808496,0.00043233331769179054,0.0015854311302999921,686.2322881220363,1.0071385102819344,0.045152074342928165
CAN,d,1963,0.00040225709534837746,0.0003155070889275917,0.00040285996275032487,0.0005147899229303927,0,Float64,2.5584945134644933e-5,0.0004528566258512368,0.0003518757712822445,0.0004285251842578429,0.00037590666833911014,0.0004184265637941022,0.0003852436592105262,0.0008686535437785487,7806.654994192065,1.0007067630663002,0.5136550301822391
CAN,d,1968,0.00040397504215577035,0.00028978007804008585,0.00040304013276162257,0.0005050589118873896,0,Float64,2.7305952384652848e-5,0.0004546287893571049,0.00035186940725420165,0.0004325200721329516,0.0003759539556702143,0.0004222419862074196,0.0003848016854808844,0.002335945738810611,318.4670195097188,1.0132713784396632,0.020954196981935663
CAN,d,1973,0.00039119889458222746,0.00029039259958538774,0.0003918005822256053,0.000493484941510386,0,Float64,2.595215533926192e-5,0.0004428639948700109,0.0003403375508874565,0.0004175388532361923,0.0003644451459865481,0.0004079371643736555,0.00037430820960062273,0.0007680951579554472,8210.23665898278,1.0000133438818726,0.5402095214929605
CAN,d,1978,0.0003199745925658261,0.00023983510039803132,0.00032036758731721456,0.0004236247781217842,0,Float64,2.2593091478420503e-5,0.0003652534145056604,0.0002763372027286198,0.0003424246775059186,0.0002961584669325867,0.00033404302453955313,0.00030475592511439197,0.0009484508829185162,8487.364162351238,1.0013402473987778,0.55844369941077
CAN,d,1983,0.0002396940124606203,0.000171113191390376,0.00023930569858399934,0.00031634308526703396,0,Float64,1.8707444557949232e-5,0.0002759123811370387,0.0002035354601829685,0.0002583105666448094,0.00022031496602739872,0.00025323193139482653,0.0002268263299431023,0.0016184293525428259,2082.006262408975,1.0035548421964688,0.13698991313858772
